Counter,Time,SFR,Bin 6,Bin 11,Bin 1,Bin 7,Bin 5,Bin 15,Bin7 MToF,Bin 12,Bin1 MToF,Bin5 MToF,Bin 2,Pressure,PM1,Temperature,Bin 14,Sampling Period,Bin3 MToF,Bin 3,Bin 13,Bin 8,PM10,Bin 4,Bin 10,PM2.5,Bin 9,Bin 0,Checksum
602,361.870974779129,3.906578302383423,1,0,115,0,1,0,0.0,0,6.333333333333333,7.666666666666667,52,,122.5682373046875,,0,0.5037013292312622,7.333333333333333,9,0,0,150.09117126464844,2,0,148.6637420654297,0,353,533
603,362.48275899887085,4.0062360763549805,0,0,134,0,0,0,0.0,0,6.0,0.0,48,,130.3927459716797,,0,0.5043626427650452,7.666666666666667,10,0,0,155.43748474121094,2,0,155.01629638671875,0,390,584
604,363.0819752216339,4.0579962730407715,0,0,130,0,0,0,0.0,0,6.0,0.0,41,,125.18020629882812,,0,0.5038506388664246,7.0,6,0,0,146.3460235595703,0,0,146.07891845703125,0,394,571
605,363.6849899291992,3.9746904373168945,0,0,123,0,2,0,0.0,0,6.333333333333333,12.333333333333334,48,,125.97643280029297,,0,0.5046826601028442,8.0,10,0,0,151.3795928955078,1,0,150.7176513671875,0,379,563
606,364.2823841571808,3.93430757522583,0,0,116,0,0,0,0.0,0,6.333333333333333,0.0,52,,129.69830322265625,,0,0.5030613541603088,8.333333333333334,8,0,0,154.87307739257812,2,0,154.45407104492188,0,395,573
607,364.88439655303955,3.914422035217285,0,0,114,0,0,0,0.0,0,6.333333333333333,0.0,39,,119.30846405029297,,0,0.504917323589325,7.666666666666667,11,0,0,141.4745635986328,2,0,141.07412719726562,0,366,532
608,365.4853632450104,4.0103559494018555,0,0,126,0,0,0,0.0,0,6.0,0.0,39,,120.99333953857422,,0,0.5040426850318909,8.0,8,0,0,142.3329620361328,1,0,142.0115966796875,0,372,546
609,366.0890893936157,3.9517011642456055,0,0,119,0,1,0,0.0,0,6.333333333333333,8.333333333333334,48,,125.86973571777344,,0,0.5047893524169922,8.333333333333334,14,0,0,151.56117248535156,1,0,150.9861602783203,0,379,562
610,366.69118642807007,3.9230117797851562,0,0,122,0,1,0,0.0,0,6.333333333333333,8.333333333333334,50,,126.25455474853516,,0,0.50408536195755,7.333333333333333,7,0,0,151.4696502685547,2,0,150.9300537109375,0,370,552
611,367.293664932251,4.014859676361084,0,0,121,0,1,0,0.0,0,6.0,10.333333333333334,39,,118.5736312866211,,0,0.5047680139541626,8.0,14,0,0,141.21739196777344,0,0,140.724853515625,0,365,540
612,367.89572739601135,3.9538862705230713,0,0,144,0,0,0,0.0,0,6.333333333333333,0.0,41,,131.84312438964844,,0,0.5040426850318909,8.0,12,0,0,155.7296905517578,0,0,155.37945556640625,0,385,582
613,368.49681663513184,4.030966281890869,1,0,142,0,0,0,0.0,0,6.0,0.0,42,,125.22772216796875,,0,0.5049386620521545,8.0,4,0,0,149.03582763671875,2,0,147.88858032226562,0,369,560
614,369.099152803421,4.070643901824951,0,0,127,0,1,0,0.0,0,6.0,9.0,46,,126.9641342163086,,0,0.50408536195755,8.666666666666666,10,0,0,151.96112060546875,4,0,151.34954833984375,0,397,585
615,369.7028999328613,3.980748176574707,0,0,140,0,1,0,0.0,0,6.333333333333333,11.666666666666666,46,,132.06239318847656,,0,0.5047680139541626,8.0,11,0,0,157.22190856933594,0,0,156.72845458984375,0,389,587
616,370.30512285232544,3.937272787094116,0,0,109,0,0,0,0.0,0,6.333333333333333,0.0,40,,120.69310760498047,,0,0.5040426850318909,8.666666666666666,7,0,0,141.24942016601562,0,0,140.97023010253906,0,386,542
617,370.90761065483093,3.915889263153076,0,0,116,0,0,0,0.0,0,6.333333333333333,0.0,46,,125.00454711914062,,0,0.5046826601028442,7.666666666666667,9,0,0,148.114501953125,0,0,147.7823486328125,0,381,552
618,371.50972080230713,4.011126518249512,0,0,126,0,0,0,0.0,0,6.0,0.0,53,,131.0869903564453,,0,0.5040640234947205,7.333333333333333,12,0,0,156.86029052734375,0,0,156.46807861328125,0,397,588
619,372.11224007606506,4.0605034828186035,0,0,134,0,1,0,0.0,0,6.0,8.333333333333334,55,,126.64183807373047,,0,0.5047039985656738,7.0,9,0,0,153.36526489257812,2,0,152.7978057861328,0,365,566
620,372.71435952186584,4.085650444030762,0,0,138,0,1,0,0.0,0,6.0,9.666666666666666,55,,126.46414184570312,,0,0.5040213465690613,8.0,9,0,0,152.94212341308594,1,0,152.41221618652344,0,361,565
621,373.3179852962494,3.987910032272339,0,0,117,0,0,0,0.0,0,6.333333333333333,0.0,44,,126.31350708007812,,0,0.504746675491333,7.333333333333333,12,0,0,149.66378784179688,1,0,149.27304077148438,0,401,575
622,373.92026948928833,4.0485734939575195,1,0,119,0,0,0,0.0,0,6.0,0.0,46,,125.2927017211914,,0,0.5041279792785645,8.0,12,0,0,150.83251953125,2,0,149.5802001953125,0,397,577
623,374.52380442619324,3.970165729522705,1,0,109,0,0,0,0.0,0,6.333333333333333,0.0,57,,126.5689926147461,,0,0.5046826601028442,8.666666666666666,15,0,0,155.91421508789062,3,0,154.52081298828125,0,383,568
624,375.1260645389557,3.932089328765869,0,0,133,0,1,0,0.0,0,6.333333333333333,11.0,46,,130.50999450683594,,0,0.5040426850318909,7.0,5,0,0,154.49058532714844,1,0,154.02870178222656,0,386,572
625,375.72983980178833,4.019608020782471,0,0,117,0,1,0,0.0,0,6.0,9.666666666666666,47,,121.62612915039062,,0,0.5049386620521545,8.333333333333334,8,0,0,145.71548461914062,3,0,145.1550750732422,0,376,552
626,376.33195972442627,4.064844608306885,0,0,124,0,3,0,0.0,0,6.0,9.0,49,,123.76817321777344,,0,0.5040640234947205,8.333333333333334,7,0,0,149.14056396484375,2,0,148.35302734375,0,379,564
627,376.9346396923065,3.9779727458953857,0,0,124,0,0,0,0.0,0,6.333333333333333,0.0,47,,127.72403717041016,,0,0.504917323589325,7.333333333333333,6,0,0,150.843505859375,1,0,150.51097106933594,0,393,571
628,377.53652811050415,3.9359147548675537,0,0,146,0,0,0,0.0,0,6.333333333333333,0.0,42,,131.64817810058594,,0,0.5040426850318909,7.666666666666667,8,0,0,155.67247009277344,2,0,155.29151916503906,0,377,575
629,378.1401960849762,4.021605968475342,0,0,127,0,1,0,0.0,0,6.0,12.333333333333334,45,,125.87767028808594,,0,0.5047039985656738,8.333333333333334,9,0,0,149.64617919921875,1,0,149.15231323242188,0,387,570
630,378.73977494239807,4.065865516662598,0,0,144,0,0,0,0.0,0,6.0,0.0,50,,130.95156860351562,,0,0.5038933157920837,7.333333333333333,7,0,0,155.98782348632812,2,0,155.59808349609375,0,384,587
631,379.3408393859863,4.088363170623779,0,0,114,0,0,0,0.0,0,6.0,0.0,36,,121.18470764160156,,0,0.5048746466636658,8.333333333333334,9,0,0,141.41004943847656,2,0,141.06246948242188,0,413,574
632,379.9420590400696,4.099705219268799,0,0,121,0,1,0,0.0,0,6.0,9.666666666666666,48,,120.70552062988281,,0,0.5040426850318909,7.666666666666667,10,0,0,144.35398864746094,0,0,143.88131713867188,0,374,554
633,380.5458562374115,3.994593858718872,0,0,111,0,0,0,0.0,0,6.333333333333333,0.0,33,,115.76519775390625,,0,0.5047893524169922,8.0,8,0,0,135.09945678710938,2,0,134.76905822753906,0,379,533
634,381.1463646888733,3.8416574001312256,1,0,124,0,1,0,0.0,0,6.666666666666667,9.0,49,,135.0272979736328,,0,0.5037013292312622,6.666666666666667,9,0,0,162.29348754882812,0,0,160.9287567138672,0,400,584
635,381.74762082099915,3.8680150508880615,0,0,132,0,0,0,0.0,0,6.333333333333333,0.0,56,,133.74185180664062,,0,0.5049600005149841,8.666666666666666,13,0,0,162.0074920654297,1,0,161.53741455078125,0,369,571
636,382.36651277542114,3.9858598709106445,0,0,145,0,0,0,0.0,0,6.0,0.0,46,,133.60122680664062,,0,0.5031893253326416,9.0,5,0,0,157.7303924560547,2,0,157.37338256835938,0,391,589
637,382.9661099910736,3.9397716522216797,0,0,135,0,1,0,0.0,0,6.333333333333333,11.0,43,,123.49674987792969,,0,0.5048959851264954,8.0,6,0,0,147.0861053466797,2,0,146.58937072753906,0,352,539
638,383.56526708602905,4.023618221282959,0,0,118,0,0,0,0.0,0,6.0,0.0,47,,123.78792572021484,,0,0.5033599734306335,8.0,14,0,0,148.21182250976562,1,0,147.78668212890625,0,382,562
639,384.1693890094757,3.9581286907196045,0,0,123,0,0,0,0.0,0,6.333333333333333,0.0,52,,129.02301025390625,,0,0.5031039714813232,8.333333333333334,6,0,0,153.9054412841797,2,0,153.51223754882812,0,385,568
640,384.77209305763245,4.033169746398926,0,0,126,0,0,0,0.0,0,6.0,0.0,47,,126.5546875,,0,0.5033599734306335,8.0,7,0,0,149.75765991210938,1,0,149.41624450683594,0,390,571
641,385.37123107910156,4.071767330169678,0,0,138,0,0,0,0.0,0,6.0,0.0,52,,133.05067443847656,,0,0.5042773485183716,7.666666666666667,10,0,0,158.697265625,1,0,158.30111694335938,0,402,603
642,385.98097825050354,4.091344356536865,0,0,133,0,0,0,0.0,0,6.0,0.0,38,,125.45735931396484,,0,0.5036799907684326,8.333333333333334,12,0,0,147.56622314453125,1,0,147.20631408691406,0,398,582
643,386.58041310310364,4.101203918457031,0,0,135,0,0,0,0.0,0,6.0,0.0,53,,128.78468322753906,,0,0.503765344619751,7.666666666666667,7,0,0,153.913818359375,2,0,153.5166778564453,0,387,584
644,387.17901134490967,4.106151580810547,0,0,121,0,1,0,0.0,0,6.0,11.0,46,,121.17355346679688,,0,0.5038506388664246,7.666666666666667,11,0,0,144.544677734375,0,0,144.06893920898438,0,381,560
645,387.7822139263153,4.108630180358887,1,0,107,0,0,0,0.0,0,6.0,0.0,57,,123.88201141357422,,0,0.5046613216400146,7.666666666666667,10,0,0,150.75125122070312,2,0,149.49928283691406,0,399,576
646,388.3804521560669,4.109869956970215,0,0,116,0,1,0,0.0,0,6.0,4.333333333333333,56,,127.71210479736328,,0,0.5039786696434021,9.666666666666666,8,0,0,153.42550659179688,2,0,152.8749237060547,0,408,591
647,388.9818992614746,4.110490322113037,0,0,136,0,1,0,0.0,0,6.0,8.333333333333334,47,,131.7086639404297,,0,0.5051733255386353,7.666666666666667,12,0,0,157.6938934326172,4,0,157.0602264404297,0,414,614
648,389.5851891040802,3.9997060298919678,1,0,143,0,0,0,0.0,0,6.333333333333333,0.0,44,,130.9908447265625,,0,0.5039359927177429,7.333333333333333,6,0,0,156.1820068359375,2,0,154.99057006835938,0,387,583
649,390.19170665740967,3.946523666381836,0,0,134,0,0,0,0.0,0,6.333333333333333,0.0,47,,131.6310272216797,,0,0.5038719773292542,8.333333333333334,9,0,0,156.5615692138672,2,0,156.150146484375,0,388,580
650,390.79277300834656,3.920459270477295,0,0,137,0,1,0,0.0,0,6.333333333333333,8.333333333333334,35,,129.97804260253906,,0,0.5037226676940918,8.333333333333334,11,0,0,153.43869018554688,3,0,152.87322998046875,0,392,579
651,391.39610958099365,3.907555341720581,0,0,117,0,1,0,0.0,0,6.333333333333333,8.333333333333334,47,,131.67654418945312,,0,0.5046826601028442,7.666666666666667,10,0,0,157.13150024414062,3,0,156.52984619140625,0,410,588
652,391.9944362640381,3.9011354446411133,0,0,115,0,1,0,0.0,0,6.333333333333333,8.333333333333334,43,,130.64334106445312,,0,0.5040000081062317,8.666666666666666,10,0,0,154.9991912841797,3,0,154.41336059570312,0,414,586
653,392.5970232486725,3.8979337215423584,0,0,130,0,0,0,0.0,0,6.333333333333333,0.0,38,,126.72175598144531,,0,0.5047893524169922,7.333333333333333,9,0,0,149.53573608398438,3,0,149.12234497070312,0,379,559
654,393.1991219520569,4.00168514251709,0,0,121,0,0,0,0.0,0,6.0,0.0,40,,121.48502349853516,,0,0.5040640234947205,8.666666666666666,8,0,0,143.53343200683594,3,0,143.13555908203125,0,379,551
655,393.8027262687683,3.9474871158599854,0,0,131,0,1,0,0.0,0,6.333333333333333,9.666666666666666,52,,135.76861572265625,,0,0.5047253370285034,9.0,12,0,0,162.8883514404297,1,0,162.31781005859375,0,405,602
656,394.4047679901123,4.027637958526611,0,0,125,0,1,0,0.0,0,6.0,15.666666666666666,52,,130.18197631835938,,0,0.5039786696434021,8.333333333333334,12,0,0,156.43592834472656,1,0,155.87705993652344,0,398,589
657,395.0044083595276,3.9600727558135986,0,0,125,0,0,0,0.0,0,6.333333333333333,0.0,46,,134.8011016845703,,0,0.5044053196907043,8.333333333333334,19,0,0,161.0802459716797,1,0,160.59078979492188,0,420,611
658,395.60347270965576,4.034178733825684,0,0,138,0,2,0,0.0,0,6.0,7.0,34,,123.49610900878906,,0,0.5036799907684326,8.0,8,0,0,145.2603302001953,1,0,144.68653869628906,0,379,562
659,396.2055401802063,4.072281837463379,0,0,138,0,1,0,0.0,0,6.0,9.666666666666666,53,,131.5092010498047,,0,0.5046613216400146,8.0,10,0,0,157.59658813476562,0,0,157.0974884033203,0,392,594
660,396.8079068660736,3.9815309047698975,0,0,109,0,0,0,0.0,0,6.333333333333333,0.0,46,,126.44549560546875,,0,0.5040213465690613,8.666666666666666,10,0,0,149.84593200683594,2,0,149.43495178222656,0,410,577
661,397.41176176071167,3.9376556873321533,0,0,124,0,0,0,0.0,0,6.333333333333333,0.0,48,,135.41989135742188,,0,0.5047893524169922,8.0,10,0,0,161.1345977783203,4,0,160.63461303710938,0,422,608
662,398.0138912200928,3.916078567504883,0,0,141,0,0,0,0.0,0,6.333333333333333,0.0,43,,131.1861572265625,,0,0.5040213465690613,8.0,9,0,0,155.23484802246094,1,0,154.87327575683594,0,377,571
663,398.61805033683777,4.011226177215576,0,0,129,0,0,0,0.0,0,6.0,0.0,40,,132.97447204589844,,0,0.504917323589325,7.333333333333333,11,0,0,155.7087860107422,1,0,155.34693908691406,0,431,612
664,399.2202162742615,4.060554027557373,0,0,134,0,0,0,0.0,0,6.0,0.0,51,,128.3850555419922,,0,0.5041066408157349,6.666666666666667,11,0,0,153.4492950439453,0,0,153.0806884765625,0,382,578
665,399.82380056381226,3.975917339324951,0,0,113,0,0,0,0.0,0,6.333333333333333,0.0,55,,129.95718383789062,,0,0.5046826601028442,8.0,6,0,0,155.32119750976562,3,0,154.88365173339844,0,406,583
666,400.4258794784546,4.042384147644043,0,0,130,0,2,0,0.0,0,6.0,10.0,40,,125.98043823242188,,0,0.5040213465690613,8.0,12,0,0,150.1395721435547,2,0,149.45993041992188,0,393,579
667,401.02966237068176,4.076457977294922,0,0,139,0,4,0,0.0,0,6.0,9.0,38,,122.40188598632812,,0,0.5049600005149841,7.0,11,0,0,147.06863403320312,2,0,146.145263671875,0,369,563
668,401.63180565834045,4.093710899353027,0,0,136,0,0,0,0.0,0,6.0,0.0,50,,126.24832916259766,,0,0.5041279792785645,7.333333333333333,10,0,0,151.62574768066406,3,0,151.16937255859375,0,374,573
669,402.2357738018036,4.10239315032959,0,0,124,0,1,0,0.0,0,6.0,9.0,49,,120.53072357177734,,0,0.503765344619751,7.333333333333333,16,0,0,145.9198455810547,0,0,145.37164306640625,0,362,552
670,402.83550548553467,4.106747150421143,0,0,125,0,0,0,0.0,0,6.0,0.0,52,,127.49314880371094,,0,0.5037013292312622,7.333333333333333,9,0,0,152.6230010986328,3,0,152.17324829101562,0,398,587
671,403.43886709213257,3.9979336261749268,0,0,115,0,1,0,0.0,0,6.333333333333333,10.333333333333334,48,,121.82363891601562,,0,0.5048106908798218,7.666666666666667,12,0,0,147.12713623046875,3,0,146.5113067626953,0,372,551
672,404.04607605934143,4.053732395172119,0,0,128,0,0,0,0.0,0,6.0,0.0,49,,130.7491912841797,,0,0.5040213465690613,8.666666666666666,10,0,0,154.9149169921875,0,0,154.56690979003906,0,409,596
673,404.6472399234772,4.082220554351807,0,0,106,0,0,0,0.0,0,6.0,0.0,46,,118.48783111572266,,0,0.5046613216400146,7.666666666666667,12,0,0,140.84506225585938,0,0,140.49266052246094,0,388,552
674,405.2453234195709,4.096614360809326,0,0,114,0,0,0,0.0,0,6.0,0.0,61,,123.60926055908203,,0,0.5037866830825806,10.333333333333334,10,0,0,150.32191467285156,2,0,149.85987854003906,0,374,561
675,405.8466260433197,4.1038498878479,0,0,131,0,0,0,0.0,0,6.0,0.0,51,,123.82015991210938,,0,0.5050026774406433,8.0,9,0,0,148.2109375,1,0,147.83570861816406,0,371,563
676,406.44780826568604,4.107477188110352,1,0,117,0,1,0,0.0,0,6.0,7.0,42,,123.84567260742188,,0,0.5040000081062317,7.666666666666667,9,0,0,147.2198486328125,0,0,145.97410583496094,0,413,583
677,407.0495319366455,4.109292984008789,0,0,136,0,1,0,0.0,0,6.0,9.0,58,,128.7527313232422,,0,0.5039573311805725,8.0,16,0,0,158.0248565673828,3,0,157.33273315429688,0,370,584
678,407.64867210388184,3.9991395473480225,0,0,134,0,2,0,0.0,0,6.333333333333333,10.0,54,,135.8363494873047,,0,0.5041066408157349,10.333333333333334,9,0,0,162.8937225341797,0,0,162.25611877441406,0,407,606
679,408.25240325927734,3.746458053588867,0,0,127,0,1,0,0.0,0,7.0,8.333333333333334,58,,139.74009704589844,,0,0.5047680139541626,7.0,7,0,0,168.7373046875,2,0,168.13612365722656,0,385,580
680,408.85448122024536,3.8191585540771484,0,0,98,0,0,0,0.0,0,6.333333333333333,0.0,46,,118.74958801269531,,0,0.5039359927177429,7.333333333333333,9,0,0,141.99440002441406,2,0,141.58090209960938,0,360,515
681,409.45709776878357,3.8565778732299805,0,0,141,0,1,0,0.0,0,6.333333333333333,9.0,51,,142.58595275878906,,0,0.5047039985656738,7.0,13,0,0,171.56971740722656,3,0,170.90037536621094,0,408,617
682,410.0587840080261,3.97977876663208,0,0,119,0,0,0,0.0,0,6.0,0.0,44,,123.22193908691406,,0,0.5034666657447815,9.0,10,0,0,145.87893676757812,0,0,145.54702758789062,0,379,552
683,410.6709671020508,3.936798572540283,0,0,155,0,0,0,0.0,0,6.333333333333333,0.0,43,,140.0421142578125,,0,0.5039146542549133,8.0,4,0,0,164.0425262451172,2,0,163.70474243164062,0,408,612
684,411.2698595523834,4.022067546844482,0,0,141,0,1,0,0.0,0,6.0,11.0,51,,138.21926879882812,,0,0.5038506388664246,8.0,5,0,0,163.6054229736328,1,0,163.1311798095703,0,421,620
685,411.87161922454834,3.9573781490325928,0,0,118,0,0,0,0.0,0,6.333333333333333,0.0,61,,126.81070709228516,,0,0.5040426850318909,8.333333333333334,15,0,0,155.784423828125,2,0,155.24440002441406,0,358,554
686,412.4734332561493,4.032779693603516,0,0,140,0,0,0,0.0,0,6.0,0.0,44,,137.80557250976562,,0,0.5040213465690613,8.333333333333334,11,0,0,161.80772399902344,0,0,161.4644317626953,0,434,629
687,413.0727949142456,3.9625566005706787,0,0,119,0,2,0,0.0,0,6.333333333333333,10.333333333333334,57,,127.4234848022461,,0,0.5040000081062317,8.666666666666666,9,0,0,154.52186584472656,0,0,153.8684539794922,0,373,560
688,413.6712749004364,4.035467147827148,0,0,138,0,0,0,0.0,0,6.0,0.0,41,,129.8946533203125,,0,0.5034666657447815,7.666666666666667,14,0,0,154.4741668701172,3,0,153.9995880126953,0,396,592
689,414.2713701725006,3.963853359222412,0,0,131,0,1,0,0.0,0,6.333333333333333,9.666666666666666,45,,134.5699920654297,,0,0.5044479966163635,7.666666666666667,13,0,0,160.01890563964844,1,0,159.4678497314453,0,415,606
690,414.87008905410767,3.8273847103118896,0,0,109,0,0,0,0.0,0,6.666666666666667,0.0,49,,130.57821655273438,,0,0.5040426850318909,7.333333333333333,7,0,0,154.62384033203125,1,0,154.25909423828125,0,401,567
691,415.4696373939514,3.860767126083374,0,0,133,0,1,0,0.0,0,6.333333333333333,9.666666666666666,54,,133.8138427734375,,0,0.5041279792785645,10.0,11,0,0,162.13746643066406,2,0,161.51942443847656,0,370,571
692,416.06800293922424,3.982008218765259,0,0,130,0,1,0,0.0,0,6.0,9.0,49,,133.1052703857422,,0,0.5034239888191223,7.666666666666667,4,0,0,157.32029724121094,1,0,156.86363220214844,0,408,593
693,416.6667504310608,3.937889575958252,0,0,122,0,0,0,0.0,0,6.333333333333333,0.0,36,,126.8965072631836,,0,0.50408536195755,7.666666666666667,12,0,0,148.39486694335938,0,0,148.0687255859375,0,403,573
694,417.2651381492615,3.916194200515747,0,0,110,0,0,0,0.0,0,6.333333333333333,0.0,59,,127.98129272460938,,0,0.5034239888191223,8.0,12,0,0,155.67236328125,2,0,155.17324829101562,0,376,559
695,417.8639316558838,3.9054360389709473,0,0,122,0,0,0,0.0,0,6.333333333333333,0.0,61,,130.9739227294922,,0,0.5040426850318909,8.666666666666666,3,0,0,158.0556640625,3,0,157.61941528320312,0,372,561
696,418.4623758792877,3.9000790119171143,0,0,110,0,0,0,0.0,0,6.333333333333333,0.0,41,,126.68180084228516,,0,0.5034880042076111,7.666666666666667,8,0,0,148.1386260986328,0,0,147.8394317626953,0,407,566
697,419.06234788894653,4.002815246582031,0,0,146,0,0,0,0.0,0,6.0,0.0,62,,145.12255859375,,0,0.5043200254440308,8.0,15,0,0,176.19049072265625,3,0,175.61097717285156,0,418,644
698,419.66070675849915,3.9480366706848145,0,0,150,0,3,0,0.0,0,6.333333333333333,9.666666666666666,45,,137.84890747070312,,0,0.5036799907684326,8.333333333333334,14,0,0,166.1405792236328,2,0,165.25515747070312,0,395,609
699,420.2610354423523,3.921205759048462,0,0,134,0,0,0,0.0,0,6.333333333333333,0.0,55,,132.9668731689453,,0,0.5048746466636658,8.0,17,0,0,161.34503173828125,0,0,160.87274169921875,0,371,577
700,420.8632061481476,4.013913631439209,0,0,126,0,0,0,0.0,0,6.0,0.0,49,,131.2707977294922,,0,0.5040000081062317,8.0,13,0,0,157.2105255126953,3,0,156.7146759033203,0,405,596
701,421.4792232513428,3.95342755317688,0,0,118,0,0,0,0.0,0,6.333333333333333,0.0,38,,125.23416137695312,,0,0.5044053196907043,8.0,10,0,0,146.45626831054688,0,0,146.1483917236328,0,401,567
702,422.0895736217499,3.9238624572753906,0,0,132,0,1,0,0.0,0,6.333333333333333,7.666666666666667,38,,131.62158203125,,0,0.5038506388664246,7.333333333333333,12,0,0,156.20704650878906,4,0,155.5808868408203,0,403,590
703,422.7005114555359,3.909245729446411,0,0,115,0,0,0,0.0,0,6.333333333333333,0.0,57,,130.91014099121094,,0,0.5048533082008362,7.666666666666667,14,0,0,158.85577392578125,2,0,158.3400115966797,0,387,575
704,423.3027675151825,3.9019775390625,0,0,126,0,1,0,0.0,0,6.333333333333333,9.0,54,,136.74534606933594,,0,0.5040640234947205,8.333333333333334,11,0,0,164.88922119140625,3,0,164.24163818359375,0,405,600
705,423.906366109848,4.003815650939941,0,0,133,0,0,0,0.0,0,6.0,0.0,35,,128.46669006347656,,0,0.5047039985656738,6.333333333333333,9,0,0,150.52455139160156,4,0,150.0977020263672,0,408,589
706,424.5059669017792,3.9485228061676025,0,0,128,0,1,0,0.0,0,6.333333333333333,8.333333333333334,53,,133.05404663085938,,0,0.503765344619751,7.333333333333333,15,0,0,160.95840454101562,1,0,160.346435546875,0,390,588
707,425.10722517967224,4.028176784515381,0,0,157,0,0,0,0.0,0,6.0,0.0,43,,136.44857788085938,,0,0.5049600005149841,8.666666666666666,8,0,0,160.2377471923828,0,0,159.93182373046875,0,402,610
708,425.70826721191406,4.069221496582031,0,0,129,0,1,0,0.0,0,6.0,9.0,49,,130.10003662109375,,0,0.504149317741394,7.333333333333333,11,0,0,155.63345336914062,2,0,155.06838989257812,0,405,597
709,426.3079662322998,3.9800679683685303,0,0,138,0,0,0,0.0,0,6.333333333333333,0.0,37,,128.5722198486328,,0,0.5043626427650452,7.666666666666667,11,0,0,151.0074005126953,1,0,150.65342712402344,0,391,578
710,426.9063894748688,3.9369399547576904,0,0,152,0,0,0,0.0,0,6.333333333333333,0.0,44,,134.8697967529297,,0,0.5037013292312622,8.666666666666666,9,0,0,159.3836212158203,0,0,159.05426025390625,0,380,585
711,427.5063407421112,4.13450288772583,0,0,126,0,1,0,0.0,0,5.666666666666667,10.333333333333334,51,,128.39849853515625,,0,0.5043413043022156,7.333333333333333,11,0,0,153.27020263671875,0,0,152.77685546875,0,409,598
712,428.1045401096344,4.122774124145508,0,0,140,0,1,0,0.0,0,6.0,10.333333333333334,51,,127.91374206542969,,0,0.5034666657447815,7.333333333333333,11,0,0,153.5019073486328,0,0,153.0038299560547,0,379,582
713,428.704594373703,4.116934299468994,0,0,129,0,0,0,0.0,0,6.0,0.0,41,,128.2682342529297,,0,0.5043413043022156,7.0,14,0,0,151.94601440429688,3,0,151.48321533203125,0,418,605
714,429.3029878139496,4.002754211425781,0,0,131,0,0,0,0.0,0,6.333333333333333,0.0,36,,122.09436798095703,,0,0.5035520195960999,8.0,15,0,0,144.93971252441406,2,0,144.50794982910156,0,369,553
715,429.9030740261078,4.056209087371826,0,0,117,0,0,0,0.0,0,6.0,0.0,45,,128.10720825195312,,0,0.5043200254440308,9.666666666666666,8,0,0,150.52352905273438,1,0,150.18260192871094,0,423,594
716,430.5013310909271,4.083475589752197,0,0,155,0,1,0,0.0,0,6.0,9.0,51,,139.4912872314453,,0,0.5035733580589294,8.333333333333334,8,0,0,166.55166625976562,3,0,165.97491455078125,0,413,631
717,431.10169291496277,3.9868736267089844,1,0,132,0,0,0,0.0,0,6.333333333333333,0.0,52,,133.74888610839844,,0,0.5043200254440308,6.666666666666667,10,0,0,161.525390625,2,0,160.25070190429688,0,400,597
718,431.70002341270447,3.9402666091918945,0,0,136,0,0,0,0.0,0,6.333333333333333,0.0,50,,137.6307373046875,,0,0.5040000081062317,7.666666666666667,12,0,0,163.69088745117188,0,0,163.3024139404297,0,409,607
719,432.3205065727234,3.9173696041107178,0,0,133,0,0,0,0.0,0,6.333333333333333,0.0,46,,127.71134185791016,,0,0.5038293600082397,7.666666666666667,8,0,0,152.7949676513672,4,0,152.32321166992188,0,365,556
720,432.9229836463928,3.9060206413269043,0,0,149,0,0,0,0.0,0,6.333333333333333,0.0,54,,142.38314819335938,,0,0.5038506388664246,8.0,7,0,0,169.89599609375,2,0,169.47203063964844,0,400,612
721,433.52599906921387,3.9003703594207764,0,0,129,0,0,0,0.0,0,6.333333333333333,0.0,58,,140.1712646484375,,0,0.5045333504676819,7.666666666666667,5,0,0,167.22996520996094,2,0,166.8173828125,0,415,609
722,434.12630319595337,3.8975515365600586,0,0,127,0,0,0,0.0,0,6.333333333333333,0.0,43,,128.02894592285156,,0,0.5036799907684326,7.333333333333333,12,0,0,152.14657592773438,1,0,151.7484130859375,0,378,561
723,434.7298400402069,4.001483917236328,1,0,152,0,0,0,0.0,0,6.0,0.0,49,,137.2639617919922,,0,0.5047680139541626,8.0,19,0,0,166.66148376464844,0,0,165.36500549316406,0,390,611
724,435.3318672180176,4.055556774139404,0,0,133,0,0,0,0.0,0,6.0,0.0,42,,128.30615234375,,0,0.5040213465690613,8.333333333333334,16,0,0,152.88026428222656,2,0,152.41725158691406,0,397,590
725,435.9342727661133,3.973520278930664,0,0,135,0,0,0,0.0,0,6.333333333333333,0.0,49,,133.63941955566406,,0,0.5047039985656738,7.666666666666667,8,0,0,158.77073669433594,2,0,158.3662872314453,0,400,594
726,436.5326702594757,4.041144847869873,0,0,142,0,2,0,0.0,0,6.0,9.666666666666666,40,,132.03170776367188,,0,0.5038506388664246,8.666666666666666,13,0,0,157.47604370117188,3,0,156.7457275390625,0,405,605
727,437.1338813304901,4.075827598571777,0,0,143,0,0,0,0.0,0,6.0,0.0,45,,127.09957122802734,,0,0.5049386620521545,7.333333333333333,7,0,0,150.3313446044922,1,0,149.99974060058594,0,378,574
728,437.7348630428314,4.209829330444336,0,0,142,0,0,0,0.0,0,5.666666666666667,0.0,74,,138.0457763671875,,0,0.5039573311805725,7.666666666666667,14,0,0,169.4921875,1,0,168.9740753173828,0,401,632
