time,counter,Bin 7,Bin 15,Bin 5,Bin7 MToF,Bin 4,Bin 0,Bin 6,SFR,Bin 10,Bin3 MToF,Checksum,PM2.5,Bin 8,Sampling Period,Bin 11,Pressure,Bin 14,Bin 1,PM1,Bin5 MToF,Bin 13,Bin 2,Bin 12,Bin 9,Temperature,Bin 3,PM10,Bin1 MToF
14.460844993591309,25,0,0,0,0.0,0,22,16,3.750964641571045,0,0.0,45,20.901609420776367,0,0.5085866451263428,0,,0,5,6.9011430740356445,0.0,0,2,0,0,,0,34.990936279296875,5.0
15.06305718421936,26,0,0,0,0.0,0,25,11,3.8214168548583984,0,0.0,41,15.709349632263184,0,0.5077760219573975,0,,0,5,6.475407600402832,0.0,0,0,0,0,,0,25.22669219970703,5.0
15.664843082427979,27,0,0,2,0.0,0,22,27,3.9788832664489746,0,0.0,64,31.871234893798828,0,0.5066879987716675,0,,0,10,8.719160079956055,10.666666666666666,0,3,0,0,,0,54.64257049560547,4.666666666666667
16.283763885498047,28,0,0,5,0.0,0,29,29,4.137362957000732,0,6.333333333333333,81,35.27797317504883,0,0.5238613486289978,0,,0,11,10.153461456298828,10.333333333333334,0,3,0,0,,4,58.43700408935547,4.666666666666667
16.8842556476593,29,0,0,0,0.0,0,52,36,4.275323867797852,0,5.666666666666667,110,44.437740325927734,0,0.5051733255386353,0,,0,15,15.49434757232666,0.0,0,5,0,1,,1,98.57868957519531,5.0
17.50434398651123,30,0,0,4,0.0,0,56,49,4.398843765258789,0,0.0,132,53.448944091796875,0,0.5248426795005798,0,,0,16,16.293283462524414,12.0,0,7,0,0,,0,89.58613586425781,5.0
18.105521202087402,31,0,0,1,0.0,0,37,49,4.516550540924072,0,0.0,93,42.54967498779297,0,0.5053013563156128,0,,0,6,8.316288948059082,11.666666666666666,0,0,0,0,,0,78.7142562866211,4.0
18.709945678710938,32,0,0,6,0.0,1,52,51,4.651937961578369,0,0.0,127,50.90479278564453,0,0.5093546509742737,0,,0,15,13.565247535705566,11.333333333333334,0,2,0,0,,0,87.77857208251953,4.666666666666667
19.309309720993042,33,1,0,3,8.333333333333334,1,63,56,4.592260837554932,0,5.0,144,57.87821578979492,0,0.5043839812278748,0,,0,14,15.934852600097656,8.0,0,3,0,0,,3,101.76541900634766,5.666666666666667
19.908605575561523,34,2,0,5,7.666666666666667,0,89,52,4.641982555389404,0,0.0,164,59.330020904541016,0,0.5035093426704407,0,,0,11,19.339845657348633,9.666666666666666,0,5,0,0,,0,102.97124481201172,5.0
20.507984161376953,35,1,0,7,8.333333333333334,1,80,57,4.770245552062988,0,7.333333333333333,172,63.324371337890625,0,0.5049600005149841,0,,0,17,19.970813751220703,10.333333333333334,0,7,0,0,,2,106.68733978271484,4.666666666666667
21.108371257781982,36,4,0,6,8.0,1,101,60,4.808475971221924,0,6.666666666666667,198,69.01973724365234,0,0.5049813389778137,0,,0,19,22.643842697143555,9.333333333333334,0,4,0,0,,3,122.19794464111328,5.0
21.708630561828613,37,1,0,4,11.0,1,91,78,4.887054443359375,0,6.333333333333333,200,75.50790405273438,0,0.5047253370285034,0,,0,13,20.603174209594727,9.666666666666666,0,7,0,0,,5,131.83810424804688,4.666666666666667
22.31135654449463,38,2,0,8,9.666666666666666,1,104,85,4.973620891571045,0,4.666666666666667,234,86.08626556396484,0,0.5045546889305115,0,,0,18,24.601974487304688,10.333333333333334,0,10,0,0,,6,149.2451171875,4.666666666666667
22.92716336250305,39,1,0,2,17.666666666666668,2,97,92,5.061520099639893,0,8.333333333333334,231,85.68610382080078,0,0.5087360143661499,0,,0,25,24.455684661865234,12.333333333333334,0,11,0,0,,1,148.5630340576172,4.666666666666667
23.539202451705933,40,3,0,8,8.666666666666666,1,127,97,4.8430585861206055,0,6.0,271,99.68213653564453,0,0.5077546834945679,0,,0,23,29.132312774658203,11.666666666666666,0,8,0,0,,4,175.0003662109375,5.666666666666667
24.147247076034546,41,2,0,5,11.333333333333334,3,113,81,4.958119869232178,0,5.333333333333333,244,86.8059310913086,1,0.5054506659507751,0,,0,23,27.331966400146484,11.333333333333334,0,11,0,0,,5,155.83538818359375,4.666666666666667
24.764121770858765,42,0,0,12,0.0,2,111,88,5.073977947235107,0,5.0,263,88.769775390625,1,0.5219200253486633,0,,0,35,27.497169494628906,9.333333333333334,0,6,0,0,,8,154.23626708984375,4.666666666666667
25.36273765563965,43,2,0,8,9.0,1,136,114,4.925584316253662,0,5.333333333333333,306,113.62025451660156,0,0.5039786696434021,0,,0,27,32.40076446533203,9.0,0,10,0,0,,8,197.10006713867188,5.333333333333333
25.961844444274902,44,3,0,13,8.333333333333334,4,120,86,4.928487300872803,0,6.0,275,98.02759552001953,0,0.5037866830825806,0,,0,36,31.761682510375977,10.0,0,10,0,0,,3,165.8314666748047,5.0
26.56218194961548,45,2,0,7,9.0,3,126,109,5.130987167358398,0,4.666666666666667,287,103.1106185913086,0,0.5051946640014648,0,,0,25,28.88103485107422,11.0,0,10,0,0,,5,179.73863220214844,4.333333333333333
27.162203073501587,46,2,0,9,8.666666666666666,2,107,97,4.939244270324707,0,5.0,267,100.77637481689453,0,0.5049386620521545,0,,0,33,29.894386291503906,9.666666666666666,0,13,0,0,,4,172.5368194580078,5.333333333333333
27.763089418411255,47,2,0,9,10.0,3,135,97,5.054483890533447,0,6.0,302,105.79637908935547,0,0.5051733255386353,0,,0,32,34.86009979248047,8.666666666666666,0,19,0,0,,5,175.94622802734375,4.666666666666667
28.363114833831787,48,4,0,9,9.0,4,156,80,5.134181022644043,0,5.666666666666667,305,96.4695816040039,0,0.5047253370285034,0,,0,33,36.09898376464844,9.0,0,15,0,0,,4,159.70872497558594,4.666666666666667
28.96212148666382,49,1,0,13,7.666666666666667,5,153,102,5.071755886077881,0,6.333333333333333,314,107.1369400024414,0,0.5035733580589294,0,,0,26,34.119258880615234,10.0,0,13,0,0,,1,178.38931274414062,5.0
29.565218210220337,50,4,0,9,8.333333333333334,0,156,108,5.009287357330322,0,5.666666666666667,344,118.55382537841797,0,0.5086079835891724,0,,0,48,40.335296630859375,7.666666666666667,0,14,0,0,,5,201.21734619140625,5.0
30.168105840682983,51,3,0,10,12.333333333333334,2,158,122,4.983151435852051,0,5.0,347,123.77174377441406,0,0.5083306431770325,0,,0,31,36.80972671508789,9.0,0,12,0,0,,9,213.76780700683594,5.0
30.782959699630737,52,0,0,8,0.0,3,170,98,4.833434581756592,0,4.666666666666667,342,111.6373062133789,0,0.5204480290412903,0,,0,40,40.629180908203125,7.0,0,11,0,0,,12,178.1637725830078,5.333333333333333
31.38284921646118,53,2,0,8,13.666666666666666,5,158,103,4.8684163093566895,0,6.333333333333333,325,112.84933471679688,0,0.5049600005149841,0,,0,33,36.92382049560547,9.333333333333334,0,8,0,0,,8,189.7470703125,5.0
31.984331607818604,54,5,0,8,8.333333333333334,0,163,120,4.892558574676514,0,5.666666666666667,348,126.60511016845703,0,0.5034880042076111,0,,0,36,38.955848693847656,10.333333333333334,0,11,0,0,,5,222.8494873046875,5.0
32.58221626281738,55,3,0,11,8.0,2,136,116,5.0515241622924805,0,5.0,333,120.85003662109375,0,0.5035733580589294,0,,0,44,37.036277770996094,9.666666666666666,0,14,0,0,,7,206.60543823242188,4.666666666666667
33.1846079826355,56,4,0,10,10.0,2,172,112,5.005779266357422,0,5.666666666666667,363,124.24488830566406,0,0.507968008518219,0,,0,37,41.68392562866211,9.666666666666666,0,18,0,0,,8,209.9183807373047,5.0
33.785799741744995,57,5,0,7,10.333333333333334,1,155,108,4.85841178894043,0,5.0,325,116.84249877929688,0,0.5052800178527832,0,,0,35,37.09760665893555,8.0,0,10,0,0,,4,205.11705017089844,5.333333333333333
34.38592457771301,58,2,0,5,15.333333333333334,1,173,113,4.890240669250488,0,4.666666666666667,359,125.61656951904297,0,0.5046613216400146,0,,0,45,44.099361419677734,10.0,0,17,0,0,,3,208.54638671875,5.0
34.986024379730225,59,5,0,12,8.333333333333334,1,163,117,4.9068603515625,0,4.666666666666667,357,129.30921936035156,0,0.5055360198020935,0,,0,38,41.276649475097656,8.333333333333334,0,18,0,0,,3,223.33494567871094,5.0
35.58417987823486,60,7,0,15,8.666666666666666,1,163,116,4.918025970458984,0,5.333333333333333,366,131.73768615722656,0,0.5035520195960999,0,,0,44,41.79426574707031,9.666666666666666,0,13,0,0,,7,230.96197509765625,5.0
36.18790006637573,61,4,0,13,13.0,5,164,131,5.063048839569092,0,4.666666666666667,374,133.40257263183594,0,0.5053439736366272,0,,0,42,39.70016860961914,8.666666666666666,0,12,0,1,,2,253.40089416503906,4.666666666666667
36.78628993034363,62,1,0,13,10.333333333333334,5,166,94,5.013614177703857,0,5.666666666666667,338,110.37480163574219,0,0.5035520195960999,0,,0,36,39.35674285888672,10.666666666666666,0,12,0,0,,11,177.2320556640625,5.0
37.38563799858093,63,3,0,13,10.333333333333334,2,191,99,4.984830379486084,0,6.333333333333333,363,117.42003631591797,0,0.504917323589325,0,,0,33,42.58305740356445,11.0,0,14,0,0,,8,192.9815216064453,5.0
37.99419021606445,64,5,0,12,8.333333333333334,2,153,106,4.9660797119140625,0,5.333333333333333,341,121.43000793457031,0,0.5051093101501465,0,,0,34,39.654335021972656,9.333333333333334,0,21,0,0,,8,207.138916015625,5.0
38.59365940093994,65,4,0,11,8.333333333333334,0,181,134,4.9533305168151855,0,6.666666666666667,392,140.33203125,0,0.5047039985656738,0,,0,38,43.17051315307617,8.666666666666666,0,14,0,0,,10,242.30377197265625,5.0
39.19482064247131,66,3,0,11,8.333333333333334,2,178,98,5.070808410644531,0,6.333333333333333,347,112.03873443603516,0,0.5066026449203491,0,,0,35,40.305419921875,8.666666666666666,0,15,0,0,,5,185.17774963378906,4.666666666666667
39.798569202423096,67,5,0,19,8.333333333333334,2,160,152,5.006704807281494,0,6.0,414,154.9306640625,0,0.5085866451263428,0,,0,51,43.884761810302734,10.333333333333334,0,17,0,0,,8,270.4395446777344,5.0
40.413344860076904,68,4,0,14,10.0,2,180,121,5.11132287979126,0,4.333333333333333,380,125.08897399902344,0,0.5193600058555603,0,,0,38,40.2772216796875,9.333333333333334,0,14,0,0,,7,213.2399444580078,4.666666666666667
41.01412796974182,69,6,0,7,8.666666666666666,1,187,112,4.880617618560791,0,5.333333333333333,381,130.8643798828125,0,0.5045973062515259,0,,0,49,46.388885498046875,8.0,0,13,0,0,,6,224.31077575683594,5.333333333333333
41.61370134353638,70,3,0,10,8.666666666666666,3,187,144,4.764939308166504,0,5.0,408,152.56048583984375,0,0.5039359927177429,0,,0,47,46.82174301147461,8.333333333333334,0,11,0,0,,3,262.84735107421875,5.333333333333333
42.218215465545654,71,4,0,12,9.666666666666666,1,192,107,4.818532466888428,0,6.333333333333333,374,128.28277587890625,0,0.5090986490249634,0,,0,29,45.016056060791016,11.666666666666666,0,21,0,0,,8,213.87155151367188,5.0
42.817970275878906,72,5,0,12,10.666666666666666,3,177,118,4.759950160980225,0,6.333333333333333,367,133.87103271484375,0,0.5050879716873169,0,,0,25,41.41983413696289,12.0,0,15,0,0,,12,231.7227325439453,5.333333333333333
43.42103290557861,73,6,0,13,10.0,2,196,125,4.974686145782471,0,5.333333333333333,414,141.9859619140625,0,0.5075200200080872,0,,0,46,47.931419372558594,8.333333333333334,0,18,0,0,,8,242.504150390625,4.666666666666667
44.01983904838562,74,4,0,14,8.333333333333334,3,172,121,4.959097862243652,0,5.666666666666667,365,129.3468475341797,0,0.5035733580589294,0,,0,36,40.22831344604492,8.333333333333334,0,12,0,0,,3,223.03506469726562,5.0
44.624542236328125,75,6,0,14,10.0,6,169,140,5.09399938583374,0,5.0,399,141.53086853027344,0,0.5089920163154602,0,,0,45,41.26066970825195,9.333333333333334,0,12,0,0,,7,249.31292724609375,4.666666666666667
45.22832441329956,76,3,0,7,12.0,3,161,124,5.01812219619751,0,6.333333333333333,370,129.65306091308594,0,0.5085013508796692,0,,0,52,42.15437316894531,10.333333333333334,0,13,0,0,,7,219.99789428710938,5.0
45.82733726501465,77,4,0,9,7.666666666666667,2,175,119,4.981896877288818,0,6.0,375,130.40460205078125,0,0.5036373138427734,0,,0,44,43.265235900878906,9.333333333333334,0,14,0,0,,8,221.78948974609375,5.0
46.43197965621948,78,2,0,10,12.0,3,152,162,5.0896782875061035,0,5.333333333333333,391,148.66278076171875,0,0.508949339389801,0,,0,35,38.66045379638672,8.666666666666666,0,19,0,0,,8,260.0694580078125,4.666666666666667
47.030333518981934,79,4,0,8,10.0,4,199,98,5.162714958190918,0,5.0,369,113.66999816894531,0,0.5034239888191223,0,,0,37,42.76582336425781,9.0,0,13,0,0,,6,188.25457763671875,4.666666666666667
47.63422465324402,80,7,0,15,8.0,4,211,130,5.214720726013184,0,4.666666666666667,434,140.90719604492188,0,0.5092906951904297,0,,0,45,47.462623596191406,8.666666666666666,0,19,0,0,,3,242.34605407714844,4.666666666666667
48.23948287963867,81,5,0,13,8.333333333333334,1,171,151,5.246036529541016,0,6.666666666666667,407,142.38209533691406,0,0.5101866722106934,0,,0,48,40.9017333984375,8.333333333333334,0,13,0,0,,5,250.95941162109375,4.666666666666667
48.84219694137573,82,4,0,12,10.0,1,175,118,5.262750148773193,0,6.333333333333333,375,123.6983642578125,0,0.5052586793899536,0,,0,44,41.35631561279297,9.333333333333334,0,17,0,0,,4,209.5553741455078,4.666666666666667
49.44307589530945,83,4,0,14,8.666666666666666,2,185,128,5.271912097930908,0,6.0,399,132.3715057373047,0,0.505728006362915,0,,0,40,42.759220123291016,9.0,0,19,0,0,,7,224.56468200683594,4.666666666666667
50.0435733795166,84,4,0,8,12.0,2,180,117,5.125070095062256,0,6.0,380,127.70568084716797,1,0.5057066679000854,0,,0,43,43.563690185546875,8.333333333333334,0,19,0,0,,6,223.2238311767578,5.0
50.64155602455139,85,6,0,10,8.333333333333334,8,158,126,5.185181617736816,0,5.666666666666667,363,127.21368408203125,0,0.5035520195960999,0,,0,37,37.43792724609375,7.666666666666667,0,13,0,0,,5,224.85821533203125,4.666666666666667
51.24167799949646,86,2,0,13,16.333333333333332,2,208,130,5.224325180053711,0,6.666666666666667,411,132.41502380371094,0,0.5057066679000854,0,,0,39,44.08246612548828,10.333333333333334,0,13,0,0,,4,221.54518127441406,4.666666666666667
51.841697216033936,87,6,0,9,9.333333333333334,9,186,103,5.253225326538086,0,5.666666666666667,387,121.2707748413086,0,0.5053226947784424,0,,0,54,45.290157318115234,9.0,0,17,0,0,,3,202.6881866455078,4.666666666666667
52.443052768707275,88,4,0,11,12.0,2,176,110,5.139692783355713,0,6.0,343,112.01859283447266,0,0.506218671798706,0,,0,31,35.73660659790039,11.0,0,5,0,0,,4,194.4835205078125,5.0
53.04525446891785,89,4,0,21,9.333333333333334,2,183,143,5.200474739074707,0,5.333333333333333,413,141.79725646972656,0,0.5066239833831787,0,,0,44,41.69239044189453,8.333333333333334,0,10,0,0,,6,245.34727478027344,4.666666666666667
53.645785093307495,90,7,0,8,8.0,4,167,117,5.389509201049805,0,5.0,356,115.22136688232422,0,0.5055786371231079,0,,0,41,36.13353729248047,7.666666666666667,0,8,0,0,,4,205.34439086914062,4.333333333333333
54.24802613258362,91,4,0,8,8.666666666666666,4,186,122,5.174417495727539,0,4.666666666666667,389,127.53022003173828,0,0.5074346661567688,0,,0,49,43.22119903564453,6.333333333333333,0,12,0,0,,4,216.681884765625,5.0
54.86836051940918,92,1,0,19,9.0,4,197,113,4.796523094177246,0,5.333333333333333,396,131.74766540527344,0,0.5208746790885925,0,,0,43,46.47248077392578,7.333333333333333,0,14,0,0,,5,212.658447265625,5.666666666666667
55.466421604156494,93,3,0,15,8.0,1,156,104,4.8503265380859375,0,5.0,347,124.8228530883789,0,0.5038506388664246,0,,0,40,42.58491897583008,9.666666666666666,0,21,0,0,,7,206.29075622558594,5.0
56.066547870635986,94,6,0,13,9.666666666666666,6,210,134,4.887293338775635,0,6.666666666666667,434,150.10093688964844,0,0.5047039985656738,0,,0,49,49.159423828125,8.666666666666666,0,8,0,0,,8,259.197265625,5.0
56.66581606864929,95,1,0,7,8.333333333333334,1,179,120,5.02689266204834,0,5.0,365,125.46981811523438,0,0.5046613216400146,0,,0,35,41.8723030090332,11.333333333333334,0,18,0,0,,4,208.39031982421875,4.666666666666667
57.273666858673096,96,3,0,16,8.0,5,179,126,5.128840446472168,0,6.333333333333333,391,133.430419921875,0,0.5047039985656738,0,,0,41,42.57289123535156,10.333333333333334,0,16,0,0,,5,224.79629516601562,4.666666666666667
57.89865231513977,97,9,0,9,9.333333333333334,2,184,128,5.1885504722595215,0,5.333333333333333,381,124.82744598388672,0,0.5217066407203674,0,,0,38,37.963130950927734,8.0,0,8,0,0,,3,227.31259155273438,4.666666666666667
58.49692630767822,98,5,0,14,9.666666666666666,4,204,107,5.0760087966918945,0,6.333333333333333,403,128.03514099121094,0,0.5035733580589294,0,,0,45,46.51220703125,10.0,0,11,0,0,,13,213.0908203125,5.0
59.09673261642456,99,4,0,8,8.333333333333334,2,192,120,5.019716739654541,0,5.333333333333333,385,130.31195068359375,0,0.5040000081062317,0,,0,38,43.97388458251953,11.333333333333334,0,15,0,0,,6,221.4802703857422,5.0
59.70995211601257,100,5,0,16,8.333333333333334,4,164,116,5.114542484283447,0,5.333333333333333,359,123.69463348388672,0,0.5033813118934631,0,,0,35,38.06983184814453,8.666666666666666,0,12,0,0,,7,214.16993713378906,4.666666666666667
60.30930018424988,101,4,0,16,8.666666666666666,4,192,145,5.022304058074951,0,6.0,441,155.51248168945312,0,0.5046399831771851,0,,0,62,50.20603942871094,9.666666666666666,0,15,0,0,,3,263.98394775390625,5.0
60.90714478492737,102,7,0,15,9.0,1,175,130,4.985283374786377,0,5.333333333333333,396,142.85641479492188,0,0.5035520195960999,0,,0,42,44.270748138427734,9.666666666666666,0,18,0,0,,8,250.13031005859375,5.0
61.50628352165222,103,6,0,13,9.666666666666666,3,186,115,4.963463306427002,0,5.666666666666667,395,135.02532958984375,1,0.5045546889305115,0,,0,43,45.39924240112305,10.0,0,14,0,0,,14,238.48330688476562,5.0
62.11277151107788,104,6,0,9,8.333333333333334,3,158,131,4.949007511138916,0,5.666666666666667,375,135.70803833007812,0,0.5097173452377319,0,,0,55,41.437408447265625,10.0,0,8,0,0,,5,239.83322143554688,5.0
62.710638999938965,105,3,0,14,10.0,3,192,132,5.102986812591553,0,5.333333333333333,422,143.48622131347656,0,0.5033599734306335,0,,0,54,48.262020111083984,10.333333333333334,0,17,0,0,,7,239.2329559326172,4.666666666666667
63.308659076690674,106,4,0,5,11.666666666666666,3,169,113,5.176675796508789,0,6.333333333333333,355,118.89361572265625,0,0.5034666657447815,0,,0,42,40.308494567871094,7.666666666666667,0,16,0,0,,3,202.5674285888672,4.666666666666667
63.92323637008667,107,4,0,11,9.0,0,178,123,5.225131034851074,0,5.0,380,122.47021484375,1,0.5200426578521729,0,,0,49,40.047950744628906,9.666666666666666,0,10,0,0,,4,217.48995971679688,4.666666666666667
64.53151512145996,108,9,0,10,8.0,3,170,122,5.252793312072754,0,6.0,383,127.23455810546875,0,0.5118293166160583,0,,0,51,40.90756607055664,8.666666666666666,0,13,0,0,,5,226.83953857421875,4.666666666666667
65.15094423294067,109,3,0,14,13.333333333333334,1,170,128,5.26487398147583,0,4.333333333333333,367,124.79998779296875,0,0.5044053196907043,0,,0,35,37.79243469238281,9.0,0,14,0,0,,2,214.76834106445312,4.666666666666667
65.74897837638855,110,4,0,15,8.0,3,178,105,5.272804260253906,0,5.666666666666667,366,117.22848510742188,0,0.5035520195960999,0,,0,37,40.681549072265625,8.666666666666666,0,18,0,0,,6,195.38182067871094,4.666666666666667
66.36341881752014,111,3,0,12,8.333333333333334,3,190,118,5.129519462585449,0,5.666666666666667,385,127.18333435058594,0,0.5048959851264954,0,,0,41,43.475032806396484,11.0,0,16,0,0,,2,212.80426025390625,5.0
66.98171257972717,112,1,0,12,8.333333333333334,1,173,141,5.200122833251953,0,4.666666666666667,398,135.76060485839844,0,0.5138773322105408,0,,0,51,42.428096771240234,9.0,0,16,0,0,,3,228.1786346435547,4.666666666666667
67.58180809020996,113,3,0,10,7.666666666666667,7,164,122,5.232442378997803,0,4.666666666666667,357,119.98280334472656,0,0.5050879716873169,0,,0,37,36.55280303955078,10.0,0,9,0,0,,5,206.33409118652344,4.666666666666667
68.18378353118896,114,2,0,7,9.666666666666666,1,160,114,5.093612194061279,0,5.0,348,118.50514221191406,1,0.506496012210846,0,,0,49,39.638240814208984,9.666666666666666,0,11,0,0,,3,207.17529296875,5.0
68.7871208190918,115,3,0,9,10.0,2,182,122,5.183714389801025,0,4.666666666666667,389,126.93677520751953,0,0.5082240104675293,0,,0,55,43.46619415283203,10.0,0,10,0,0,,6,213.33302307128906,4.666666666666667
69.40888261795044,116,5,0,9,9.666666666666666,4,176,157,5.224641799926758,0,6.666666666666667,414,146.24493408203125,0,0.5082453489303589,0,,0,41,40.73662567138672,12.0,0,13,0,0,,9,259.1775207519531,4.666666666666667
70.01041054725647,117,3,0,14,8.666666666666666,1,165,122,4.919589519500732,0,5.333333333333333,380,135.26132202148438,0,0.506986677646637,0,,0,55,44.76564025878906,8.666666666666666,0,14,0,0,,6,227.057861328125,5.333333333333333
70.6122260093689,118,4,0,8,8.0,2,172,124,4.656534671783447,0,5.0,377,141.8796844482422,0,0.5070719718933105,0,,0,46,46.41849136352539,6.666666666666667,0,16,0,0,,5,242.4014434814453,5.666666666666667
71.2282361984253,119,3,0,10,9.0,2,191,96,4.769758701324463,0,5.666666666666667,367,120.07408905029297,0,0.517461359500885,0,,0,44,46.36273956298828,8.333333333333334,0,16,0,0,,5,194.73001098632812,5.0
71.83169198036194,120,3,0,9,12.666666666666666,4,175,128,4.960508346557617,0,6.333333333333333,386,136.45814514160156,0,0.5082880258560181,0,,0,39,43.44316101074219,7.666666666666667,0,18,0,0,,10,230.84657287597656,4.666666666666667
72.43393468856812,121,4,0,20,11.666666666666666,3,184,141,5.09829044342041,0,5.333333333333333,422,147.2122802734375,0,0.5061546564102173,0,,0,47,44.864288330078125,8.666666666666666,0,14,0,0,,9,251.5976104736328,4.666666666666667
