time,counter,Bin 10,Bin 13,Bin5 MToF,Bin 9,Bin 12,Bin 15,Bin 14,Pressure,Bin 8,Bin 7,SFR,PM2.5,PM10,Bin 2,Bin 3,Checksum,Bin7 MToF,Bin 5,Bin 4,Bin 11,Sampling Period,Bin1 MToF,Bin 1,Bin 6,PM1,Temperature,Bin 0,Bin3 MToF
701.8417370319366,1165,0,0,10.333333333333334,0,0,0,0,,0,0,3.6958909034729004,112.2559585571289,130.91281127929688,16,2,386,0.0,4,0,0,0.5060480237007141,6.666666666666667,67,20,83.23807525634766,,277,8.0
702.4409453868866,1166,0,0,9.333333333333334,0,0,0,0,,0,0,3.7927098274230957,121.90657806396484,141.6974639892578,19,6,428,0.0,2,0,0,0.5038933157920837,6.333333333333333,73,22,90.54005432128906,,306,7.333333333333333
703.0410916805267,1167,0,0,18.0,0,0,0,0,,0,0,3.9295217990875244,94.47676086425781,110.36107635498047,14,1,353,0.0,3,4,0,0.5047253370285034,6.0,49,18,69.80935668945312,,264,9.666666666666666
703.6440165042877,1168,0,0,10.666666666666666,0,0,0,0,,0,0,3.9149248600006104,93.48846435546875,106.7945327758789,19,1,355,0.0,4,0,0,0.5085653066635132,6.333333333333333,43,15,70.93267822265625,,273,9.0
704.248642206192,1169,0,0,10.333333333333334,0,0,0,0,,0,0,4.002687454223633,90.36705017089844,100.2834243774414,16,2,358,0.0,5,2,0,0.5089920163154602,6.0,51,11,70.5003890991211,,271,9.0
704.86150598526,1170,0,0,0.0,0,0,0,0,,0,1,3.9479739665985107,105.15325164794922,125.84497833251953,22,5,383,19.0,0,1,0,0.5178026556968689,6.333333333333333,65,21,76.43378448486328,,268,8.0
705.4613509178162,1171,0,0,9.0,0,0,0,0,,1,0,3.9211747646331787,103.45124053955078,130.9755096435547,14,7,379,0.0,1,1,0,0.5047253370285034,6.333333333333333,64,19,76.55773162841797,,272,8.333333333333334
706.0641169548035,1172,0,0,8.0,0,0,0,0,,0,0,3.908606767654419,108.38485717773438,126.12532043457031,30,1,376,0.0,4,2,0,0.5066239833831787,6.333333333333333,54,20,77.71602630615234,,265,7.666666666666667
706.6770946979523,1173,0,0,0.0,0,0,0,0,,0,0,4.002907752990723,90.88045501708984,106.75952911376953,11,3,348,0.0,0,0,0,0.5047680139541626,6.0,55,19,68.37644958496094,,260,8.333333333333334
707.2760965824127,1174,0,0,9.666666666666666,0,0,0,0,,0,0,3.8454980850219727,118.43949127197266,139.3701934814453,23,6,406,0.0,5,2,0,0.5032960176467896,6.666666666666667,65,23,84.194091796875,,282,6.333333333333333
707.8743734359741,1175,0,0,0.0,0,0,0,0,,0,0,3.867478370666504,97.30452728271484,114.7308578491211,11,5,363,0.0,0,2,0,0.5038293600082397,6.333333333333333,49,20,72.37678527832031,,276,8.0
708.4769110679626,1176,0,0,0.0,0,0,0,0,,0,1,3.7862961292266846,97.27665710449219,112.32284545898438,16,5,357,10.333333333333334,0,0,0,0.5045120120048523,6.666666666666667,54,13,75.6388168334961,,268,7.666666666666667
709.0748105049133,1177,0,0,15.666666666666666,0,0,0,0,,0,0,3.8342883586883545,106.24400329589844,124.04994201660156,16,6,389,0.0,1,3,0,0.5034666657447815,6.333333333333333,49,20,78.63567352294922,,294,7.333333333333333
709.6723165512085,1178,0,0,11.666666666666666,0,0,0,0,,0,0,3.8642759323120117,114.61540985107422,134.87281799316406,21,6,404,0.0,1,2,0,0.5031039714813232,6.333333333333333,61,23,83.08443450927734,,290,8.333333333333334
