Counter,Time,Bin1 MToF,PM10,Bin 4,Bin 11,Bin 10,Bin 0,Bin 14,PM1,Sampling Period,Bin 15,Bin5 MToF,Bin 5,Bin 3,Checksum,Bin 8,Bin7 MToF,Bin 13,Pressure,Bin 7,Bin 9,Bin 12,Temperature,Bin 1,Bin 2,Bin 6,PM2.5,Bin3 MToF,SFR
132,79.16600441932678,0.0,0.0,0,0,0,0,0,0.0,0.5044266581535339,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
133,79.76801824569702,0.0,0.0,0,0,0,0,0,0.0,0.5037226676940918,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
134,80.36741590499878,0.0,0.0,0,0,0,0,0,0.0,0.5039359927177429,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
135,80.96596503257751,0.0,0.0,0,0,0,0,0,0.0,0.5034026503562927,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
136,81.56454086303711,0.0,0.0,0,0,0,0,0,0.0,0.5040640234947205,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
137,82.16782331466675,0.0,0.0,0,0,0,0,0,0.0,0.5030186772346497,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
138,82.77035856246948,0.0,0.0,0,0,0,0,0,0.0,0.5038080215454102,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
139,83.3688325881958,0.0,0.0,0,0,0,0,0,0.0,0.5032106637954712,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
140,83.96726751327515,0.0,0.0,0,0,0,0,0,0.0,0.5037226676940918,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
141,84.5657958984375,0.0,0.0,0,0,0,0,0,0.0,0.5032106637954712,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
142,85.16434454917908,0.0,0.0,0,0,0,0,0,0.0,0.5038933157920837,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
143,85.76317811012268,0.0,0.0,0,0,0,0,0,0.0,0.5037226676940918,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
144,86.37411832809448,0.0,0.0,0,0,0,0,0,0.0,0.5041066408157349,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
145,86.9780216217041,0.0,0.0,0,0,0,0,0,0.0,0.5039573311805725,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
146,87.58049750328064,0.0,0.0,0,0,0,0,0,0.0,0.5047680139541626,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
147,88.18234848976135,0.0,0.0,0,0,0,0,0,0.0,0.5038506388664246,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
148,88.78190231323242,0.0,0.0,0,0,0,0,0,0.0,0.5041279792785645,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
149,89.38022661209106,0.0,0.0,0,0,0,0,0,0.0,0.5035520195960999,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
150,89.98020696640015,0.0,0.0,0,0,0,0,0,0.0,0.5042346715927124,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
151,90.5786304473877,0.0,0.0,0,0,0,0,0,0.0,0.5035093426704407,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
152,91.17853164672852,0.0,0.0,0,0,0,0,0,0.0,0.5041066408157349,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
153,91.77687287330627,0.0,0.0,0,0,0,0,0,0.0,0.5034453272819519,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
154,92.37679386138916,0.0,0.0,0,0,0,0,0,0.0,0.5041919946670532,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
155,92.97992777824402,0.0,0.0,0,0,0,0,0,0.0,0.5032106637954712,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
156,93.58446836471558,0.0,0.0,0,0,0,0,0,0.0,0.5034880042076111,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
157,94.19173836708069,0.0,0.0,0,0,0,0,0,0.0,0.5033813118934631,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
158,94.79489612579346,0.0,0.0,0,0,0,0,0,0.0,0.5047253370285034,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
159,95.39706993103027,0.0,0.0,0,0,0,0,0,0.0,0.5038293600082397,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
160,95.99979496002197,0.0,0.0,0,0,0,0,0,0.0,0.5048106908798218,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
161,96.60173225402832,0.0,0.0,0,0,0,0,0,0.0,0.5038719773292542,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
162,97.20233225822449,0.0,0.0,0,0,0,0,0,0.0,0.5038080215454102,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
163,97.80122804641724,0.0,0.0,0,0,0,0,0,0.0,0.5035520195960999,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
164,98.40362572669983,0.0,0.0,0,0,0,0,0,0.0,0.504256010055542,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
165,99.00180888175964,0.0,0.0,0,0,0,0,0,0.0,0.5033173561096191,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
166,99.60024356842041,0.0,0.0,0,0,0,0,0,0.0,0.5038506388664246,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
167,100.19884085655212,0.0,0.2005462497472763,0,0,0,1,0,0.19497686624526978,0.5033813118934631,0,0.0,0,0,1,0,0.0,0,,0,0,0,,0,0,0,0.20054270327091217,0.0,3.700000047683716
168,100.79749393463135,0.0,0.0,0,0,0,0,0,0.0,0.504256010055542,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
169,101.39583110809326,0.0,0.0,0,0,0,0,0,0.0,0.5034239888191223,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
170,101.99452447891235,0.0,0.0,0,0,0,0,0,0.0,0.5042346715927124,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
171,102.5927848815918,0.0,0.0,0,0,0,0,0,0.0,0.5033813118934631,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
172,103.19147825241089,0.0,0.0,0,0,0,0,0,0.0,0.5040640234947205,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
173,103.78986883163452,0.0,0.6735864281654358,0,0,0,0,0,0.04584721103310585,0.5034880042076111,0,9.0,1,0,1,0,0.0,0,,0,0,0,,0,0,0,0.5248560309410095,0.0,3.700000047683716
174,104.39994859695435,0.0,0.0,0,0,0,0,0,0.0,0.5042346715927124,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
175,104.99818968772888,0.0,0.20052073895931244,0,0,0,1,0,0.1949520707130432,0.5034453272819519,0,0.0,0,0,1,0,0.0,0,,0,0,0,,0,0,0,0.2005172073841095,0.0,3.700000047683716
176,105.60997605323792,0.0,0.0,0,0,0,0,0,0.0,0.5048106908798218,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
177,106.2138352394104,0.0,0.0,0,0,0,0,0,0.0,0.5031466484069824,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
178,106.81575179100037,0.0,0.0,0,0,0,0,0,0.0,0.5047893524169922,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
179,107.41687965393066,0.0,0.0,0,0,0,0,0,0.0,0.5038719773292542,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
180,108.0198769569397,0.0,0.0,0,0,0,0,0,0.0,0.5038719773292542,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
181,108.62868523597717,0.0,0.0,0,0,0,0,0,0.0,0.5040426850318909,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
182,109.23813533782959,0.0,0.0,0,0,0,0,0,0.0,0.5039146542549133,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
183,109.84663343429565,0.0,0.0,0,0,0,0,0,0.0,0.5034666657447815,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
184,110.4567220211029,0.0,0.0,0,0,0,0,0,0.0,0.5042773485183716,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
185,111.05499649047852,0.0,0.0,0,0,0,0,0,0.0,0.5035093426704407,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
186,111.65486884117126,0.0,0.0,0,0,0,0,0,0.0,0.504149317741394,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
187,112.2532091140747,0.0,0.0,0,0,0,0,0,0.0,0.5035520195960999,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
188,112.85315012931824,0.0,0.0,0,0,0,0,0,0.0,0.5042133331298828,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
189,113.4514627456665,0.0,0.0,0,0,0,0,0,0.0,0.5035520195960999,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
190,114.05334424972534,0.0,0.0,0,0,0,0,0,0.0,0.5035306811332703,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
191,114.65671110153198,0.0,0.0,0,0,0,0,0,0.0,0.5031466484069824,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
192,115.25712871551514,0.0,0.0,0,0,0,0,0,0.0,0.5041919946670532,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
193,115.85540223121643,0.0,0.0,0,0,0,0,0,0.0,0.5038080215454102,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
194,116.45952701568604,0.0,0.0,0,0,0,0,0,0.0,0.5046186447143555,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
195,117.06212544441223,0.0,0.0,0,0,0,0,0,0.0,0.5042773485183716,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
196,117.66534638404846,0.0,0.0,0,0,0,0,0,0.0,0.5045760273933411,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
197,118.26347303390503,0.0,0.0,0,0,0,0,0,0.0,0.5037226676940918,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
198,118.86627769470215,0.0,0.0,0,0,0,0,0,0.0,0.5035306811332703,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
199,119.47101211547852,0.0,0.0,0,0,0,0,0,0.0,0.5031253099441528,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
200,120.07293772697449,0.0,0.0,0,0,0,0,0,0.0,0.5047680139541626,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
201,120.67681097984314,0.0,0.0,0,0,0,0,0,0.0,0.5031466484069824,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
202,121.28747391700745,0.0,0.0,0,0,0,0,0,0.0,0.504917323589325,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
203,121.88860487937927,0.0,0.0,0,0,0,0,0,0.0,0.5039359927177429,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
204,122.49130630493164,0.0,0.0,0,0,0,0,0,0.0,0.5048106908798218,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
205,123.10010409355164,0.0,0.0,0,0,0,0,0,0.0,0.5032320022583008,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
206,123.70504903793335,0.0,0.0,0,0,0,0,0,0.0,0.5039573311805725,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
207,124.3034508228302,0.0,0.0,0,0,0,0,0,0.0,0.5033386945724487,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
208,124.90205407142639,0.0,0.0,0,0,0,0,0,0.0,0.5039573311805725,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
209,125.50046253204346,0.0,0.0,0,0,0,0,0,0.0,0.5034026503562927,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
210,126.09894800186157,0.0,0.0,0,0,0,0,0,0.0,0.5038933157920837,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
211,126.69766688346863,0.0,0.0,0,0,0,0,0,0.0,0.5034453272819519,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
212,127.2962818145752,0.0,0.0,0,0,0,0,0,0.0,0.5042133331298828,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
213,127.89469909667969,0.0,0.0,0,0,0,0,0,0.0,0.5035306811332703,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
214,128.49463486671448,0.0,0.0,0,0,0,0,0,0.0,0.5042133331298828,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
215,129.0928671360016,0.0,0.0,0,0,0,0,0,0.0,0.5034026503562927,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
216,129.69184064865112,0.0,0.0,0,0,0,0,0,0.0,0.5046186447143555,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
217,130.29361486434937,0.0,0.0,0,0,0,0,0,0.0,0.50327467918396,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
218,130.89280462265015,0.0,0.0,0,0,0,0,0,0.0,0.5045120120048523,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
219,131.4948832988739,0.0,0.0,0,0,0,0,0,0.0,0.5039146542549133,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
220,132.10049486160278,0.0,0.0,0,0,0,0,0,0.0,0.5038719773292542,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
221,132.7023732662201,0.0,0.0,0,0,0,0,0,0.0,0.5035946369171143,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
222,133.3093388080597,0.0,0.0,0,0,0,0,0,0.0,0.5045760273933411,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
223,133.91674876213074,0.0,0.0,0,0,0,0,0,0.0,0.503167986869812,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
224,134.52614498138428,0.0,0.0,0,0,0,0,0,0.0,0.5047893524169922,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
225,135.1379828453064,0.0,0.0,0,0,0,0,0,0.0,0.5034026503562927,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
226,135.73660445213318,0.0,0.4185780882835388,1,0,0,0,0,0.07247620820999146,0.5040426850318909,0,0.0,0,0,1,0,0.0,0,,0,0,0,,0,0,0,0.37934020161628723,0.0,3.700000047683716
227,136.33503127098083,0.0,0.0,0,0,0,0,0,0.0,0.5034880042076111,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
228,136.93484163284302,0.0,0.0,0,0,0,0,0,0.0,0.50408536195755,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
229,137.5432345867157,0.0,0.0,0,0,0,0,0,0.0,0.5035306811332703,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
230,138.14320969581604,0.0,0.0,0,0,0,0,0,0.0,0.5042133331298828,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
231,138.75141143798828,0.0,0.0,0,0,0,0,0,0.0,0.5033599734306335,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
232,139.36021161079407,0.0,0.0,0,0,0,0,0,0.0,0.5041919946670532,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
233,139.95867538452148,0.0,0.0,0,0,0,0,0,0.0,0.5035520195960999,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
234,140.55848932266235,0.0,0.0,0,0,0,0,0,0.0,0.5040640234947205,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
235,141.15687251091003,0.0,0.0,0,0,0,0,0,0.0,0.5033813118934631,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
236,141.755352973938,0.0,0.0,0,0,0,0,0,0.0,0.5039359927177429,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
237,142.35385060310364,0.0,0.0,0,0,0,0,0,0.0,0.5035093426704407,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
238,142.95408964157104,0.0,0.0,0,0,0,0,0,0.0,0.5044906735420227,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
239,143.560364484787,0.0,0.0,0,0,0,0,0,0.0,0.5031893253326416,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
240,144.16978120803833,0.0,0.0,0,0,0,0,0,0.0,0.5047680139541626,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
241,144.77802562713623,0.0,0.0,0,0,0,0,0,0.0,0.5037013292312622,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
242,145.38224720954895,0.0,0.0,0,0,0,0,0,0.0,0.5038080215454102,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
243,145.98139214515686,0.0,0.0,0,0,0,0,0,0.0,0.503765344619751,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
244,146.58318376541138,0.0,0.0,0,0,0,0,0,0.0,0.5038080215454102,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
245,147.19045448303223,0.0,0.0,0,0,0,0,0,0.0,0.50327467918396,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
246,147.79772448539734,0.0,0.0,0,0,0,0,0,0.0,0.5038719773292542,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
247,148.39781737327576,0.0,0.0,0,0,0,0,0,0.0,0.5035733580589294,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
248,148.996648311615,0.0,0.0,0,0,0,0,0,0.0,0.5047893524169922,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
249,149.59769248962402,0.0,0.0,0,0,0,0,0,0.0,0.5039786696434021,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
250,150.20129108428955,0.0,0.0,0,0,0,0,0,0.0,0.5048320293426514,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
251,150.80305194854736,0.0,0.0,0,0,0,0,0,0.0,0.5032960176467896,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
252,151.40219402313232,0.0,0.0,0,0,0,0,0,0.0,0.5044479966163635,0,0.0,0,0,0,0,0.0,0,,0,0,0,,0,0,0,0.0,0.0,3.700000047683716
