Counter,Time,Bin 15,Bin 10,Bin 6,Bin 7,Bin 13,Bin 3,Checksum,Bin 0,Bin5 MToF,PM10,Bin 1,Bin 12,Bin 11,PM2.5,Bin 2,Pressure,Bin3 MToF,Temperature,Bin1 MToF,Bin 8,Bin 14,Sampling Period,SFR,Bin 4,Bin 9,Bin 5,PM1,Bin7 MToF
843,506.71948742866516,0,0,4,0,0,173,2836,882,6.666666666666667,958.1033935546875,1106,0,0,949.3637084960938,653,,7.333333333333333,,5.666666666666667,0,0,0.5035520195960999,4.418491363525391,12,0,6,692.7753295898438,0.0
844,507.3182952404022,0,0,8,0,0,193,2894,860,6.666666666666667,1004.4088745117188,1099,0,0,991.67529296875,704,,7.666666666666667,,5.666666666666667,0,0,0.5042773485183716,4.385471820831299,23,0,7,711.7471313476562,0.0
845,507.91658425331116,0,0,4,1,0,167,2758,827,6.0,960.7998046875,1063,0,0,949.172119140625,677,,7.666666666666667,,5.666666666666667,0,0,0.5036159753799438,4.36914587020874,16,0,3,687.0739135742188,3.0
846,508.5153560638428,0,0,4,0,0,128,2688,953,17.333333333333332,886.7837524414062,1019,0,0,879.4362182617188,572,,7.333333333333333,,5.666666666666667,0,0,0.5045546889305115,4.361028671264648,11,0,1,654.867431640625,0.0
847,509.1192491054535,0,0,5,0,0,129,2572,903,0.0,857.4758911132812,961,0,0,849.5969848632812,566,,8.666666666666666,,5.666666666666667,0,0,0.5039786696434021,4.35698127746582,8,0,0,629.4407958984375,0.0
848,509.71851229667664,0,0,3,0,0,131,2571,901,8.0,849.1205444335938,983,0,0,842.33837890625,538,,7.666666666666667,,5.666666666666667,0,0,0.5040426850318909,4.354959964752197,12,0,3,626.428955078125,0.0
849,510.31726002693176,0,0,4,0,0,140,2692,894,11.0,885.99462890625,1023,0,0,878.4111938476562,618,,7.333333333333333,,5.333333333333333,0,0,0.5035093426704407,4.485919952392578,11,0,2,646.2471923828125,0.0
850,510.9174189567566,0,0,5,1,0,140,2718,888,7.333333333333333,898.3225708007812,1097,0,0,886.0499877929688,558,,8.0,,5.666666666666667,0,0,0.5045546889305115,4.418430328369141,21,0,8,654.8408203125,9.666666666666666
851,511.522207736969,0,0,9,1,0,167,2759,867,9.666666666666666,918.6339111328125,1049,0,0,903.334716796875,636,,7.333333333333333,,5.333333333333333,0,0,0.5038719773292542,4.519355773925781,25,0,5,653.5521240234375,9.0
852,512.1244118213654,0,0,8,1,0,144,2722,879,0.0,914.0358276367188,1059,0,0,900.480712890625,616,,7.666666666666667,,5.666666666666667,0,0,0.5043200254440308,4.434587478637695,15,0,0,660.1820678710938,3.0
853,512.7275545597076,0,0,7,0,0,134,2603,907,9.666666666666666,837.4000854492188,975,0,0,827.973388671875,565,,7.333333333333333,,5.333333333333333,0,0,0.5035733580589294,4.527792930603027,14,0,1,611.2284545898438,0.0
854,513.3413388729095,0,0,7,0,0,144,2675,967,9.0,868.9210815429688,969,0,0,858.7300415039062,570,,8.0,,5.666666666666667,0,0,0.5043413043022156,4.438645839691162,13,0,5,633.4595336914062,0.0
855,513.9397089481354,0,0,6,1,0,126,2531,903,3.6666666666666665,836.084716796875,936,0,0,824.2506713867188,542,,7.666666666666667,,5.666666666666667,0,0,0.5035946369171143,4.395376205444336,16,0,1,609.4603271484375,10.333333333333334
856,514.5524170398712,0,0,3,0,0,130,2621,893,7.666666666666667,879.4813842773438,980,0,0,872.8975219726562,607,,7.666666666666667,,5.666666666666667,0,0,0.5044266581535339,4.374055862426758,7,0,1,644.2084350585938,0.0
857,515.1511662006378,0,0,4,0,0,147,2805,892,6.666666666666667,951.8392333984375,1096,0,0,942.9940185546875,631,,8.333333333333334,,5.666666666666667,0,0,0.50408536195755,4.363473415374756,31,0,4,690.3572387695312,0.0
858,515.7535302639008,0,0,3,0,0,136,2745,908,3.3333333333333335,929.7754516601562,1042,0,0,922.60693359375,640,,7.666666666666667,,5.666666666666667,0,0,0.5046399831771851,4.358200550079346,14,0,2,678.6561889648438,0.0
859,516.3557143211365,0,0,3,0,0,122,2612,875,6.666666666666667,879.1890869140625,1011,0,0,872.408935546875,586,,7.333333333333333,,5.666666666666667,0,0,0.5038933157920837,4.355569362640381,13,0,2,645.7116088867188,0.0
860,516.9550602436066,0,0,7,0,0,168,2784,896,9.0,951.2669677734375,1051,0,0,939.6388549804688,634,,8.0,,5.666666666666667,0,0,0.5040426850318909,4.354254722595215,19,0,9,682.6339111328125,0.0
861,517.5537204742432,0,0,5,0,0,162,2746,871,13.0,938.9115600585938,1059,0,0,929.9871215820312,632,,7.666666666666667,,5.666666666666667,0,0,0.5035946369171143,4.353598117828369,16,0,1,679.600341796875,0.0
862,518.1536066532135,0,0,3,0,0,155,2813,911,6.333333333333333,959.3412475585938,1059,0,0,951.2581787109375,659,,7.333333333333333,,5.666666666666667,0,0,0.5041919946670532,4.353270053863525,21,0,5,694.4440307617188,0.0
863,518.7523307800293,0,0,4,0,0,181,2841,901,8.333333333333334,966.2195434570312,1095,0,0,956.8553466796875,633,,7.333333333333333,,5.666666666666667,0,0,0.5037226676940918,4.353105545043945,19,0,8,697.4571533203125,0.0
864,519.3522720336914,0,0,5,0,0,122,2615,875,6.0,853.3431396484375,1016,0,0,844.9481201171875,573,,7.0,,5.333333333333333,0,0,0.5044266581535339,4.484936237335205,21,0,3,623.9949951171875,0.0
865,519.9504866600037,0,0,7,0,0,152,2778,860,9.333333333333334,942.5885009765625,1100,0,0,931.8955078125,639,,7.666666666666667,,5.666666666666667,0,0,0.5035733580589294,4.417952537536621,15,0,5,680.7874755859375,0.0
866,520.5492630004883,0,0,5,0,0,98,2296,904,8.0,738.0545654296875,802,0,0,729.9336547851562,470,,7.333333333333333,,5.666666666666667,0,0,0.5042986869812012,4.38520622253418,9,0,8,544.9176025390625,0.0
867,521.1476171016693,0,0,1,0,0,88,2251,889,7.666666666666667,694.9769897460938,827,0,0,691.3035278320312,443,,7.333333333333333,,5.333333333333333,0,0,0.5035946369171143,4.5019121170043945,2,0,1,525.1743774414062,0.0
868,521.7476766109467,0,0,7,0,0,144,2586,926,11.666666666666666,844.8167724609375,938,0,0,834.6956787109375,554,,8.0,,5.666666666666667,0,0,0.5043200254440308,4.426173686981201,12,0,5,614.5267944335938,0.0
869,522.3540170192719,0,0,5,0,0,184,2771,876,7.0,926.3013916015625,1099,0,0,916.7958984375,583,,7.666666666666667,,5.666666666666667,0,0,0.50408536195755,4.389251708984375,19,0,5,671.3695068359375,0.0
870,522.9561166763306,0,0,6,0,0,129,2533,914,6.666666666666667,815.7398071289062,1007,0,0,806.8565673828125,463,,7.333333333333333,,5.666666666666667,0,0,0.5043200254440308,4.371020793914795,9,0,5,606.677001953125,0.0
871,523.5543336868286,0,0,5,0,0,102,2283,949,12.0,698.5592651367188,785,0,0,691.3175659179688,429,,7.333333333333333,,5.333333333333333,0,0,0.5035946369171143,4.494425296783447,10,0,3,521.5842895507812,0.0
872,524.1531822681427,0,0,2,0,0,111,2440,966,8.333333333333334,737.2542724609375,899,0,0,732.357177734375,454,,7.666666666666667,,5.333333333333333,0,0,0.5043626427650452,4.558778285980225,6,0,2,555.6321411132812,0.0
873,524.7513916492462,0,0,7,0,0,179,2801,899,8.0,932.3474731445312,1071,0,0,921.2353515625,622,,7.333333333333333,,5.666666666666667,0,0,0.5035946369171143,4.453482627868652,16,0,7,670.8748168945312,0.0
874,525.3504934310913,0,0,2,0,0,154,2757,938,3.6666666666666665,914.5089111328125,1022,0,0,907.726806640625,621,,8.0,,5.666666666666667,0,0,0.5043413043022156,4.4026384353637695,16,0,4,667.1550903320312,0.0
875,525.9488649368286,0,0,1,0,0,137,2579,891,6.0,843.9861450195312,1003,0,0,838.6276245117188,526,,7.0,,5.666666666666667,0,0,0.503765344619751,4.377648830413818,19,0,2,624.3766479492188,0.0
876,526.549268245697,0,0,3,0,0,124,2559,955,9.0,835.2927856445312,916,0,0,828.5943603515625,546,,8.0,,5.666666666666667,0,0,0.504746675491333,4.365260124206543,12,0,3,616.1550903320312,0.0
877,527.1485249996185,0,0,4,0,0,127,2412,888,12.333333333333334,762.1336059570312,897,0,0,755.0209350585938,482,,7.333333333333333,,5.333333333333333,0,0,0.5037013292312622,4.491378307342529,10,0,4,563.0057983398438,0.0
878,527.7485463619232,0,0,7,0,0,124,2651,912,7.333333333333333,875.311279296875,1015,0,0,865.6910400390625,580,,7.666666666666667,,5.666666666666667,0,0,0.5042986869812012,4.421076774597168,11,0,2,640.8889770507812,0.0
879,528.3469715118408,0,0,5,1,0,146,2659,927,3.0,883.7391357421875,989,0,0,872.3748779296875,577,,7.666666666666667,,5.666666666666667,0,0,0.5035306811332703,4.386744499206543,13,0,1,643.4395141601562,6.333333333333333
880,528.9469516277313,0,0,2,0,0,174,2845,962,5.0,925.09619140625,1044,0,0,918.1876831054688,647,,7.666666666666667,,5.333333333333333,0,0,0.5043200254440308,4.502722263336182,11,0,5,672.6520385742188,0.0
881,529.5452234745026,0,0,5,0,0,137,2746,861,11.333333333333334,929.5453491210938,1081,0,0,921.0142211914062,649,,7.666666666666667,,5.666666666666667,0,0,0.5036373138427734,4.426565170288086,11,0,2,675.6841430664062,0.0
882,530.1452927589417,0,0,5,0,0,163,2780,842,9.666666666666666,950.4542846679688,1102,0,0,941.1611938476562,648,,7.666666666666667,,5.666666666666667,0,0,0.5043626427650452,4.389444351196289,16,0,4,685.9739990234375,0.0
883,530.7436783313751,0,0,6,0,0,128,2549,910,8.333333333333334,812.5206909179688,971,0,0,803.9598999023438,523,,7.666666666666667,,5.333333333333333,0,0,0.5037866830825806,4.504144191741943,8,0,3,598.656982421875,0.0
884,531.343976020813,0,0,6,1,0,167,2810,904,3.6666666666666665,947.7166137695312,1060,0,0,935.1836547851562,658,,8.0,,5.666666666666667,0,0,0.5047680139541626,4.427252292633057,13,0,1,681.5380859375,9.666666666666666
885,531.9459991455078,0,0,3,0,0,170,2815,927,8.0,939.8987426757812,1076,0,0,932.0001220703125,620,,7.666666666666667,,5.666666666666667,0,0,0.5040000081062317,4.389781951904297,13,0,6,684.1318969726562,0.0
886,532.5492558479309,0,0,2,0,0,129,2590,954,8.333333333333334,838.5791015625,961,0,0,832.6235961914062,525,,7.333333333333333,,5.666666666666667,0,0,0.5043626427650452,4.371284484863281,17,0,2,621.8285522460938,0.0
887,533.1477839946747,0,0,6,0,0,115,2556,993,0.0,826.6806640625,911,0,0,818.2523803710938,519,,7.333333333333333,,5.666666666666667,0,0,0.5035520195960999,4.362093925476074,12,0,0,612.6166381835938,0.0
888,533.7478487491608,0,0,6,0,0,134,2542,865,6.0,815.760498046875,1014,0,0,807.1829223632812,510,,8.333333333333334,,5.333333333333333,0,0,0.5042773485183716,4.489701271057129,11,0,2,600.9605712890625,0.0
889,534.3461167812347,0,0,2,0,0,134,2695,856,8.0,910.0188598632812,1046,0,0,903.3741455078125,639,,7.333333333333333,,5.666666666666667,0,0,0.5035093426704407,4.420263767242432,13,0,5,662.7454833984375,0.0
890,534.9459300041199,0,0,6,1,0,145,2676,908,9.666666666666666,902.8920288085938,981,0,0,890.3848876953125,616,,6.666666666666667,,5.666666666666667,0,0,0.5040640234947205,4.3863444328308105,17,0,2,650.982421875,11.0
891,535.5442554950714,0,0,0,0,0,146,2538,909,8.0,828.0379638671875,942,0,0,823.5399780273438,526,,7.666666666666667,,5.666666666666667,0,0,0.5035306811332703,4.369578838348389,13,0,2,612.207763671875,0.0
892,536.143073797226,0,0,3,0,0,157,2620,909,15.0,842.0054931640625,972,0,0,834.7996215820312,558,,7.333333333333333,,5.333333333333333,0,0,0.5043413043022156,4.493663311004639,17,0,4,614.7135620117188,0.0
893,536.7428064346313,0,0,2,1,0,154,2692,858,3.6666666666666665,876.9769897460938,1047,0,0,867.9435424804688,614,,7.333333333333333,,5.333333333333333,0,0,0.5037440061569214,4.558385372161865,15,0,1,636.7405395507812,10.333333333333334
894,537.3444981575012,0,0,7,1,0,150,2587,948,5.0,802.806884765625,959,0,0,790.6212768554688,510,,7.333333333333333,,5.333333333333333,0,0,0.5047253370285034,4.591451168060303,9,0,3,586.9988403320312,9.0
895,537.9448080062866,0,0,0,0,0,115,2623,991,6.666666666666667,824.0305786132812,979,0,0,819.883056640625,523,,7.666666666666667,,5.666666666666667,0,0,0.5034666657447815,4.469016075134277,12,0,3,617.8079223632812,0.0
896,538.5446381568909,0,0,2,0,0,103,2360,956,5.666666666666667,735.0474243164062,839,0,0,729.7977905273438,442,,7.333333333333333,,5.666666666666667,0,0,0.5041279792785645,4.410214900970459,16,0,2,551.9619140625,0.0
897,539.1431150436401,0,0,0,0,0,114,2232,816,0.0,709.3900756835938,794,0,0,705.7083740234375,493,,7.666666666666667,,5.333333333333333,0,0,0.5035306811332703,4.515054225921631,15,0,0,523.0975952148438,0.0
898,539.7416205406189,0,0,2,0,0,79,2121,871,7.333333333333333,633.0912475585938,778,0,0,628.6461791992188,383,,7.333333333333333,,5.333333333333333,0,0,0.5040000081062317,4.569365978240967,4,0,4,480.6304016113281,0.0
899,540.3400807380676,0,0,3,0,0,99,2196,817,10.333333333333334,677.4678955078125,821,0,0,671.8395385742188,444,,7.333333333333333,,5.333333333333333,0,0,0.5034666657447815,4.597014427185059,9,0,3,503.495361328125,0.0
900,540.938796043396,0,0,4,0,0,98,2350,887,8.0,739.15234375,885,0,0,732.2925415039062,458,,7.666666666666667,,5.666666666666667,0,0,0.5042346715927124,4.471649646759033,14,0,4,550.6083374023438,0.0
901,541.5371470451355,0,0,3,0,0,105,2458,972,6.666666666666667,742.7332153320312,927,0,0,736.9522094726562,438,,7.333333333333333,,5.333333333333333,0,0,0.5035520195960999,4.547032356262207,10,0,3,560.8765869140625,0.0
902,542.1361026763916,0,0,1,0,0,140,2509,869,9.333333333333334,787.6163330078125,942,0,0,782.3082885742188,534,,7.333333333333333,,5.333333333333333,0,0,0.5047253370285034,4.5856852531433105,20,0,3,578.1644287109375,0.0
903,542.7398118972778,0,0,6,0,0,112,2584,869,8.666666666666666,847.9281616210938,1013,0,0,839.2257080078125,568,,7.666666666666667,,5.666666666666667,0,0,0.5041066408157349,4.466283321380615,14,0,2,622.0416870117188,0.0
904,543.3407921791077,0,0,8,0,0,115,2573,879,10.0,848.2537231445312,1012,0,0,837.822998046875,540,,7.666666666666667,,5.666666666666667,0,0,0.5047039985656738,4.408883571624756,16,0,3,621.7456665039062,0.0
905,543.9415473937988,0,0,5,0,0,167,2720,880,4.666666666666667,922.5451049804688,1018,0,0,913.38671875,631,,7.666666666666667,,5.666666666666667,0,0,0.5039573311805725,4.380733966827393,16,0,3,665.1569213867188,0.0
906,544.54270195961,0,0,4,0,0,137,2675,884,6.0,872.4251708984375,1036,0,0,864.59716796875,597,,7.666666666666667,,5.333333333333333,0,0,0.5049813389778137,4.49955415725708,12,0,5,637.2304077148438,0.0
907,545.1438047885895,0,0,2,0,0,116,2430,880,13.0,785.4351806640625,900,0,0,779.7472534179688,513,,7.333333333333333,,5.666666666666667,0,0,0.5040640234947205,4.425034046173096,17,0,2,580.2276000976562,0.0
908,545.7462930679321,0,0,4,0,0,135,2619,889,8.333333333333334,867.5721435546875,1011,0,0,859.8784790039062,566,,7.0,,5.666666666666667,0,0,0.5047253370285034,4.3886919021606445,10,0,4,636.5416259765625,0.0
909,546.3446531295776,0,0,2,0,0,122,2550,950,9.0,828.3380737304688,928,0,0,822.0462036132812,528,,8.0,,5.666666666666667,0,0,0.5040213465690613,4.370743274688721,14,0,6,612.6488037109375,0.0
910,546.9470062255859,0,0,2,0,0,109,2426,984,8.666666666666666,766.540283203125,846,0,0,761.0103149414062,468,,7.0,,5.666666666666667,0,0,0.5046399831771851,4.361824035644531,14,0,3,573.5917358398438,0.0
911,547.5455849170685,0,0,8,0,0,137,2670,927,9.0,899.1544799804688,983,0,0,888.1541137695312,600,,8.0,,5.666666666666667,0,0,0.5039786696434021,4.357378005981445,11,0,4,652.5005493164062,0.0
912,548.1478860378265,0,0,4,0,0,121,2480,911,9.333333333333334,782.8584594726562,938,0,0,776.0660400390625,496,,7.333333333333333,,5.333333333333333,0,0,0.5045546889305115,4.487202167510986,8,0,2,581.3312377929688,0.0
913,548.7464184761047,0,0,6,0,0,140,2728,945,7.333333333333333,885.8436279296875,1072,0,0,876.5060424804688,542,,7.333333333333333,,5.666666666666667,0,0,0.5040000081062317,4.4190521240234375,20,0,3,652.14501953125,0.0
914,549.3486335277557,0,0,5,0,0,139,2709,929,6.666666666666667,872.7052612304688,1027,0,0,863.8736572265625,588,,7.666666666666667,,5.333333333333333,0,0,0.5044479966163635,4.519680976867676,14,0,7,637.21923828125,0.0
915,549.9478600025177,0,0,4,0,0,171,2632,854,10.0,852.7216186523438,978,0,0,844.1190795898438,600,,7.333333333333333,,5.333333333333333,0,0,0.5039146542549133,4.5717339515686035,17,0,8,613.041748046875,0.0
916,550.5501666069031,0,0,1,0,0,134,2484,842,9.666666666666666,809.39306640625,945,0,0,804.3274536132812,545,,7.666666666666667,,5.666666666666667,0,0,0.5040213465690613,4.45965576171875,16,0,1,594.5528564453125,0.0
917,551.1487843990326,0,0,4,0,0,85,2311,891,11.666666666666666,718.0725708007812,846,0,0,711.5076904296875,467,,6.666666666666667,,5.333333333333333,0,0,0.5034239888191223,4.540823459625244,15,0,3,534.8301391601562,0.0
918,551.7470779418945,0,0,1,0,0,130,2586,911,8.333333333333334,837.1041870117188,974,0,0,831.5756225585938,550,,7.666666666666667,,5.666666666666667,0,0,0.5036799907684326,4.444897651672363,15,0,5,617.5015258789062,0.0
919,552.3540177345276,0,0,7,1,0,136,2665,904,5.666666666666667,889.5906372070312,1022,0,0,876.1612548828125,571,,7.0,,5.666666666666667,0,0,0.5032106637954712,4.398438453674316,19,0,5,645.0340576171875,10.333333333333334
920,552.9631497859955,0,0,4,0,0,122,2596,887,8.666666666666666,872.1831665039062,963,0,0,863.6126708984375,593,,7.333333333333333,,5.666666666666667,0,0,0.504149317741394,4.3755717277526855,18,0,9,633.9322509765625,0.0
921,553.5608584880829,0,0,3,0,0,127,2500,922,7.666666666666667,813.8395385742188,931,0,0,807.45947265625,506,,7.666666666666667,,5.666666666666667,0,0,0.5028693079948425,4.364227294921875,9,0,2,603.6930541992188,0.0
922,554.1596238613129,0,0,4,0,0,107,2456,914,7.0,776.940185546875,913,0,0,769.755615234375,500,,7.0,,5.333333333333333,0,0,0.5038933157920837,4.490830898284912,13,0,5,575.5612182617188,0.0
923,554.7589046955109,0,0,4,0,0,142,2587,932,9.333333333333334,841.1992797851562,945,0,0,833.7859497070312,552,,7.333333333333333,,5.666666666666667,0,0,0.5039359927177429,4.420811176300049,10,0,2,617.490234375,0.0
924,555.3609216213226,0,0,6,0,0,154,2583,903,6.333333333333333,850.8050537109375,956,0,0,841.739013671875,553,,7.666666666666667,,5.666666666666667,0,0,0.5055573582649231,4.386613845825195,9,0,2,620.2131958007812,0.0
925,555.9635031223297,0,0,4,0,0,139,2716,920,5.0,881.4691162109375,1027,0,0,873.3717041015625,599,,7.0,,5.333333333333333,0,0,0.5040426850318909,4.502654075622559,23,0,4,642.7739868164062,0.0
926,556.5656411647797,0,0,3,0,0,134,2512,824,7.333333333333333,802.8671264648438,994,0,0,796.0936279296875,536,,7.0,,5.333333333333333,0,0,0.5044053196907043,4.563007354736328,17,0,4,588.2269897460938,0.0
927,557.1812191009521,0,0,3,0,0,100,2507,930,8.0,803.50244140625,933,0,0,797.134033203125,528,,7.0,,5.666666666666667,0,0,0.5035306811332703,4.455499649047852,8,0,5,597.0341186523438,0.0
928,557.7810151576996,0,0,3,0,0,111,2493,923,6.666666666666667,801.7565307617188,932,0,0,795.3065795898438,503,,8.0,,5.666666666666667,0,0,0.50408536195755,4.403623104095459,19,0,2,595.18505859375,0.0
929,558.3794767856598,0,0,6,0,0,126,2436,912,8.333333333333334,785.7808227539062,900,0,0,777.1141357421875,473,,8.0,,5.666666666666667,0,0,0.5034666657447815,4.378135681152344,18,0,1,579.84765625,0.0
930,558.9787695407867,0,0,7,0,0,163,2706,928,8.0,875.9887084960938,1015,0,0,866.0416870117188,578,,7.333333333333333,,5.333333333333333,0,0,0.5035733580589294,4.498183250427246,13,0,2,636.873291015625,0.0
931,559.5822489261627,0,0,3,0,0,154,2695,944,11.333333333333334,877.5411376953125,1016,0,0,870.3173217773438,563,,7.333333333333333,,5.666666666666667,0,0,0.503167986869812,4.424370288848877,10,0,5,644.7342529296875,0.0
932,560.1814064979553,0,0,6,0,0,162,2691,905,7.0,902.1362915039062,991,0,0,892.0562744140625,606,,7.333333333333333,,5.666666666666667,0,0,0.5043839812278748,4.388365268707275,15,0,6,650.9925537109375,0.0
933,560.7796995639801,0,0,5,0,0,124,2546,930,7.666666666666667,808.2098388671875,949,0,0,799.8859252929688,521,,7.333333333333333,,5.333333333333333,0,0,0.5035946369171143,4.503575801849365,10,0,7,595.3322143554688,0.0
934,561.3784217834473,0,0,2,0,0,110,2456,920,6.666666666666667,763.1591796875,901,0,0,757.96630859375,512,,7.333333333333333,,5.333333333333333,0,0,0.504149317741394,4.563480377197266,9,0,2,567.7007446289062,0.0
935,561.9768619537354,0,0,8,0,0,125,2628,930,12.333333333333334,833.5946044921875,968,0,0,823.2119750976562,574,,7.333333333333333,,5.333333333333333,0,0,0.5035733580589294,4.594034194946289,20,0,3,606.6185913085938,0.0
936,562.5758852958679,0,0,4,0,0,116,2575,932,3.6666666666666665,796.792724609375,982,0,0,790.0120849609375,528,,7.0,,5.333333333333333,0,0,0.5043626427650452,4.6094651222229,11,0,2,591.1951904296875,0.0
937,563.1742520332336,0,0,8,0,0,102,2542,963,0.0,780.7581787109375,943,0,0,771.3370361328125,508,,7.666666666666667,,5.333333333333333,0,0,0.5037013292312622,4.617219924926758,18,0,0,577.91796875,0.0
938,563.7744052410126,0,0,4,0,0,141,2537,931,9.0,814.891357421875,928,0,0,797.7098388671875,518,,7.333333333333333,,5.666666666666667,1,0,0.5048106908798218,4.481187343597412,9,0,5,591.8933715820312,0.0
939,564.3779046535492,0,0,2,0,0,128,2595,920,7.333333333333333,841.330322265625,993,0,0,834.764404296875,533,,7.666666666666667,,5.666666666666667,0,0,0.5039573311805725,4.416133403778076,10,0,9,621.8155517578125,0.0
940,564.980485200882,0,0,2,0,0,141,2556,973,9.333333333333334,822.0220336914062,898,0,0,816.02783203125,528,,7.666666666666667,,5.666666666666667,0,0,0.5046826601028442,4.384309768676758,11,0,3,607.0540771484375,0.0
941,565.5787079334259,0,0,5,0,0,118,2517,895,8.666666666666666,837.1680908203125,922,0,0,828.4602661132812,555,,7.666666666666667,,5.666666666666667,0,0,0.5039786696434021,4.368569374084473,16,0,6,611.2605590820312,0.0
942,566.1784074306488,0,0,8,0,0,148,2647,885,7.0,893.6232299804688,1007,0,0,882.4749755859375,584,,7.666666666666667,,5.666666666666667,0,0,0.5040213465690613,4.360741138458252,10,0,5,647.4126586914062,0.0
943,566.777440071106,0,0,5,0,0,149,2631,919,8.0,874.9064331054688,983,0,0,866.11328125,557,,7.333333333333333,,5.666666666666667,0,0,0.5029760003089905,4.356837749481201,14,0,4,639.1483154296875,0.0
944,567.3771352767944,0,0,2,0,0,145,2616,907,7.666666666666667,867.4793090820312,983,0,0,860.968017578125,562,,7.333333333333333,,5.666666666666667,0,0,0.5045973062515259,4.354888916015625,12,0,5,636.5559692382812,0.0
945,567.9755575656891,0,0,3,1,0,114,2522,941,8.666666666666666,802.6282958984375,927,0,0,793.3579711914062,524,,7.666666666666667,,5.333333333333333,0,0,0.5038933157920837,4.485881805419922,8,0,4,592.7718505859375,11.666666666666666
946,568.57785820961,0,0,1,0,0,111,2428,993,5.0,729.60595703125,859,0,0,725.6082763671875,459,,7.333333333333333,,5.333333333333333,0,0,0.5044906735420227,4.554378509521484,4,0,1,550.993896484375,0.0
947,569.178612947464,0,0,2,0,0,105,2366,923,6.0,717.0093383789062,867,0,0,711.8675537109375,453,,7.0,,5.333333333333333,0,0,0.5035093426704407,4.589417457580566,13,0,3,537.0382080078125,0.0
948,569.7784752845764,0,0,4,0,0,141,2761,974,6.333333333333333,866.711669921875,1022,0,0,858.9409790039062,598,,7.0,,5.333333333333333,0,0,0.5041919946670532,4.607140064239502,18,0,4,634.7060546875,0.0
949,570.3768944740295,0,0,1,1,0,118,2597,1037,4.333333333333333,834.4702758789062,907,0,0,826.2798461914062,517,,8.0,,6.0,0,0,0.5035946369171143,4.345015048980713,12,0,4,620.853515625,13.666666666666666
950,570.9755773544312,0,0,4,0,0,109,2436,957,10.333333333333334,796.557861328125,905,0,0,789.6339721679688,447,,8.0,,6.0,0,0,0.5041066408157349,4.224827766418457,13,0,1,597.7982177734375,0.0
951,571.574059009552,0,0,5,0,0,144,2678,900,5.666666666666667,910.6561279296875,1046,0,0,901.8322143554688,571,,7.333333333333333,,5.666666666666667,0,0,0.5035946369171143,4.287927627563477,7,0,5,667.4431762695312,0.0
952,572.1739344596863,0,0,2,0,0,85,2392,933,13.666666666666666,776.7418823242188,873,0,0,771.6344604492188,488,,7.0,,5.666666666666667,0,0,0.5040640234947205,4.320189476013184,9,0,2,582.9534912109375,0.0
953,572.7724149227142,0,0,6,2,0,112,2426,902,16.0,794.8928833007812,932,0,0,780.47021484375,459,,7.333333333333333,,5.666666666666667,0,0,0.5035306811332703,4.336503505706787,12,0,1,586.0315551757812,10.666666666666666
954,573.3721601963043,0,0,6,1,0,127,2606,935,9.666666666666666,842.4863891601562,960,0,0,830.3844604492188,552,,7.666666666666667,,5.333333333333333,0,0,0.50408536195755,4.476107597351074,22,0,3,613.5087280273438,16.333333333333332
955,573.9711880683899,0,0,3,0,0,98,2428,881,4.0,792.6152954101562,896,0,0,786.2865600585938,531,,7.333333333333333,,5.666666666666667,0,0,0.5039573311805725,4.413665771484375,17,0,2,585.1264038085938,0.0
956,574.5705013275146,0,0,9,0,0,125,2547,927,7.0,828.4642944335938,975,0,0,817.2412109375,497,,8.0,,5.666666666666667,0,0,0.50408536195755,4.383092880249023,9,0,5,609.7139282226562,0.0
957,575.1691651344299,0,0,1,1,0,113,2572,953,6.0,829.825439453125,993,0,0,821.7726440429688,494,,7.666666666666667,,5.666666666666667,0,0,0.5034880042076111,4.367965221405029,13,0,4,619.6790161132812,9.0
958,575.7803282737732,0,0,5,0,0,124,2473,935,8.0,771.3001098632812,920,0,0,763.3097534179688,468,,7.333333333333333,,5.333333333333333,0,0,0.5041706562042236,4.492809772491455,17,0,4,571.5730590820312,0.0
959,576.3835408687592,0,0,6,0,0,126,2579,917,6.333333333333333,846.8530883789062,948,0,0,837.43603515625,559,,7.333333333333333,,5.666666666666667,0,0,0.5033386945724487,4.421770095825195,18,0,5,617.796630859375,0.0
960,576.9821786880493,0,0,5,1,0,112,2661,929,6.0,865.1672973632812,986,0,0,854.0324096679688,608,,7.333333333333333,,5.333333333333333,0,0,0.504149317741394,4.521102428436279,17,0,3,630.1425170898438,9.666666666666666
961,577.5807583332062,0,0,2,0,0,97,2448,964,16.0,747.8035278320312,882,0,0,742.7451171875,489,,7.333333333333333,,5.333333333333333,0,0,0.5035520195960999,4.5724616050720215,12,0,2,560.388671875,0.0
962,578.1804921627045,0,0,3,0,0,100,2351,908,8.333333333333334,722.6502685546875,836,0,0,717.0452880859375,493,,7.0,,5.333333333333333,0,0,0.5040426850318909,4.598580360412598,10,0,1,537.0762329101562,0.0
963,578.7903389930725,0,0,3,0,0,112,2640,938,7.0,848.7664184570312,1009,0,0,841.8861694335938,556,,7.666666666666667,,5.666666666666667,0,0,0.5038933157920837,4.472390651702881,17,0,5,627.69677734375,0.0
