Counter,Time,PM2.5,Bin 11,Bin5 MToF,PM1,Bin 8,Temperature,SFR,Bin1 MToF,Bin 3,Bin 14,PM10,Checksum,Bin 13,Bin 2,Bin 10,Pressure,Sampling Period,Bin 6,Bin 4,Bin 12,Bin7 MToF,Bin 9,Bin 7,Bin 1,Bin 15,Bin 5,Bin 0,Bin3 MToF
1629,976.1903429031372,738.9144897460938,0,7.666666666666667,544.2752685546875,0,,4.548856258392334,5.333333333333333,141,0,744.7800903320312,2358,0,499,0,,0.5043626427650452,2,21,0,0.0,0,0,862,0,2,831,7.0
1630,976.7905387878418,762.6025390625,0,13.0,562.4931030273438,0,,4.448742866516113,5.666666666666667,149,0,767.746337890625,2395,0,511,0,,0.5050879716873169,1,14,0,0.0,0,0,847,0,2,871,7.333333333333333
1631,977.3897585868835,774.0842895507812,0,10.333333333333334,566.8711547851562,0,,4.535159111022949,5.333333333333333,152,0,780.030029296875,2440,0,537,0,,0.5043626427650452,1,15,0,0.0,0,0,880,0,8,847,7.333333333333333
1632,977.9904491901398,764.0992431640625,0,10.0,562.7236328125,0,,4.579638957977295,5.333333333333333,167,0,769.3696899414062,2469,0,518,0,,0.5056853294372559,1,12,0,0.0,0,0,893,0,3,875,7.333333333333333
1633,978.5893447399139,764.6592407226562,0,8.333333333333334,559.8964233398438,0,,4.602207183837891,5.333333333333333,147,0,769.7141723632812,2429,0,544,0,,0.5043200254440308,0,17,0,0.0,0,0,893,0,7,821,7.333333333333333
1634,979.1893668174744,733.4912109375,0,8.0,540.00732421875,0,,4.6135759353637695,5.333333333333333,155,0,739.0572509765625,2395,0,494,0,,0.5049600005149841,1,18,0,0.0,0,0,861,0,6,860,7.666666666666667
1635,979.7888038158417,724.2135620117188,0,8.0,536.2488403320312,0,,4.619280815124512,5.333333333333333,131,0,729.5342407226562,2360,0,486,0,,0.5041706562042236,1,19,0,0.0,0,0,876,0,6,841,7.333333333333333
1636,980.3890733718872,745.595947265625,0,11.0,551.734619140625,0,,4.4821577072143555,5.666666666666667,133,0,749.8228149414062,2355,0,501,0,,0.5050879716873169,0,20,0,0.0,0,0,856,0,1,844,7.333333333333333
1637,980.9886710643768,727.9846801757812,0,9.0,537.736328125,0,,4.552458763122559,5.333333333333333,144,0,732.3635864257812,2331,0,487,0,,0.5044266581535339,0,17,0,0.0,0,0,861,0,3,819,7.0
1638,981.5890815258026,730.036865234375,0,8.0,537.2924194335938,0,,4.588442802429199,5.333333333333333,150,0,735.3184204101562,2363,0,499,0,,0.5057066679000854,1,17,0,0.0,0,0,849,0,4,843,7.0
1639,982.18789935112,741.811767578125,0,7.333333333333333,546.8198852539062,0,,4.467590808868408,5.666666666666667,158,0,746.2951049804688,2346,0,486,0,,0.5044053196907043,0,17,0,0.0,0,0,837,0,2,846,7.333333333333333
1640,982.7887177467346,770.3656616210938,0,9.0,566.8652954101562,0,,4.409521102905273,5.666666666666667,157,0,776.2062377929688,2407,0,493,0,,0.5058559775352478,1,22,0,0.0,0,0,874,0,5,855,7.666666666666667
1641,983.3873295783997,754.2843017578125,0,5.0,553.74560546875,0,,4.51469087600708,5.333333333333333,145,0,758.7418823242188,2379,0,528,0,,0.5047039985656738,0,21,0,0.0,0,0,837,0,1,847,7.333333333333333
1642,983.988135099411,732.504638671875,0,7.666666666666667,541.7320556640625,0,,4.569179534912109,5.333333333333333,135,0,737.0482788085938,2353,0,488,0,,0.5057706832885742,0,22,0,0.0,0,0,896,0,4,808,7.666666666666667
1643,984.5869290828705,746.2835693359375,0,6.666666666666667,544.8004150390625,0,,4.458439826965332,5.666666666666667,158,0,752.1856079101562,2333,0,506,0,,0.504149317741394,1,20,0,0.0,0,0,803,0,6,839,7.333333333333333
1644,985.1862771511078,712.45556640625,0,8.0,527.3063354492188,0,,4.5401930809021,5.333333333333333,124,0,716.5717163085938,2275,0,487,0,,0.5041279792785645,0,19,0,0.0,0,0,822,0,2,821,7.666666666666667
1645,985.784586429596,768.3590698242188,0,11.333333333333334,563.8729858398438,0,,4.444595813751221,5.666666666666667,146,0,773.828125,2381,0,527,0,,0.5037226676940918,1,15,0,0.0,0,0,838,0,4,850,7.666666666666667
1646,986.3856928348541,721.6768188476562,0,12.666666666666666,530.9685668945312,0,,4.533003807067871,5.333333333333333,133,0,726.183349609375,2296,0,503,0,,0.5055573582649231,0,19,0,0.0,0,0,813,0,4,824,7.0
1647,986.9846684932709,731.1543579101562,0,9.333333333333334,537.457275390625,0,,4.578539848327637,5.333333333333333,133,0,736.2347412109375,2335,0,501,0,,0.5042986869812012,0,23,0,0.0,0,0,863,0,8,807,7.0
1648,987.5848803520203,768.6824951171875,0,9.0,561.664306640625,0,,4.462891578674316,5.666666666666667,161,0,773.3186645507812,2375,0,535,0,,0.5051306486129761,0,15,0,0.0,0,0,853,0,2,809,7.333333333333333
1649,988.1839597225189,752.3958129882812,0,4.333333333333333,551.2769165039062,0,,4.542499542236328,5.333333333333333,138,0,757.6116333007812,2374,0,535,0,,0.50408536195755,1,24,0,0.0,0,0,836,0,1,839,7.333333333333333
1650,988.7839908599854,760.8961181640625,0,0.0,562.20751953125,0,,4.445700645446777,5.666666666666667,142,0,765.77490234375,2372,0,506,0,,0.5047253370285034,1,16,0,0.0,0,0,874,0,0,833,7.0
1651,989.3822207450867,732.052734375,0,7.0,538.9542236328125,0,,4.533577919006348,5.333333333333333,143,0,736.5892944335938,2336,0,505,0,,0.5042346715927124,0,16,0,0.0,0,0,815,0,4,853,7.0
1652,989.9829049110413,753.3319091796875,0,8.0,548.64599609375,0,,4.4414238929748535,5.666666666666667,143,0,758.3888549804688,2300,0,527,0,,0.5055360198020935,0,23,0,0.0,0,0,839,0,5,763,7.666666666666667
1653,990.5817494392395,735.0756225585938,0,8.666666666666666,541.168701171875,0,,4.53135347366333,5.333333333333333,143,0,739.4888305664062,2328,0,500,0,,0.5040426850318909,0,20,0,0.0,0,0,851,0,2,812,7.333333333333333
1654,991.1822764873505,737.610107421875,0,7.333333333333333,544.6541748046875,0,,4.57769775390625,5.333333333333333,145,0,742.1572265625,2384,0,495,0,,0.5053866505622864,0,22,0,0.0,0,0,877,0,3,842,7.666666666666667
1655,991.7812151908875,749.4312133789062,0,8.0,550.6027221679688,0,,4.462491035461426,5.666666666666667,149,0,754.6353759765625,2349,0,496,0,,0.50408536195755,0,18,0,0.0,0,0,845,0,8,833,7.666666666666667
1656,992.3813478946686,721.7775268554688,0,9.333333333333334,532.3372192382812,0,,4.542292594909668,5.333333333333333,137,0,726.445068359375,2311,0,485,0,,0.5050026774406433,0,21,0,0.0,0,0,841,0,5,822,7.666666666666667
1657,992.9807138442993,723.5700073242188,0,7.333333333333333,534.4262084960938,0,,4.583273410797119,5.333333333333333,128,0,728.6874389648438,2329,0,493,0,,0.5044266581535339,1,23,0,0.0,0,0,856,0,3,825,7.666666666666667
1658,993.5815393924713,735.549560546875,0,8.666666666666666,543.6072387695312,0,,4.4651384353637695,5.666666666666667,144,0,740.8200073242188,2327,0,472,0,,0.505728006362915,1,21,0,0.0,0,0,866,0,3,820,7.0
1659,994.180459022522,756.0806274414062,0,7.333333333333333,559.9624633789062,0,,4.408326148986816,5.666666666666667,123,0,760.8265991210938,2352,0,500,0,,0.5042986869812012,0,18,0,0.0,0,0,844,0,6,861,7.333333333333333
1660,994.780523777008,740.6663818359375,0,8.0,546.8168334960938,0,,4.514064311981201,5.333333333333333,115,0,746.1024169921875,2334,0,507,0,,0.5050879716873169,1,22,0,0.0,0,0,867,0,6,816,7.333333333333333
1661,995.3797018527985,724.9614868164062,0,9.333333333333334,536.7759399414062,0,,4.568859100341797,5.333333333333333,145,0,729.992431640625,2347,0,473,0,,0.5040213465690613,1,20,0,0.0,0,0,868,0,2,838,7.666666666666667
1662,995.9799554347992,724.1430053710938,0,9.666666666666666,530.5225830078125,0,,4.5967583656311035,5.333333333333333,142,0,729.4595947265625,2330,0,517,0,,0.5050453543663025,1,19,0,0.0,0,0,807,0,4,840,7.666666666666667
1663,996.5792145729065,761.0436401367188,0,7.333333333333333,558.381591796875,0,,4.47152853012085,5.666666666666667,141,0,766.8936157226562,2357,0,509,0,,0.50408536195755,1,20,0,0.0,0,0,890,0,7,789,7.666666666666667
1664,997.1795027256012,776.3407592773438,0,8.333333333333334,571.7745971679688,0,,4.411438465118408,5.666666666666667,162,0,781.486083984375,2415,0,493,0,,0.5051093101501465,0,18,0,0.0,0,0,899,0,6,837,7.0
1665,997.778306722641,705.5174560546875,0,10.333333333333334,523.2532958984375,0,,4.515695571899414,5.333333333333333,139,0,709.51318359375,2263,0,463,0,,0.5034666657447815,0,16,0,0.0,0,0,812,0,1,832,7.333333333333333
1666,998.376918554306,734.7166748046875,0,6.666666666666667,544.3487548828125,0,,4.432825088500977,5.666666666666667,139,0,739.8169555664062,2302,0,473,0,,0.5042133331298828,1,12,0,0.0,0,0,848,0,4,825,7.333333333333333
1667,998.9752814769745,723.5242309570312,0,17.333333333333332,542.3215942382812,0,,4.392519474029541,5.666666666666667,124,0,727.4584350585938,2270,0,432,0,,0.5034880042076111,0,19,0,0.0,0,0,883,0,1,811,7.333333333333333
1668,999.5751831531525,724.9420776367188,0,0.0,540.3501586914062,0,,4.372641086578369,5.666666666666667,122,0,728.6739501953125,2267,0,473,0,,0.5056853294372559,0,13,0,0.0,0,0,799,0,0,860,7.333333333333333
1669,1000.1740291118622,717.3049926757812,0,11.0,533.6370239257812,0,,4.36276912689209,5.666666666666667,123,0,721.97607421875,2240,0,462,0,,0.5043200254440308,1,15,0,0.0,0,0,778,0,1,860,7.666666666666667
1670,1000.7746586799622,746.886962890625,0,9.0,553.6397705078125,0,,4.357849597930908,5.666666666666667,133,0,751.0321044921875,2304,0,485,0,,0.5055786371231079,0,16,0,0.0,0,0,835,0,1,834,7.333333333333333
1671,1001.3736486434937,733.1202392578125,0,7.333333333333333,541.3607788085938,0,,4.35539436340332,5.666666666666667,138,0,737.7103271484375,2277,0,479,0,,0.5044053196907043,0,17,0,0.0,0,0,770,0,4,869,7.333333333333333
1672,1001.9741547107697,768.9470825195312,0,10.0,563.5692138671875,0,,4.354167461395264,5.666666666666667,146,0,773.7603759765625,2357,0,520,0,,0.5056639909744263,0,24,0,0.0,0,0,803,0,2,862,7.666666666666667
1673,1002.5730876922607,757.6672973632812,0,7.333333333333333,558.6072387695312,0,,4.3535542488098145,5.666666666666667,136,0,762.091064453125,2307,0,506,0,,0.5044693350791931,0,13,0,0.0,0,0,827,0,3,822,7.0
1674,1003.1729762554169,734.1419677734375,0,8.333333333333334,540.643798828125,0,,4.48517370223999,5.333333333333333,151,0,739.1271362304688,2314,0,489,0,,0.5048320293426514,1,16,0,0.0,0,0,842,0,1,814,7.333333333333333
1675,1003.77241563797,710.14697265625,0,9.0,524.2614135742188,0,,4.4180684089660645,5.666666666666667,129,0,716.6622314453125,2236,0,464,0,,0.50408536195755,3,21,0,0.0,0,0,767,0,2,850,7.666666666666667
1676,1004.372554063797,739.5559692382812,0,11.666666666666666,551.0421142578125,0,,4.385262966156006,5.666666666666667,147,0,745.215576171875,2341,0,451,0,,0.504917323589325,2,12,0,0.0,0,0,843,0,2,884,7.666666666666667
1677,1004.9720504283905,762.9337768554688,0,8.333333333333334,563.4487915039062,0,,4.501941680908203,5.333333333333333,132,0,768.1675415039062,2408,0,524,0,,0.5045120120048523,1,15,0,0.0,0,0,865,0,4,867,7.0
1678,1005.5726113319397,742.7962646484375,0,6.333333333333333,549.99658203125,0,,4.426187992095947,5.666666666666667,146,0,748.7762451171875,2342,0,471,0,,0.5055786371231079,2,14,0,0.0,0,0,856,0,4,849,7.666666666666667
1679,1006.1715776920319,758.8676147460938,0,8.333333333333334,561.17578125,0,,4.389258861541748,5.666666666666667,143,0,763.2269897460938,2340,0,492,0,,0.5044266581535339,0,15,0,0.0,0,0,867,0,2,821,7.666666666666667
1680,1006.7717528343201,753.199462890625,0,10.0,550.155517578125,0,,4.3710246086120605,5.666666666666667,132,0,758.80517578125,2288,0,525,0,,0.5051519870758057,1,22,0,0.0,0,0,786,0,4,818,8.0
1681,1007.3708484172821,746.0201416015625,0,12.0,547.0326538085938,0,,4.49442720413208,5.333333333333333,135,0,752.069091796875,2342,0,507,0,,0.50408536195755,1,22,0,0.0,0,0,840,0,9,828,7.666666666666667
1682,1007.971138715744,726.1158447265625,0,8.333333333333334,537.1563110351562,0,,4.558778762817383,5.333333333333333,140,0,731.0186157226562,2329,0,489,0,,0.5050453543663025,1,12,0,0.0,0,0,863,0,3,821,7.333333333333333
1683,1008.570298910141,718.0596923828125,0,7.0,533.099853515625,0,,4.591650485992432,5.333333333333333,129,0,722.9724731445312,2328,0,481,0,,0.5042986869812012,1,14,0,0.0,0,0,865,0,4,834,7.666666666666667
1684,1009.1702973842621,734.0595703125,0,6.666666666666667,536.4158935546875,0,,4.46911096572876,5.666666666666667,156,0,738.6959228515625,2297,0,512,0,,0.5046399831771851,0,16,0,0.0,0,0,778,0,3,832,7.0
1685,1009.7683475017548,714.989501953125,0,10.0,526.5164794921875,0,,4.545719623565674,5.333333333333333,122,0,719.4068603515625,2278,0,513,0,,0.5035733580589294,0,15,0,0.0,0,0,770,0,5,853,7.666666666666667
1686,1010.3671882152557,735.22802734375,0,7.666666666666667,539.0780639648438,0,,4.585017204284668,5.333333333333333,139,0,740.8499755859375,2350,0,508,0,,0.5043839812278748,1,26,0,0.0,0,0,857,0,5,814,7.0
1687,1010.9653837680817,705.4827270507812,0,7.0,523.9969482421875,0,,4.604922294616699,5.333333333333333,120,0,710.3379516601562,2299,0,475,0,,0.5035093426704407,1,20,0,0.0,0,0,839,0,3,841,7.0
1688,1011.5655355453491,726.992919921875,0,8.0,541.7074584960938,0,,4.475388050079346,5.666666666666667,137,0,731.1085205078125,2319,0,458,0,,0.5044906735420227,0,16,0,0.0,0,0,871,0,2,835,7.0
1689,1012.1636867523193,725.7952270507812,0,0.0,537.72607421875,0,,4.548964500427246,5.333333333333333,130,0,732.4212036132812,2310,0,499,0,,0.5035520195960999,0,11,0,10.333333333333334,0,1,846,0,0,823,7.666666666666667
1690,1012.7636878490448,699.0426025390625,0,8.0,516.3399658203125,0,,4.586666584014893,5.333333333333333,134,0,703.5457153320312,2269,0,467,0,,0.5043413043022156,0,24,0,0.0,0,0,824,0,4,816,7.333333333333333
1691,1013.3619070053101,718.6825561523438,0,7.666666666666667,528.825439453125,0,,4.4667487144470215,5.666666666666667,139,0,724.7489624023438,2252,0,474,0,,0.5035520195960999,2,16,0,0.0,0,0,817,0,5,799,7.0
1692,1013.961895942688,719.031494140625,0,5.666666666666667,533.46826171875,0,,4.544497013092041,5.333333333333333,133,0,723.1639404296875,2319,0,486,0,,0.5043413043022156,0,13,0,0.0,0,0,823,0,3,861,7.333333333333333
1693,1014.5607335567474,737.6127319335938,0,9.0,545.3345336914062,0,,4.446656703948975,5.666666666666667,140,0,742.1778564453125,2321,0,477,0,,0.5040640234947205,0,22,0,0.0,0,0,844,0,3,835,8.0
1694,1015.1599950790405,735.7218627929688,0,8.0,548.8728637695312,0,,4.3993000984191895,5.666666666666667,126,0,739.7164916992188,2295,0,465,0,,0.5041706562042236,0,13,0,0.0,0,0,864,0,2,825,7.333333333333333
1695,1015.75829911232,728.4088745117188,0,8.333333333333334,541.5296630859375,0,,4.509327411651611,5.333333333333333,134,0,732.7406616210938,2338,0,475,0,,0.5034026503562927,0,15,0,0.0,0,0,842,0,4,868,7.0
1696,1016.3568589687347,721.0941162109375,0,5.333333333333333,530.4762573242188,0,,4.566431522369385,5.333333333333333,136,0,725.5439453125,2305,0,497,0,,0.5040000081062317,0,25,0,0.0,0,0,830,0,2,815,7.333333333333333
1697,1016.9554328918457,734.2579345703125,0,8.333333333333334,540.4620361328125,0,,4.457131862640381,5.666666666666667,150,0,738.7959594726562,2303,0,487,0,,0.5036159753799438,0,17,0,0.0,0,0,819,0,3,827,7.333333333333333
1698,1017.5554802417755,718.1005859375,0,8.333333333333334,529.275634765625,0,,4.539514064788818,5.333333333333333,140,0,723.2484741210938,2281,0,481,0,,0.5042986869812012,1,16,0,0.0,0,0,850,0,4,789,7.333333333333333
1699,1018.1536827087402,710.4497680664062,0,10.0,527.0526733398438,0,,4.581858158111572,5.333333333333333,138,0,715.6111450195312,2333,0,470,0,,0.5034239888191223,1,16,0,0.0,0,0,809,0,5,894,7.333333333333333
1700,1018.7538511753082,741.6248168945312,0,7.666666666666667,548.4735107421875,0,,4.464467525482178,5.666666666666667,139,0,745.7190551757812,2317,0,494,0,,0.5044266581535339,0,14,0,0.0,0,0,864,0,1,805,7.0
1701,1019.3520450592041,756.9231567382812,0,5.666666666666667,556.7680053710938,0,,4.407999038696289,5.666666666666667,149,0,761.6787109375,2349,0,499,0,,0.503765344619751,0,21,0,0.0,0,0,829,0,3,848,7.666666666666667
1702,1019.9519135951996,749.9514770507812,0,8.333333333333334,555.9299926757812,0,,4.3802971839904785,5.666666666666667,145,0,754.7783203125,2310,0,474,0,,0.504256010055542,1,11,0,0.0,0,0,878,0,1,800,7.333333333333333
1703,1020.5502214431763,717.8121948242188,0,11.333333333333334,532.778564453125,0,,4.366576194763184,5.666666666666667,125,0,722.1771240234375,2244,0,455,0,,0.5036159753799438,0,25,0,0.0,0,0,783,0,2,854,7.333333333333333
1704,1021.1501934528351,755.5699462890625,0,7.666666666666667,560.6387329101562,0,,4.359748363494873,5.666666666666667,119,0,760.1661987304688,2318,0,493,0,,0.5041279792785645,0,14,0,0.0,0,0,848,0,6,838,7.0
1705,1021.7485771179199,735.6854858398438,0,6.666666666666667,543.3850708007812,0,,4.488458633422852,5.333333333333333,156,0,740.3131713867188,2348,0,477,0,,0.5034239888191223,0,16,0,0.0,0,0,831,0,4,864,7.0
1706,1022.347146987915,728.8938598632812,0,5.666666666666667,535.5381469726562,0,,4.55570650100708,5.333333333333333,123,0,736.9776000976562,2310,0,511,0,,0.5041066408157349,1,24,0,9.0,0,1,833,0,3,814,7.333333333333333
1707,1022.9455099105835,699.1155395507812,0,8.0,520.4338989257812,0,,4.590092182159424,5.333333333333333,151,0,703.9738159179688,2316,0,443,0,,0.5034239888191223,1,13,0,0.0,0,0,825,0,3,880,7.333333333333333
1708,1023.5443246364594,676.8521118164062,0,5.666666666666667,505.4134521484375,0,,4.607480049133301,5.333333333333333,139,0,680.8007202148438,2263,0,435,0,,0.5043200254440308,0,13,0,0.0,0,0,795,0,3,878,7.0
1709,1024.142424583435,706.5076293945312,0,9.0,520.1092529296875,0,,4.616223335266113,5.333333333333333,149,0,710.7403564453125,2305,0,489,0,,0.5033599734306335,0,20,0,0.0,0,0,795,0,1,851,7.333333333333333
1710,1024.7414078712463,710.7501831054688,0,7.333333333333333,527.8141479492188,0,,4.620607852935791,5.333333333333333,128,0,715.1834106445312,2318,0,478,0,,0.5044266581535339,0,12,0,0.0,0,0,867,0,7,826,7.666666666666667
1711,1025.339610338211,710.70947265625,0,8.0,529.0642700195312,0,,4.482782363891602,5.666666666666667,126,0,715.4114379882812,2263,0,458,0,,0.5035733580589294,1,15,0,0.0,0,0,833,0,2,828,7.333333333333333
1712,1025.9385488033295,693.8347778320312,0,8.666666666666666,517.7858276367188,0,,4.552780628204346,5.333333333333333,115,0,698.0224609375,2271,0,454,0,,0.5044053196907043,0,21,0,0.0,0,0,808,0,4,869,8.0
1713,1026.5366547107697,707.4262084960938,0,10.0,521.5119018554688,0,,4.588606357574463,5.333333333333333,147,0,712.0935668945312,2299,0,477,0,,0.5034453272819519,0,16,0,0.0,0,0,808,0,6,845,7.666666666666667
1714,1027.1354849338531,716.3230590820312,0,7.333333333333333,530.0542602539062,0,,4.467668533325195,5.666666666666667,128,0,722.4967041015625,2294,0,458,0,,0.5043413043022156,2,29,0,0.0,0,0,806,0,4,867,7.333333333333333
1715,1027.7336075305939,722.5997314453125,0,7.666666666666667,536.7014770507812,0,,4.4095587730407715,5.666666666666667,128,0,726.508544921875,2268,0,485,0,,0.5033599734306335,0,8,0,0.0,0,0,766,0,2,879,7.0
1716,1028.3322823047638,750.5869140625,0,8.333333333333334,550.564208984375,0,,4.381066799163818,5.666666666666667,155,0,756.1885375976562,2308,0,493,0,,0.5041279792785645,1,14,0,0.0,0,0,817,0,5,823,8.0
1717,1028.9306650161743,723.5693969726562,0,6.333333333333333,535.271484375,0,,4.499730110168457,5.333333333333333,135,0,727.6227416992188,2284,0,485,0,,0.5034239888191223,0,16,0,0.0,0,0,836,0,1,811,7.666666666666667
1718,1029.5291752815247,729.2621459960938,0,7.666666666666667,534.7801513671875,0,,4.425118446350098,5.666666666666667,141,0,734.6914672851562,2274,0,492,0,,0.5040426850318909,1,23,0,0.0,0,0,775,0,3,839,7.333333333333333
1719,1030.1276037693024,747.3771362304688,0,7.666666666666667,556.7103881835938,0,,4.388733386993408,5.666666666666667,125,0,751.7828979492188,2328,0,471,0,,0.5033813118934631,0,17,0,0.0,0,0,862,0,4,849,7.333333333333333
1720,1030.7261474132538,735.9243774414062,0,11.333333333333334,545.4647216796875,0,,4.370764255523682,5.666666666666667,129,0,740.990966796875,2277,0,473,0,,0.5040000081062317,1,16,0,0.0,0,0,822,0,3,833,7.333333333333333
1721,1031.3246343135834,726.83447265625,0,8.333333333333334,542.8215942382812,0,,4.361834526062012,5.666666666666667,115,0,730.7810668945312,2263,0,470,0,,0.5034026503562927,0,10,0,0.0,0,0,795,0,3,870,7.666666666666667
1722,1031.9231433868408,738.2313232421875,0,0.0,545.2078857421875,0,,4.3573832511901855,5.666666666666667,137,0,742.3333740234375,2261,0,484,0,,0.5040426850318909,0,17,0,0.0,0,0,812,0,0,811,7.0
1723,1032.5215661525726,736.2578125,0,8.333333333333334,546.3319702148438,0,,4.355161190032959,5.666666666666667,134,0,740.7225952148438,2280,0,460,0,,0.5034453272819519,0,20,0,0.0,0,0,828,0,3,835,7.666666666666667
1724,1033.122218132019,733.4736938476562,0,9.0,539.9585571289062,0,,4.354050636291504,5.666666666666667,140,0,739.5958251953125,2261,0,475,0,,0.5051733255386353,2,17,0,0.0,0,0,796,0,4,827,7.666666666666667
1725,1033.7216489315033,724.3927612304688,0,7.666666666666667,538.0222778320312,0,,4.485436916351318,5.333333333333333,126,0,728.6263427734375,2306,0,473,0,,0.5044479966163635,0,22,0,0.0,0,0,844,0,2,839,7.666666666666667
1726,1034.3221356868744,735.7779541015625,0,8.0,547.6105346679688,0,,4.418195724487305,5.666666666666667,104,0,740.8121337890625,2301,0,489,0,,0.5056213140487671,1,16,0,0.0,0,0,838,0,5,848,7.333333333333333
1727,1034.9210574626923,744.3385009765625,0,7.333333333333333,549.65673828125,0,,4.385325908660889,5.666666666666667,128,0,749.9168701171875,2312,0,478,0,,0.5043413043022156,1,28,0,0.0,0,0,831,0,4,842,7.333333333333333
1728,1035.5217688083649,744.8548583984375,0,9.0,558.8717651367188,0,,4.369073390960693,5.666666666666667,120,0,749.4821166992188,2355,0,461,0,,0.5057066679000854,1,15,0,0.0,0,0,852,0,1,905,7.333333333333333
1729,1036.1250908374786,750.0264892578125,0,6.0,556.1909790039062,0,,4.360992431640625,5.666666666666667,141,0,754.4141845703125,2334,0,483,0,,0.5035306811332703,0,13,0,0.0,0,0,805,0,3,889,7.0
1730,1036.7244718074799,736.2341918945312,0,8.0,544.8124389648438,0,,4.489117622375488,5.333333333333333,125,0,741.1796264648438,2326,0,504,0,,0.5035306811332703,1,14,0,0.0,0,0,818,0,3,861,7.0
1731,1037.3215715885162,719.3350830078125,0,8.333333333333334,536.06787109375,0,,4.419981002807617,5.666666666666667,120,0,724.3367919921875,2271,0,451,0,,0.5031039714813232,1,21,0,0.0,0,0,827,0,3,848,7.333333333333333
1732,1037.921616077423,715.9699096679688,0,8.333333333333334,531.3910522460938,0,,4.520166873931885,5.333333333333333,137,0,720.1273803710938,2302,0,463,0,,0.5049600005149841,0,22,0,0.0,0,0,852,0,1,827,7.333333333333333
1733,1038.5209481716156,725.8934326171875,0,7.666666666666667,535.9521484375,0,,4.434978008270264,5.666666666666667,148,0,732.9392700195312,2274,0,476,0,,0.5043839812278748,0,12,0,2.3333333333333335,0,1,815,0,1,821,7.333333333333333
1734,1039.1295273303986,701.5006713867188,0,8.0,520.52880859375,0,,4.527996063232422,5.333333333333333,125,0,705.703857421875,2254,0,464,0,,0.5044053196907043,0,20,0,0.0,0,0,819,0,3,823,7.333333333333333
1735,1039.7275185585022,720.8988037109375,0,8.333333333333334,532.1124267578125,0,,4.438743591308594,5.666666666666667,148,0,725.1124877929688,2254,0,467,0,,0.5033386945724487,0,17,0,0.0,0,0,821,0,1,800,7.333333333333333
1736,1040.326331615448,709.4959106445312,0,10.666666666666666,527.431640625,0,,4.395423889160156,5.666666666666667,134,0,714.413818359375,2230,0,448,0,,0.504256010055542,1,10,0,0.0,0,0,798,0,4,835,7.333333333333333
1737,1040.924574136734,706.625732421875,0,8.0,522.5327758789062,0,,4.507290840148926,5.333333333333333,130,0,710.9732666015625,2262,0,474,0,,0.5035093426704407,0,21,0,0.0,0,0,784,0,3,850,7.333333333333333
1738,1041.523059129715,742.6756591796875,0,8.666666666666666,551.952392578125,0,,4.42877197265625,5.666666666666667,131,0,747.102294921875,2320,0,470,0,,0.5039786696434021,0,17,0,0.0,0,0,886,0,4,812,7.333333333333333
1739,1042.1215028762817,704.628173828125,0,9.333333333333334,523.9960327148438,0,,4.524759769439697,5.333333333333333,113,0,711.4317016601562,2258,0,481,0,,0.5033173561096191,0,12,0,9.0,0,1,793,0,3,855,7.0
1740,1042.7201323509216,699.8778076171875,0,8.666666666666666,517.3373413085938,0,,4.574330806732178,5.333333333333333,138,0,704.8037109375,2269,0,471,0,,0.50408536195755,1,16,0,0.0,0,0,807,0,3,833,7.333333333333333
1741,1043.3185405731201,714.651123046875,0,10.0,529.6221923828125,0,,4.460890769958496,5.666666666666667,137,0,719.2908325195312,2271,0,452,0,,0.5034880042076111,0,21,0,0.0,0,0,825,0,5,831,7.0
1742,1043.918540239334,704.9275512695312,0,0.0,524.6448364257812,0,,4.541463375091553,5.333333333333333,114,0,709.4627685546875,2298,0,482,0,,0.5042986869812012,1,21,0,0.0,0,0,772,0,0,908,7.666666666666667
1743,1044.5167782306671,744.2593383789062,0,7.666666666666667,550.35888671875,0,,4.445204257965088,5.666666666666667,149,0,748.9849243164062,2348,0,478,0,,0.5034453272819519,0,16,0,0.0,0,0,842,0,5,858,8.0
1744,1045.1154091358185,739.0205688476562,0,10.0,548.445556640625,0,,4.398589134216309,5.666666666666667,136,0,744.2008056640625,2307,0,466,0,,0.504149317741394,1,15,0,0.0,0,0,851,0,4,834,7.666666666666667
1745,1045.7138001918793,740.18505859375,0,12.333333333333334,549.1785888671875,0,,4.375646591186523,5.666666666666667,118,0,744.0654907226562,2261,0,494,0,,0.5034453272819519,0,12,0,0.0,0,0,832,0,1,804,7.666666666666667
1746,1046.3121933937073,752.7212524414062,0,8.333333333333334,556.7766723632812,0,,4.364264011383057,5.666666666666667,147,0,758.1111450195312,2320,0,468,0,,0.5038933157920837,1,16,0,0.0,0,0,868,0,4,816,7.333333333333333
1747,1046.9107112884521,733.25146484375,0,10.333333333333334,548.9288330078125,0,,4.358595371246338,5.666666666666667,120,0,738.0987548828125,2298,0,456,0,,0.5033386945724487,1,10,0,0.0,0,0,820,0,4,887,7.0
1748,1047.5091376304626,737.53662109375,0,7.666666666666667,547.1473388671875,0,,4.487847328186035,5.333333333333333,136,0,742.4013061523438,2340,0,480,0,,0.5038293600082397,1,18,0,0.0,0,0,864,0,1,840,7.333333333333333
1749,1048.107697725296,717.2718505859375,0,6.666666666666667,530.865478515625,0,,4.419365406036377,5.666666666666667,133,0,721.5951538085938,2261,0,469,0,,0.5033386945724487,0,21,0,0.0,0,0,774,0,2,862,7.333333333333333
