Counter,Time,Bin 5,Pressure,Bin 4,PM10,SFR,Bin 8,Bin 15,Bin 6,Bin 3,Bin 2,Bin3 MToF,Bin5 MToF,Bin 9,Bin 14,Bin 12,Checksum,Sampling Period,PM1,PM2.5,Bin 7,Temperature,Bin7 MToF,Bin 1,Bin 11,Bin1 MToF,Bin 0,Bin 13,Bin 10
448,269.2816324234009,3,,19,898.1488037109375,4.369259834289551,0,0,0,161,588,7.666666666666667,8.0,0,0,0,2716,0.5039786696434021,658.4002075195312,892.9122924804688,0,,0.0,1010,0,5.666666666666667,935,0,0
449,269.88311672210693,3,,16,881.0282592773438,4.361084938049316,0,0,1,144,573,7.333333333333333,6.0,0,0,0,2633,0.5038933157920837,646.83154296875,875.3606567382812,0,,0.0,1030,0,5.666666666666667,866,0,0
450,270.48575234413147,3,,17,908.52099609375,4.357009410858154,0,0,4,147,601,8.0,8.333333333333334,0,0,0,2676,0.5046186447143555,661.0255737304688,900.3865356445312,0,,0.0,1057,0,5.666666666666667,847,0,0
451,271.0841588973999,4,,10,864.7139282226562,4.487006664276123,0,0,5,125,576,7.666666666666667,7.333333333333333,0,0,0,2689,0.50408536195755,636.555419921875,856.5077514648438,0,,0.0,1009,0,5.333333333333333,960,0,0
452,271.68668580055237,4,,13,872.4217529296875,4.418957710266113,0,0,1,154,589,7.666666666666667,11.333333333333334,0,0,0,2656,0.5046613216400146,638.16748046875,866.6486206054688,0,,0.0,983,0,5.666666666666667,912,0,0
453,272.2849905490875,2,,24,920.6014404296875,4.3857011795043945,0,0,4,143,602,7.666666666666667,8.666666666666666,0,0,0,2761,0.5040426850318909,672.616943359375,912.44287109375,0,,0.0,1069,0,5.666666666666667,917,0,0
454,272.8873414993286,6,,16,888.3032836914062,4.369259834289551,0,0,1,123,583,7.666666666666667,7.666666666666667,0,0,0,2688,0.5045973062515259,655.4754638671875,882.4727172851562,0,,0.0,1022,0,5.666666666666667,937,0,0
455,273.4867932796478,3,,20,924.5657958984375,4.361084938049316,0,0,4,152,618,7.666666666666667,6.666666666666667,0,0,0,2725,0.5038080215454102,671.0732421875,916.2059936523438,0,,0.0,1049,0,5.666666666666667,879,0,0
456,274.0892114639282,2,,13,879.5980224609375,4.357009410858154,0,0,2,137,555,8.0,8.333333333333334,0,0,0,2673,0.5044693350791931,650.903076171875,873.5408325195312,0,,0.0,1031,0,5.666666666666667,933,0,0
457,274.69349455833435,6,,9,891.8379516601562,4.354974269866943,0,0,2,134,582,8.333333333333334,8.666666666666666,0,0,0,2683,0.5034880042076111,656.7193603515625,885.32666015625,0,,0.0,1011,0,5.666666666666667,939,0,0
458,275.31100130081177,3,,13,913.3522338867188,4.353957653045654,0,0,1,138,609,7.333333333333333,8.666666666666666,0,0,0,2728,0.5043200254440308,671.5517578125,907.7056274414062,0,,0.0,1042,0,5.666666666666667,922,0,0
459,275.91161012649536,3,,14,918.7084350585938,4.353449821472168,0,0,0,165,625,8.333333333333334,8.0,0,0,0,2711,0.5032960176467896,669.0609130859375,913.4231567382812,0,,0.0,1021,0,5.666666666666667,883,0,0
460,276.50997138023376,3,,28,912.9295654296875,4.353195667266846,0,0,2,147,598,7.666666666666667,10.0,0,0,0,2718,0.5040213465690613,665.9766235351562,905.9559326171875,0,,0.0,1040,0,5.666666666666667,900,0,0
461,277.1088242530823,5,,17,940.1505126953125,4.3530683517456055,0,0,2,164,637,7.0,6.666666666666667,0,0,0,2762,0.5037013292312622,681.6383666992188,932.94482421875,0,,0.0,1049,0,5.666666666666667,888,0,0
462,277.72256112098694,3,,18,917.6878051757812,4.353004455566406,0,0,5,138,610,7.666666666666667,4.0,0,0,0,2722,0.5043200254440308,668.7202758789062,908.812255859375,0,,0.0,1033,0,5.666666666666667,915,0,0
463,278.3207092285156,5,,19,912.61376953125,4.352972984313965,0,0,1,162,606,8.333333333333334,6.0,0,0,0,2686,0.5035733580589294,663.2737426757812,906.2482299804688,0,,0.0,1045,0,5.666666666666667,848,0,0
464,278.9199662208557,2,,13,908.8056640625,4.352957248687744,0,0,1,154,597,7.333333333333333,7.0,0,0,0,2722,0.5036799907684326,667.207763671875,903.1472778320312,0,,0.0,1030,0,5.666666666666667,925,0,0
465,279.5194728374481,2,,11,902.2379760742188,4.352949619293213,0,0,3,173,561,7.666666666666667,7.0,0,0,0,2714,0.5040426850318909,658.7650756835938,892.0201416015625,1,,11.666666666666666,1040,0,5.666666666666667,923,0,0
466,280.12326550483704,2,,15,910.4480590820312,4.352945804595947,0,0,3,142,614,7.666666666666667,9.0,0,0,0,2713,0.5049600005149841,665.2839965820312,903.2806396484375,0,,0.0,1013,0,5.666666666666667,924,0,0
467,280.72518825531006,1,,15,915.5096435546875,4.352942943572998,0,0,3,161,604,8.0,11.0,0,0,0,2735,0.5040426850318909,668.2962646484375,908.2810668945312,0,,0.0,1021,0,5.666666666666667,930,0,0
468,281.32830691337585,3,,9,961.3347778320312,4.352941989898682,0,0,4,172,646,7.333333333333333,8.333333333333334,0,0,0,2830,0.505407989025116,697.8541259765625,953.0138549804688,0,,0.0,1095,0,5.666666666666667,901,0,0
469,281.9283149242401,4,,17,947.4288330078125,4.352941513061523,0,0,4,142,652,7.333333333333333,10.333333333333334,0,0,0,2765,0.5039573311805725,687.123046875,939.0073852539062,0,,0.0,1062,0,5.666666666666667,884,0,0
470,282.5293998718262,5,,19,913.3922119140625,4.352941513061523,0,0,2,160,591,7.666666666666667,6.666666666666667,0,0,0,2706,0.504917323589325,665.71337890625,906.3544921875,0,,0.0,1076,0,5.666666666666667,853,0,0
471,283.1428701877594,3,,15,931.2594604492188,4.352941513061523,0,0,1,162,616,7.333333333333333,9.333333333333334,0,0,0,2761,0.5038506388664246,680.4741821289062,925.24072265625,0,,0.0,1068,0,5.666666666666667,896,0,0
472,283.7528293132782,4,,24,899.0042724609375,4.352941513061523,0,0,1,134,578,7.666666666666667,7.333333333333333,0,0,0,2706,0.5048959851264954,661.6650390625,893.033203125,0,,0.0,1050,0,5.666666666666667,915,0,0
473,284.3579168319702,3,,22,906.3082275390625,4.352941513061523,0,0,5,153,594,7.666666666666667,13.333333333333334,0,0,0,2682,0.5032320022583008,657.2802124023438,897.1776733398438,0,,0.0,1015,0,5.666666666666667,890,0,0
474,284.96102118492126,1,,16,897.1126708984375,4.352941513061523,0,0,2,144,611,7.333333333333333,15.666666666666666,0,0,0,2663,0.5045546889305115,654.8573608398438,890.7893676757812,0,,0.0,994,0,5.666666666666667,895,0,0
475,285.5668725967407,1,,17,919.792236328125,4.352941513061523,0,0,1,155,631,7.333333333333333,6.333333333333333,0,0,0,2725,0.5034880042076111,670.4376220703125,913.986572265625,0,,0.0,1002,0,5.666666666666667,918,0,0
476,286.1661801338196,4,,11,940.31982421875,4.352941513061523,0,0,0,173,630,7.666666666666667,11.666666666666666,0,0,0,2784,0.5038933157920837,686.060302734375,934.8980712890625,0,,0.0,1064,0,5.666666666666667,902,0,0
477,286.76799297332764,3,,13,905.808837890625,4.352941513061523,0,0,5,159,601,7.666666666666667,8.333333333333334,0,0,0,2696,0.5038719773292542,657.80224609375,896.900146484375,0,,0.0,991,0,5.666666666666667,924,0,0
478,287.36741852760315,3,,14,863.1192016601562,4.352941513061523,0,0,3,129,537,8.0,7.666666666666667,0,0,0,2641,0.50408536195755,639.4969482421875,856.29150390625,0,,0.0,996,0,5.666666666666667,959,0,0
479,287.9658250808716,2,,12,873.7178344726562,4.352941513061523,0,0,3,149,545,7.666666666666667,7.666666666666667,0,0,0,2631,0.5034666657447815,640.4635009765625,863.7899780273438,1,,9.666666666666666,1008,0,5.666666666666667,911,0,0
480,288.5644791126251,3,,15,881.345458984375,4.352941513061523,0,0,5,125,581,7.666666666666667,6.333333333333333,0,0,0,2623,0.5041279792785645,644.7523193359375,872.8290405273438,0,,0.0,1001,0,5.666666666666667,893,0,0
481,289.1629590988159,5,,14,899.1458129882812,4.352941513061523,0,0,1,134,617,8.0,10.666666666666666,0,0,0,2663,0.5037226676940918,657.2154541015625,893.2274780273438,0,,0.0,992,0,5.666666666666667,900,0,0
482,289.76350235939026,6,,16,911.4306640625,4.352941513061523,0,0,3,142,594,7.333333333333333,6.666666666666667,0,0,0,2719,0.5049600005149841,666.7491455078125,903.7960815429688,0,,0.0,1053,0,5.666666666666667,905,0,0
483,290.362576007843,4,,15,943.64501953125,4.352941513061523,0,0,3,187,642,8.0,5.0,0,0,0,2764,0.5036799907684326,679.5377197265625,935.5940551757812,0,,0.0,1030,0,5.666666666666667,883,0,0
484,290.96237301826477,3,,14,944.5532836914062,4.22857141494751,0,0,2,163,610,8.333333333333334,11.333333333333334,0,0,0,2721,0.5041919946670532,688.2688598632812,937.6265258789062,0,,0.0,1037,0,6.0,892,0,0
485,291.5607388019562,1,,13,967.18994140625,4.289855003356934,0,0,2,144,663,8.333333333333334,4.333333333333333,0,0,0,2785,0.5037440061569214,705.0589599609375,960.6472778320312,0,,0.0,1072,0,5.666666666666667,890,0,0
486,292.162645816803,3,,18,932.321533203125,4.321167945861816,0,0,2,147,615,7.666666666666667,8.333333333333334,0,0,0,2740,0.5048320293426514,681.2385864257812,925.5715942382812,0,,0.0,1071,0,5.666666666666667,884,0,0
487,292.76468205451965,3,,4,911.829345703125,4.336996555328369,0,0,1,155,627,7.666666666666667,7.0,0,0,0,2692,0.5039146542549133,666.0619506835938,906.206298828125,0,,0.0,992,0,5.666666666666667,910,0,0
488,293.36698627471924,2,,12,920.9180297851562,4.344954013824463,0,0,2,140,623,7.666666666666667,6.666666666666667,0,0,0,2700,0.5045120120048523,673.322021484375,914.5756225585938,0,,0.0,1066,0,5.666666666666667,855,0,0
489,293.96604466438293,1,,31,934.8043823242188,4.348944187164307,0,0,3,140,652,7.666666666666667,8.333333333333334,0,0,0,2705,0.5035733580589294,674.8327026367188,927.073486328125,0,,0.0,1039,0,5.666666666666667,839,0,0
490,294.57029461860657,2,,19,939.8006591796875,4.3509416580200195,0,0,3,178,643,7.666666666666667,10.333333333333334,0,0,0,2767,0.5043839812278748,678.1911010742188,931.9752197265625,0,,0.0,1015,0,5.666666666666667,907,0,0
491,295.17468214035034,2,,18,925.895751953125,4.351941108703613,0,0,7,160,598,7.666666666666667,8.0,0,0,0,2724,0.5035093426704407,670.6521606445312,915.3934936523438,0,,0.0,1067,0,5.666666666666667,872,0,0
492,295.78827452659607,3,,15,918.5045776367188,4.352441310882568,0,0,3,162,580,7.666666666666667,6.666666666666667,0,0,0,2742,0.5041279792785645,672.6236572265625,911.093994140625,0,,0.0,1088,0,5.666666666666667,891,0,0
493,296.3890323638916,0,,22,941.7362670898438,4.352691173553467,0,0,2,165,634,8.0,0.0,0,0,0,2767,0.5032320022583008,684.0808715820312,934.9871826171875,0,,0.0,1061,0,5.666666666666667,883,0,0
494,296.9873447418213,4,,9,937.038818359375,4.352816104888916,0,0,2,164,652,7.666666666666667,8.0,0,0,0,2722,0.5039146542549133,678.1771850585938,930.1715698242188,0,,0.0,1047,0,5.666666666666667,844,0,0
495,297.586270570755,1,,17,934.1312255859375,4.352878570556641,0,0,3,139,642,8.0,7.666666666666667,0,0,0,2744,0.5036799907684326,680.7296142578125,926.9251708984375,0,,0.0,1043,0,5.666666666666667,899,0,0
496,298.1973628997803,6,,14,917.984375,4.352910041809082,0,0,1,146,623,7.666666666666667,7.666666666666667,0,0,0,2699,0.5042773485183716,669.1094360351562,911.7801513671875,0,,0.0,1047,0,5.666666666666667,862,0,0
497,298.79570627212524,3,,19,977.6318969726562,4.352925777435303,0,0,4,174,662,7.666666666666667,6.666666666666667,0,0,0,2836,0.5037440061569214,705.1978759765625,968.8621826171875,0,,0.0,1115,0,5.666666666666667,859,0,0
498,299.40932512283325,2,,11,893.2861938476562,4.352933406829834,0,0,3,157,595,8.0,8.666666666666666,0,0,0,2641,0.5041919946670532,647.7997436523438,883.126708984375,1,,6.333333333333333,991,0,5.666666666666667,881,0,0
499,300.0163927078247,1,,18,929.7506103515625,4.3529372215271,0,0,1,168,609,7.666666666666667,16.333333333333332,0,0,0,2747,0.5035733580589294,678.7340087890625,923.8386840820312,0,,0.0,1084,0,5.666666666666667,866,0,0
500,300.61639618873596,1,,14,905.2728271484375,4.352939128875732,0,0,0,184,550,7.666666666666667,5.0,0,0,0,2759,0.5043413043022156,665.3374633789062,897.2982788085938,1,,11.0,1056,0,5.666666666666667,953,0,0
501,301.2222352027893,7,,17,904.5570068359375,4.352940082550049,0,0,1,159,574,7.666666666666667,8.666666666666666,0,0,0,2689,0.5036159753799438,661.6182861328125,898.1580810546875,0,,0.0,1075,0,5.666666666666667,856,0,0
502,301.82110571861267,2,,11,918.7581176757812,4.352940559387207,0,0,0,165,620,8.0,9.333333333333334,0,0,0,2739,0.5043626427650452,672.0157470703125,913.728759765625,0,,0.0,1022,0,5.666666666666667,919,0,0
503,302.4195382595062,2,,15,935.01220703125,4.352940559387207,0,0,3,141,648,7.666666666666667,5.0,0,0,0,2722,0.5038506388664246,679.4017944335938,927.7015380859375,0,,0.0,1056,0,5.666666666666667,857,0,0
504,303.0303227901459,3,,17,931.5510864257812,4.352940559387207,0,0,2,149,617,7.666666666666667,5.666666666666667,0,0,0,2757,0.50408536195755,681.00927734375,924.8428955078125,0,,0.0,1076,0,5.666666666666667,893,0,0
505,303.64002656936646,3,,18,922.9783325195312,4.352940559387207,0,0,2,193,610,7.666666666666667,5.666666666666667,0,0,0,2717,0.5036159753799438,666.3030395507812,915.7742309570312,0,,0.0,1035,0,5.666666666666667,856,0,0
506,304.25399112701416,4,,13,941.993408203125,4.352940559387207,0,0,1,160,664,8.0,8.333333333333334,0,0,0,2751,0.5043626427650452,682.36865234375,935.7649536132812,0,,0.0,1029,0,5.666666666666667,880,0,0
507,304.8518280982971,4,,24,941.7275390625,4.352940559387207,0,0,3,176,630,7.666666666666667,10.333333333333334,0,0,0,2753,0.5031893253326416,678.8522338867188,933.5327758789062,0,,0.0,1055,0,5.666666666666667,861,0,0
508,305.46218943595886,2,,18,958.1752319335938,4.352940559387207,0,0,1,178,645,7.666666666666667,10.333333333333334,0,0,0,2781,0.5043626427650452,694.1515502929688,951.8887329101562,0,,0.0,1128,0,5.666666666666667,809,0,0
509,306.06033420562744,5,,13,985.5601806640625,4.352940559387207,0,0,6,161,722,8.0,9.0,0,0,0,2816,0.5032533407211304,703.4116821289062,975.125,0,,0.0,1023,0,5.666666666666667,886,0,0
510,306.65933299064636,2,,25,981.4668579101562,4.22857141494751,0,0,2,151,648,8.0,4.0,0,0,0,2798,0.5048106908798218,713.3034057617188,974.2786865234375,0,,0.0,1088,0,6.0,882,0,0
511,307.26757168769836,4,,15,975.9703369140625,4.289855003356934,0,0,3,167,670,7.666666666666667,10.666666666666666,0,0,0,2777,0.5034880042076111,703.350341796875,967.9068603515625,0,,0.0,1073,0,5.666666666666667,845,0,0
512,307.86703300476074,4,,19,938.7880249023438,4.321167945861816,0,0,5,171,621,7.666666666666667,10.0,0,0,0,2737,0.5037226676940918,676.9928588867188,929.2620239257812,0,,0.0,1035,0,5.666666666666667,882,0,0
513,308.46528816223145,2,,19,987.7605590820312,4.336996555328369,0,0,6,168,659,8.0,5.0,0,0,0,2862,0.5031253099441528,713.2109985351562,977.6138305664062,0,,0.0,1120,0,5.666666666666667,888,0,0
514,309.06456208229065,3,,14,975.9295654296875,4.344954013824463,0,0,2,172,670,8.0,7.666666666666667,0,0,0,2852,0.5044053196907043,707.434326171875,968.8499145507812,0,,0.0,1088,0,5.666666666666667,903,0,0
515,309.6631529331207,3,,19,954.8417358398438,4.348944187164307,0,0,3,148,647,7.666666666666667,10.666666666666666,0,0,0,2789,0.5037440061569214,694.11474609375,947.1826782226562,0,,0.0,1090,0,5.666666666666667,879,0,0
516,310.2741982936859,5,,14,939.3250732421875,4.3509416580200195,0,0,3,160,619,7.666666666666667,8.0,0,0,0,2772,0.504149317741394,683.9268188476562,931.5657348632812,0,,0.0,1081,0,5.666666666666667,890,0,0
517,310.87250995635986,7,,23,994.305419921875,4.351941108703613,0,0,4,200,700,7.666666666666667,9.0,0,0,0,2846,0.5034026503562927,706.0218505859375,984.459716796875,0,,0.0,1065,0,5.666666666666667,847,0,0
518,311.4726994037628,0,,25,959.2647705078125,4.352441310882568,0,0,0,179,668,7.666666666666667,0.0,0,0,0,2796,0.504917323589325,692.922607421875,953.67724609375,0,,0.0,1070,0,5.666666666666667,854,0,0
519,312.0890386104584,2,,21,990.7368774414062,4.352691173553467,0,0,2,195,673,7.666666666666667,7.0,0,0,0,2870,0.5032533407211304,713.3387451171875,983.2722778320312,0,,0.0,1122,0,5.666666666666667,855,0,0
520,312.70102405548096,6,,17,953.8877563476562,4.352816104888916,0,0,1,171,655,8.0,9.666666666666666,0,0,0,2812,0.5049386620521545,690.98291015625,947.1898193359375,0,,0.0,1048,0,5.666666666666667,914,0,0
521,313.3070831298828,4,,26,991.8401489257812,4.352878570556641,0,0,4,175,710,7.666666666666667,8.0,0,0,0,2811,0.5040213465690613,703.5327758789062,979.4998168945312,1,,15.0,1075,0,5.666666666666667,816,0,0
522,313.9059729576111,0,,16,926.3492431640625,4.352910041809082,0,0,3,179,615,7.666666666666667,0.0,0,0,0,2731,0.5037013292312622,671.7161254882812,918.961669921875,0,,0.0,1044,0,5.666666666666667,874,0,0
523,314.50424671173096,2,,24,957.7741088867188,4.352925777435303,0,0,2,165,659,7.666666666666667,7.0,0,0,0,2809,0.5031893253326416,693.1002197265625,950.611083984375,0,,0.0,1044,0,5.666666666666667,913,0,0
524,315.1036186218262,3,,24,936.5941162109375,4.352933406829834,0,0,1,172,625,7.666666666666667,12.666666666666666,0,0,0,2767,0.5044906735420227,679.6473388671875,930.1387329101562,0,,0.0,1059,0,5.666666666666667,883,0,0
525,315.7142632007599,7,,16,995.5968627929688,4.228567123413086,0,0,1,204,691,8.0,9.666666666666666,0,0,0,2788,0.5034880042076111,709.6666259765625,988.07080078125,0,,0.0,1013,0,6.0,856,0,0
526,316.3137717247009,2,,11,993.6903686523438,4.289853096008301,0,0,7,172,661,8.0,7.666666666666667,0,0,0,2840,0.5053013563156128,713.6124267578125,979.8585205078125,1,,10.333333333333334,1109,0,5.666666666666667,877,0,0
527,316.9144594669342,5,,21,973.1993408203125,4.3211669921875,0,0,6,173,670,7.666666666666667,5.0,0,0,0,2759,0.5040213465690613,694.3633422851562,962.4920043945312,0,,0.0,1085,0,5.666666666666667,799,0,0
528,317.51687812805176,3,,23,976.8588256835938,4.336996078491211,0,0,1,176,647,7.666666666666667,10.0,0,0,0,2836,0.5047039985656738,708.4578247070312,970.2694091796875,0,,0.0,1156,0,5.666666666666667,830,0,0
529,318.1152217388153,6,,17,983.9195556640625,4.344953536987305,0,0,1,172,691,7.666666666666667,8.666666666666666,0,0,0,2866,0.5039146542549133,710.3968505859375,977.043212890625,0,,0.0,1060,0,5.666666666666667,919,0,0
530,318.7177040576935,3,,22,1011.411865234375,4.348943710327148,0,0,5,174,691,7.333333333333333,8.666666666666666,0,0,0,2919,0.5047893524169922,727.7330322265625,1001.6682739257812,0,,0.0,1157,0,5.666666666666667,867,0,0
531,319.31605410575867,4,,14,961.6245727539062,4.350941181182861,0,0,2,172,665,7.666666666666667,10.333333333333334,0,0,0,2796,0.5037013292312622,694.9284057617188,954.441162109375,0,,0.0,1069,0,5.666666666666667,870,0,0
532,319.9169683456421,4,,17,972.41015625,4.351940631866455,0,0,4,159,668,8.0,7.0,0,0,0,2805,0.5044479966163635,701.9744873046875,963.7339477539062,0,,0.0,1121,0,5.666666666666667,832,0,0
533,320.5245006084442,4,,17,969.9965209960938,4.35244083404541,0,0,4,167,666,8.333333333333334,11.666666666666666,0,0,0,2807,0.5040000081062317,699.2244262695312,961.2361450195312,0,,0.0,1097,0,5.666666666666667,852,0,0
534,321.1271085739136,3,,13,955.251953125,4.352690696716309,0,0,3,171,670,8.333333333333334,8.666666666666666,0,0,0,2770,0.5047253370285034,688.3449096679688,947.4755859375,0,,0.0,1055,0,5.666666666666667,855,0,0
535,321.72916555404663,2,,24,956.2535400390625,4.352815628051758,0,0,1,164,651,8.0,6.666666666666667,0,0,0,2815,0.5040640234947205,694.4822998046875,949.90576171875,0,,0.0,1068,0,5.666666666666667,905,0,0
536,322.3327581882477,4,,20,981.9683227539062,4.352878093719482,0,0,3,153,709,7.666666666666667,8.666666666666666,0,0,0,2831,0.5046826601028442,706.4410400390625,973.880859375,0,,0.0,1062,0,5.666666666666667,880,0,0
537,322.93692207336426,4,,23,959.4876098632812,4.352909564971924,0,0,1,151,647,7.666666666666667,10.666666666666666,0,0,0,2821,0.5035946369171143,699.1536254882812,953.0704345703125,0,,0.0,1095,0,5.666666666666667,900,0,0
538,323.54964661598206,6,,17,968.5298461914062,4.352924823760986,0,0,1,189,646,7.666666666666667,6.666666666666667,0,0,0,2834,0.5044906735420227,700.4791870117188,961.64892578125,0,,0.0,1116,0,5.666666666666667,859,0,0
539,324.14783334732056,7,,24,918.9317626953125,4.352932929992676,0,0,6,165,611,7.333333333333333,7.333333333333333,0,0,0,2695,0.5035306811332703,659.5916137695312,908.2702026367188,0,,0.0,1007,0,5.666666666666667,875,0,0
540,324.7479269504547,1,,14,935.2365112304688,4.352936744689941,0,0,2,171,647,7.333333333333333,10.333333333333334,0,0,0,2729,0.5043839812278748,676.6599731445312,928.5299682617188,0,,0.0,1042,0,5.666666666666667,852,0,0
541,325.35892486572266,2,,16,955.610107421875,4.352939128875732,0,0,4,178,654,7.333333333333333,6.0,0,0,0,2768,0.5037866830825806,687.8643798828125,947.0610961914062,0,,0.0,1074,0,5.666666666666667,840,0,0
542,325.9673616886139,3,,13,965.4090576171875,4.352940082550049,0,0,1,161,698,8.0,5.0,0,0,0,2781,0.5041066408157349,696.6309204101562,959.1569213867188,0,,0.0,1053,0,5.666666666666667,852,0,0
543,326.5757541656494,2,,20,940.3985595703125,4.352940559387207,0,0,2,160,668,7.333333333333333,10.0,0,0,0,2703,0.5034026503562927,676.74169921875,933.3945922851562,0,,0.0,1037,0,5.666666666666667,814,0,0
544,327.1743586063385,4,,20,979.9596557617188,4.352940559387207,0,0,6,202,688,8.0,10.0,0,0,0,2824,0.5041706562042236,695.6591186523438,969.1096801757812,0,,0.0,1034,0,5.666666666666667,870,0,0
545,327.77280497550964,0,,23,987.1314697265625,4.352940559387207,0,0,2,201,693,7.666666666666667,0.0,0,0,0,2838,0.5034666657447815,706.3020629882812,979.71923828125,0,,0.0,1082,0,5.666666666666667,837,0,0
546,328.37158250808716,4,,17,987.8934936523438,4.352940559387207,0,0,2,167,721,7.666666666666667,10.666666666666666,0,0,0,2824,0.5042346715927124,708.39013671875,980.4603881835938,0,,0.0,1068,0,5.666666666666667,845,0,0
547,328.9699523448944,7,,19,1020.986328125,4.22857141494751,0,0,2,174,715,7.666666666666667,8.0,0,0,0,2834,0.5036799907684326,730.321044921875,1012.8098754882812,0,,0.0,1074,0,6.0,843,0,0
548,329.57276582717896,1,,18,997.959716796875,4.289855003356934,0,0,4,179,678,8.333333333333334,6.333333333333333,0,0,0,2860,0.5048320293426514,716.3626098632812,986.1917724609375,1,,9.666666666666666,1077,0,5.666666666666667,902,0,0
549,330.17637300491333,4,,19,983.4122924804688,4.321167945861816,0,0,5,189,672,7.666666666666667,6.333333333333333,0,0,0,2805,0.5039573311805725,702.7335205078125,973.4806518554688,0,,0.0,1091,0,5.666666666666667,825,0,0
550,330.7787890434265,2,,11,937.8590087890625,4.336996555328369,0,0,2,161,633,7.666666666666667,6.666666666666667,0,0,0,2739,0.5046613216400146,682.666259765625,931.2651977539062,0,,0.0,1076,0,5.666666666666667,854,0,0
551,331.3797104358673,4,,19,935.6508178710938,4.344954013824463,0,0,2,155,632,7.333333333333333,9.0,0,0,0,2747,0.5040640234947205,679.8319091796875,928.615966796875,0,,0.0,1052,0,5.666666666666667,883,0,0
552,331.98222732543945,2,,15,921.8392944335938,4.348944187164307,0,0,2,202,635,7.333333333333333,11.666666666666666,0,0,0,2674,0.5047039985656738,657.4588012695312,911.6568603515625,1,,5.666666666666667,991,0,5.666666666666667,826,0,0
553,332.58427357673645,2,,12,949.2476196289062,4.3509416580200195,0,0,5,172,674,7.333333333333333,8.0,0,0,0,2716,0.5040000081062317,679.5098266601562,940.0614624023438,0,,0.0,1040,0,5.666666666666667,811,0,0
554,333.18660068511963,5,,25,897.4545288085938,4.227627754211426,0,0,2,147,555,8.0,10.333333333333334,0,0,0,2644,0.5045973062515259,657.0865478515625,890.3069458007812,0,,0.0,978,0,6.0,932,0,0
555,333.7860338687897,3,,23,974.6414184570312,4.289369583129883,0,0,4,178,653,7.333333333333333,7.0,0,0,0,2786,0.5037226676940918,700.3607177734375,965.6029052734375,0,,0.0,1076,0,5.666666666666667,849,0,0
556,334.38796877861023,2,,27,938.627197265625,4.320921421051025,0,0,1,148,654,7.333333333333333,5.666666666666667,0,0,0,2712,0.5039573311805725,679.0487670898438,932.3053588867188,0,,0.0,1028,0,5.666666666666667,852,0,0
557,334.98698687553406,3,,20,928.473876953125,4.336872100830078,0,0,2,148,621,7.666666666666667,11.0,0,0,0,2721,0.5040000081062317,676.2588500976562,921.6377563476562,0,,0.0,1060,0,5.666666666666667,867,0,0
558,335.58941674232483,3,,23,981.302978515625,4.3448920249938965,0,0,2,177,669,7.666666666666667,7.333333333333333,0,0,0,2808,0.5047253370285034,703.7406005859375,970.84033203125,1,,9.666666666666666,1136,0,5.666666666666667,797,0,0
559,336.19169306755066,4,,18,1006.2164916992188,4.348912715911865,0,0,2,216,718,8.0,5.333333333333333,0,0,0,2877,0.5040213465690613,715.671142578125,998.2037353515625,0,,0.0,1077,0,5.666666666666667,842,0,0
560,336.7945008277893,3,,20,992.1624145507812,4.350925922393799,0,0,3,185,703,8.0,7.333333333333333,0,0,0,2857,0.5051519870758057,710.612060546875,983.8679809570312,0,,0.0,1088,0,5.666666666666667,855,0,0
561,337.39620304107666,2,,19,950.011962890625,4.351933479309082,0,0,1,182,679,7.666666666666667,6.333333333333333,0,0,0,2742,0.5040000081062317,681.6242065429688,943.5283813476562,0,,0.0,1021,0,5.666666666666667,838,0,0
562,337.99992775917053,4,,15,958.0029296875,4.3524370193481445,0,0,3,180,648,7.666666666666667,8.666666666666666,0,0,0,2828,0.5047253370285034,693.0646362304688,950.0182495117188,0,,0.0,1054,0,5.666666666666667,924,0,0
563,338.5979890823364,4,,30,1051.8116455078125,4.352689266204834,0,0,4,234,763,7.666666666666667,11.666666666666666,0,0,0,2954,0.5038080215454102,738.2308349609375,1041.48974609375,0,,0.0,1117,0,5.666666666666667,802,0,0
564,339.1976954936981,6,,27,972.1384887695312,4.3528151512146,0,0,1,172,663,7.666666666666667,7.0,0,0,0,2838,0.5044906735420227,701.7058715820312,965.051513671875,0,,0.0,1095,0,5.666666666666667,874,0,0
565,339.7988295555115,4,,25,995.2512817382812,4.352878093719482,0,0,7,162,698,7.666666666666667,11.666666666666666,0,0,0,2849,0.5038506388664246,708.2134399414062,980.8350219726562,1,,11.0,1074,0,5.666666666666667,878,0,0
566,340.4011845588684,6,,21,994.659912109375,4.352909564971924,0,0,2,209,734,7.666666666666667,8.0,0,0,0,2820,0.5044693350791931,702.6484375,986.332763671875,0,,0.0,1034,0,5.666666666666667,814,0,0
567,341.0055310726166,2,,21,988.05029296875,4.352924823760986,0,0,6,156,700,7.333333333333333,6.666666666666667,0,0,0,2838,0.5036159753799438,708.9866943359375,977.8661499023438,0,,0.0,1079,0,5.666666666666667,874,0,0
568,341.6130509376526,8,,20,1003.744140625,4.352932929992676,0,0,2,196,708,8.0,10.0,0,0,0,2883,0.5042133331298828,716.6099243164062,995.42822265625,0,,0.0,1096,0,5.666666666666667,853,0,0
