Counter,Time,Bin 5,Pressure,Bin 4,PM10,SFR,Bin 8,Bin 15,Bin 6,Bin 3,Bin 2,Bin3 MToF,Bin5 MToF,Bin 9,Bin 14,Bin 12,Checksum,Sampling Period,PM1,PM2.5,Bin 7,Temperature,Bin7 MToF,Bin 1,Bin 11,Bin1 MToF,Bin 0,Bin 13,Bin 10
1478,888.6446669101715,5,,10,575.0397338867188,4.352987766265869,0,0,0,60,325,7.333333333333333,7.0,0,0,0,1922,0.5057706832885742,442.1142578125,572.0507202148438,0,,0.0,622,0,5.666666666666667,900,0,0
1479,889.2434923648834,3,,4,559.4059448242188,4.352963924407959,0,0,0,61,318,7.666666666666667,7.666666666666667,0,0,0,1882,0.5042773485183716,432.17840576171875,556.8824462890625,0,,0.0,586,0,5.666666666666667,910,0,0
1480,889.8440973758698,0,,11,602.079345703125,4.352952480316162,0,0,0,77,344,7.333333333333333,0.0,0,0,0,2006,0.5055999755859375,461.8448791503906,599.4193115234375,0,,0.0,646,0,5.666666666666667,928,0,0
1481,890.442990064621,1,,7,587.8389282226562,4.352947235107422,0,0,0,67,319,7.666666666666667,7.666666666666667,0,0,0,1982,0.5042133331298828,455.89404296875,585.3860473632812,0,,0.0,649,0,5.666666666666667,939,0,0
1482,891.043445110321,3,,7,585.62451171875,4.3529438972473145,0,0,0,75,346,8.0,8.0,0,0,0,1935,0.5054933428764343,446.7816467285156,582.7396240234375,0,,0.0,612,0,5.666666666666667,892,0,0
1483,891.642573595047,1,,7,571.3636474609375,4.35294246673584,0,0,0,68,325,7.666666666666667,5.0,0,0,0,1896,0.5044479966163635,439.44525146484375,568.88232421875,0,,0.0,623,0,5.666666666666667,872,0,0
1484,892.2429099082947,4,,9,573.336669921875,4.352941989898682,0,0,2,87,314,7.666666666666667,10.0,0,0,0,1902,0.5054293274879456,435.27972412109375,568.7216796875,0,,0.0,620,0,5.666666666666667,866,0,0
1485,892.8419802188873,1,,14,607.7915649414062,4.352941513061523,0,0,2,78,351,7.0,6.333333333333333,0,0,0,2008,0.5042346715927124,461.7868347167969,603.333251953125,0,,0.0,628,0,5.666666666666667,934,0,0
1486,893.4425246715546,1,,11,617.11572265625,4.352941513061523,0,0,0,72,343,7.666666666666667,4.333333333333333,0,0,0,2050,0.5055360198020935,475.0811767578125,614.3799438476562,0,,0.0,697,0,5.666666666666667,926,0,0
1487,894.0414905548096,1,,10,597.8724365234375,4.352941513061523,0,0,1,74,330,7.333333333333333,14.333333333333334,0,0,0,2006,0.5043200254440308,459.8177490234375,594.4364624023438,0,,0.0,640,0,5.666666666666667,950,0,0
1488,894.6417803764343,3,,6,601.5933227539062,4.352941513061523,0,0,2,92,326,7.333333333333333,6.0,0,0,0,2013,0.505237340927124,459.2030334472656,597.0955200195312,0,,0.0,647,0,5.666666666666667,937,0,0
1489,895.24072098732,3,,7,608.0833129882812,4.352941513061523,0,0,2,79,336,7.333333333333333,6.666666666666667,0,0,0,2023,0.504149317741394,465.10968017578125,603.6474609375,0,,0.0,654,0,5.666666666666667,942,0,0
1490,895.8414769172668,0,,9,611.6724243164062,4.352941513061523,0,0,1,71,360,7.0,0.0,0,0,0,2017,0.5055360198020935,467.68035888671875,608.3197021484375,0,,0.0,652,0,5.666666666666667,924,0,0
1491,896.4404189586639,1,,7,572.8123779296875,4.352941513061523,0,0,1,72,310,7.333333333333333,17.0,0,0,0,1907,0.5041706562042236,441.0049133300781,569.5742797851562,0,,0.0,645,0,5.666666666666667,871,0,0
1492,897.0403876304626,2,,6,576.269775390625,4.352941513061523,0,0,3,74,314,8.0,8.666666666666666,0,0,0,1905,0.5047893524169922,440.1784362792969,571.3776245117188,0,,0.0,643,0,5.666666666666667,863,0,0
1493,897.6397821903229,3,,14,566.2017822265625,4.352941513061523,0,0,1,73,348,7.333333333333333,12.0,0,0,0,1841,0.5040000081062317,426.1971740722656,562.3330078125,0,,0.0,561,0,5.666666666666667,841,0,0
1494,898.2399775981903,1,,14,522.6572875976562,4.484848976135254,0,0,0,61,284,7.333333333333333,7.666666666666667,0,0,0,1835,0.5050026774406433,405.3521728515625,520.2594604492188,0,,0.0,592,0,5.333333333333333,883,0,0
1495,898.8391659259796,2,,4,569.5652465820312,4.417911052703857,0,0,2,66,317,7.666666666666667,8.0,0,0,0,1925,0.5040213465690613,438.3947448730469,565.6344604492188,0,,0.0,638,0,5.666666666666667,896,0,0
1496,899.4398918151855,1,,10,545.240966796875,4.385185718536377,0,0,2,63,289,7.666666666666667,9.0,0,0,0,1876,0.5054293274879456,421.8184509277344,541.3667602539062,0,,0.0,592,0,5.666666666666667,919,0,0
1497,900.0388774871826,2,,11,547.0166625976562,4.369004249572754,0,0,0,78,291,7.333333333333333,8.333333333333334,0,0,0,1865,0.5041919946670532,421.5774230957031,544.3106079101562,0,,0.0,587,0,5.666666666666667,896,0,0
1498,900.6392600536346,1,,8,566.441650390625,4.360958099365234,0,0,1,86,318,7.666666666666667,8.333333333333334,0,0,0,1898,0.5052160024642944,432.38616943359375,563.0056762695312,0,,0.0,594,0,5.666666666666667,890,0,0
1499,901.2381842136383,3,,7,594.4733276367188,4.2323503494262695,0,0,2,95,311,7.333333333333333,11.0,0,0,0,1956,0.5038506388664246,453.5124816894531,589.8364868164062,0,,0.0,586,0,6.0,952,0,0
1500,901.8383815288544,1,,2,580.3714599609375,4.2917985916137695,0,0,0,78,298,7.333333333333333,9.0,0,0,0,1923,0.5049600005149841,450.25048828125,578.0109252929688,0,,0.0,669,0,5.666666666666667,875,0,0
1501,902.4376735687256,0,,10,588.8576049804688,4.322153568267822,0,0,0,65,307,7.666666666666667,0.0,0,0,0,1988,0.5040640234947205,458.63348388671875,586.481201171875,0,,0.0,654,0,5.666666666666667,952,0,0
1502,903.0384664535522,1,,9,602.2715454101562,4.337492942810059,0,0,0,84,359,7.666666666666667,3.6666666666666665,0,0,0,1987,0.5055146813392639,458.34735107421875,599.4124755859375,0,,0.0,608,0,5.666666666666667,926,0,0
1503,903.6374814510345,1,,8,575.5503540039062,4.345203399658203,0,0,1,75,327,8.0,8.333333333333334,0,0,0,1907,0.5041706562042236,440.23724365234375,572.1802978515625,0,,0.0,608,0,5.666666666666667,887,0,0
1504,904.2374184131622,4,,12,577.765380859375,4.349068641662598,0,0,0,80,298,7.666666666666667,9.333333333333334,0,0,0,1956,0.5048533082008362,445.4258728027344,574.70556640625,0,,0.0,644,0,5.666666666666667,918,0,0
1505,904.8368220329285,0,,8,562.8898315429688,4.351004123687744,0,0,2,63,297,7.666666666666667,0.0,0,0,0,1936,0.5040000081062317,437.34124755859375,559.1371459960938,0,,0.0,586,0,5.666666666666667,980,0,0
1506,905.4375157356262,1,,8,558.1573486328125,4.351972579956055,0,0,0,81,306,7.0,9.0,0,0,0,1891,0.505407989025116,429.5585021972656,555.5816040039062,0,,0.0,588,0,5.666666666666667,907,0,0
1507,906.0365159511566,2,,10,543.3995361328125,4.352456569671631,0,0,1,62,290,7.333333333333333,8.666666666666666,0,0,0,1822,0.5042346715927124,419.1872253417969,540.1304321289062,0,,0.0,608,0,5.666666666666667,849,0,0
1508,906.6368641853333,1,,3,577.7114868164062,4.352698802947998,0,0,0,64,309,8.333333333333334,8.333333333333334,0,0,0,1949,0.5051946640014648,449.7843933105469,575.4662475585938,0,,0.0,661,0,5.666666666666667,911,0,0
1509,907.2362704277039,3,,9,567.1718139648438,4.352819919586182,0,0,2,81,310,7.333333333333333,11.333333333333334,0,0,0,1891,0.5042986869812012,432.3446044921875,562.7575073242188,0,,0.0,604,0,5.666666666666667,882,0,0
1510,907.8361451625824,0,,5,588.010986328125,4.228514194488525,0,0,0,72,329,7.666666666666667,0.0,0,0,0,1892,0.5049386620521545,448.93414306640625,582.4908447265625,1,,10.333333333333334,598,0,6.0,887,0,0
1511,908.4353189468384,1,,6,588.1966552734375,4.1689863204956055,0,0,0,85,290,7.0,3.6666666666666665,0,0,0,1908,0.5038933157920837,455.0398864746094,585.57958984375,0,,0.0,632,0,6.0,894,0,0
1512,909.0354464054108,3,,11,584.0889282226562,4.139846324920654,0,0,0,76,301,7.333333333333333,8.0,0,0,0,1911,0.5047253370285034,450.5116882324219,581.0916137695312,0,,0.0,556,0,6.0,964,0,0
1513,909.6336097717285,8,,9,588.88916015625,4.243720531463623,0,0,2,73,282,7.333333333333333,9.666666666666666,0,0,0,1939,0.5039359927177429,453.43658447265625,583.902587890625,0,,0.0,661,0,5.666666666666667,904,0,0
1514,910.233870267868,1,,7,590.281005859375,4.297637462615967,0,0,1,80,330,7.666666666666667,9.666666666666666,0,0,0,1955,0.5049813389778137,452.1903381347656,586.845458984375,0,,0.0,603,0,5.666666666666667,933,0,0
1515,910.8331038951874,1,,10,574.4168090820312,4.325112342834473,0,0,2,66,312,7.0,10.333333333333334,0,0,0,1908,0.5037013292312622,441.38385009765625,570.3478393554688,0,,0.0,617,0,5.666666666666667,900,0,0
1516,911.4338397979736,0,,9,570.8909912109375,4.338982105255127,0,0,1,69,313,7.333333333333333,0.0,0,0,0,1920,0.5055146813392639,440.2985534667969,567.7379760742188,0,,0.0,613,0,5.666666666666667,915,0,0
1517,912.0327978134155,1,,9,560.017578125,4.345950603485107,0,0,2,61,281,7.333333333333333,9.0,0,0,0,1935,0.5041919946670532,436.87109375,556.182861328125,0,,0.0,606,0,5.666666666666667,975,0,0
1518,912.6331264972687,1,,4,581.8164672851562,4.349442958831787,0,0,1,78,320,7.0,7.666666666666667,0,0,0,1947,0.5051946640014648,447.65997314453125,578.57861328125,0,,0.0,635,0,5.666666666666667,908,0,0
1519,913.2321779727936,1,,11,562.4619750976562,4.35119104385376,0,0,0,69,296,7.0,10.333333333333334,0,0,0,1887,0.5040000081062317,435.0716857910156,559.9415283203125,0,,0.0,642,0,5.666666666666667,868,0,0
1520,913.8322477340698,1,,7,581.9329223632812,4.352065563201904,0,0,1,87,330,7.0,3.0,0,0,0,1938,0.5048106908798218,443.9335021972656,578.460693359375,0,,0.0,607,0,5.666666666666667,905,0,0
1521,914.4315686225891,0,,12,551.00732421875,4.352503299713135,0,0,2,79,270,7.666666666666667,0.0,0,0,0,1879,0.5041066408157349,425.9122619628906,547.043212890625,0,,0.0,624,0,5.666666666666667,892,0,0
1522,915.0322659015656,4,,9,555.9703979492188,4.352721691131592,0,0,0,69,284,6.666666666666667,13.0,0,0,0,1907,0.5054720044136047,431.84930419921875,553.1972045898438,0,,0.0,618,0,5.666666666666667,923,0,0
1523,915.631338596344,0,,6,566.8872680664062,4.228468418121338,0,0,1,80,302,8.0,0.0,0,0,0,1852,0.5041706562042236,435.4604187011719,563.6692504882812,0,,0.0,583,0,6.0,880,0,0
1524,916.2313523292542,2,,6,591.1898803710938,4.289802074432373,0,0,3,66,333,7.666666666666667,6.0,0,0,0,1930,0.5049600005149841,451.4263916015625,586.2479248046875,0,,0.0,616,0,5.666666666666667,904,0,0
1525,916.8305461406708,2,,5,548.251953125,4.321141242980957,0,0,1,69,288,7.666666666666667,10.333333333333334,0,0,0,1839,0.50408536195755,423.8782043457031,545.0568237304688,0,,0.0,599,0,5.666666666666667,875,0,0
1526,917.4315803050995,1,,4,542.3661499023438,4.336982727050781,0,0,1,48,285,7.333333333333333,9.666666666666666,0,0,0,1850,0.5057706832885742,424.48052978515625,539.5972290039062,0,,0.0,606,0,5.666666666666667,905,0,0
1527,918.0303022861481,1,,3,550.7510375976562,4.344947338104248,0,0,0,75,299,7.333333333333333,7.666666666666667,0,0,0,1880,0.5044053196907043,426.9178771972656,548.4298095703125,0,,0.0,571,0,5.666666666666667,931,0,0
1528,918.6306209564209,2,,8,537.9305419921875,4.224796295166016,0,0,0,81,264,7.0,8.333333333333334,0,0,0,1780,0.5052800178527832,415.7421569824219,535.3140869140625,0,,0.0,587,0,6.0,838,0,0
1529,919.229489326477,0,,5,523.2831420898438,4.287911891937256,0,0,0,58,269,7.333333333333333,0.0,0,0,0,1768,0.5040000081062317,409.2433776855469,521.30029296875,0,,0.0,568,0,5.666666666666667,868,0,0
1530,919.8301906585693,0,,9,575.17578125,4.320181369781494,0,0,0,83,327,7.0,0.0,0,0,0,1895,0.5054933428764343,439.4534912109375,572.5674438476562,0,,0.0,609,0,5.666666666666667,867,0,0
1531,920.4291865825653,2,,6,566.8162231445312,4.3364996910095215,0,0,0,76,291,7.333333333333333,8.333333333333334,0,0,0,1918,0.504149317741394,439.83245849609375,564.2709350585938,0,,0.0,635,0,5.666666666666667,908,0,0
1532,921.0297372341156,1,,6,553.5569458007812,4.344704627990723,0,0,1,100,279,7.0,9.0,0,0,0,1864,0.5054720044136047,424.539306640625,550.16552734375,0,,0.0,628,0,5.666666666666667,849,0,0
1533,921.6289060115814,2,,8,524.9038696289062,4.348818778991699,0,0,1,67,250,7.333333333333333,8.666666666666666,0,0,0,1826,0.5043200254440308,410.5497741699219,521.801513671875,0,,0.0,588,0,5.666666666666667,910,0,0
1534,922.228720664978,2,,6,517.147705078125,4.350878715515137,0,0,1,68,264,7.333333333333333,8.666666666666666,0,0,0,1770,0.5048106908798218,401.1368103027344,514.0546875,0,,0.0,569,0,5.666666666666667,860,0,0
1535,922.8280870914459,2,,8,542.3165893554688,4.351909637451172,0,0,0,57,267,7.666666666666667,8.333333333333334,0,0,0,1884,0.5039146542549133,426.3038024902344,540.0215454101562,0,,0.0,608,0,5.666666666666667,942,0,0
1536,923.428215265274,3,,10,563.194091796875,4.3524250984191895,0,0,1,72,296,7.333333333333333,7.333333333333333,0,0,0,1915,0.5048106908798218,434.5621643066406,559.667724609375,0,,0.0,609,0,5.666666666666667,924,0,0
1537,924.0275583267212,0,,8,567.9772338867188,4.352683067321777,0,0,1,88,318,7.333333333333333,0.0,0,0,0,1900,0.5038719773292542,433.7714538574219,564.6309204101562,0,,0.0,586,0,5.666666666666667,899,0,0
1538,924.6278502941132,1,,1,527.5146484375,4.352811813354492,0,0,0,54,278,7.666666666666667,9.666666666666666,0,0,0,1810,0.5049600005149841,413.6554260253906,525.57861328125,0,,0.0,587,0,5.666666666666667,889,0,0
1539,925.2270464897156,0,,3,504.8880920410156,4.352876663208008,0,0,1,63,260,7.0,0.0,0,0,0,1739,0.5038719773292542,393.90863037109375,502.2186584472656,0,,0.0,545,0,5.666666666666667,867,0,0
1540,925.8271408081055,1,,2,378.4084167480469,4.352909088134766,0,0,0,41,194,6.666666666666667,9.666666666666666,0,0,0,1340,0.5047039985656738,298.3995361328125,376.942138671875,0,,0.0,386,0,5.666666666666667,716,0,0
1541,926.4252464771271,3,,3,479.9511413574219,4.352924823760986,0,0,1,46,259,7.333333333333333,10.333333333333334,0,0,0,1649,0.5038293600082397,373.8702392578125,477.1042175292969,0,,0.0,497,0,5.666666666666667,840,0,0
1542,927.0253915786743,1,,6,492.6932678222656,4.352932929992676,0,0,1,53,255,7.666666666666667,9.0,0,0,0,1714,0.5044266581535339,385.2082214355469,489.9363098144531,0,,0.0,516,0,5.666666666666667,882,0,0
1543,927.6232924461365,2,,4,446.7628173828125,4.228567123413086,0,0,3,51,195,7.0,8.666666666666666,0,0,0,1525,0.5034880042076111,350.3839111328125,442.54852294921875,0,,0.0,487,0,6.0,783,0,0
1544,928.2231733798981,0,,9,505.4066467285156,4.289853096008301,0,0,1,58,248,7.333333333333333,0.0,0,0,0,1721,0.50408536195755,394.81634521484375,502.5986022949219,0,,0.0,552,0,5.666666666666667,853,0,0
1545,928.8216133117676,0,,8,505.70489501953125,4.3211669921875,0,0,3,57,245,7.333333333333333,0.0,0,0,0,1728,0.5035306811332703,393.69952392578125,501.4263916015625,0,,0.0,559,0,5.666666666666667,856,0,0
1546,929.4215762615204,2,,4,527.1156616210938,4.336996078491211,0,0,2,68,289,7.333333333333333,8.333333333333334,0,0,0,1760,0.504256010055542,404.3471374511719,523.2138061523438,0,,0.0,557,0,5.666666666666667,838,0,0
1547,930.0198159217834,0,,5,567.3843383789062,4.476369857788086,0,0,2,88,312,7.333333333333333,0.0,0,0,0,1951,0.5034880042076111,435.11328125,563.4946899414062,0,,0.0,636,0,5.333333333333333,908,0,0
1548,930.6197025775909,3,,10,537.1832275390625,4.413792610168457,0,0,0,68,290,8.333333333333334,8.0,0,0,0,1856,0.5041279792785645,415.45599365234375,534.5274658203125,0,,0.0,580,0,5.666666666666667,905,0,0
1549,931.21852684021,0,,5,548.1719360351562,4.383155345916748,0,0,2,82,304,7.666666666666667,0.0,0,0,0,1858,0.5039146542549133,419.8653259277344,544.3115844726562,0,,0.0,569,0,5.666666666666667,896,0,0
1550,931.8177945613861,1,,11,566.3527221679688,4.367995738983154,0,0,0,73,291,7.666666666666667,7.666666666666667,0,0,0,1938,0.5040000081062317,439.8724365234375,563.8179321289062,0,,0.0,635,0,5.666666666666667,927,0,0
1551,932.4162640571594,4,,7,591.8683471679688,4.36045503616333,0,0,1,70,319,7.333333333333333,5.333333333333333,0,0,0,1985,0.5034453272819519,456.0618591308594,588.2385864257812,0,,0.0,653,0,5.666666666666667,931,0,0
1552,933.0148642063141,2,,5,558.3517456054688,4.35669469833374,0,0,0,65,298,7.666666666666667,7.0,0,0,0,1865,0.5039786696434021,432.5721740722656,555.9442749023438,0,,0.0,647,0,5.666666666666667,848,0,0
1553,933.6133229732513,2,,3,559.7025756835938,4.354816913604736,0,0,2,68,303,7.666666666666667,10.333333333333334,0,0,0,1875,0.5035733580589294,431.1924743652344,555.7811889648438,0,,0.0,611,0,5.666666666666667,886,0,0
1554,934.2120978832245,3,,7,590.3853149414062,4.353878498077393,0,0,1,64,333,7.0,7.333333333333333,0,0,0,1968,0.5042133331298828,454.00982666015625,586.8977661132812,0,,0.0,634,0,5.666666666666667,926,0,0
1555,934.8103911876678,3,,4,560.4013671875,4.353409767150879,0,0,1,73,305,7.333333333333333,9.666666666666666,0,0,0,1877,0.5034666657447815,431.1556701660156,557.0213623046875,0,,0.0,606,0,5.666666666666667,885,0,0
1556,935.4091310501099,2,,10,553.3563842773438,4.353175163269043,0,0,1,57,281,8.333333333333334,13.0,0,0,0,1896,0.5042133331298828,431.4593200683594,550.17578125,0,,0.0,620,0,5.666666666666667,925,0,0
1557,936.0073673725128,0,,10,564.3668823242188,4.353057861328125,0,0,2,53,312,7.333333333333333,0.0,0,0,0,1882,0.5034239888191223,435.487060546875,560.5931396484375,0,,0.0,618,0,5.666666666666667,887,0,0
1558,936.6061809062958,0,,8,554.62060546875,4.352999210357666,0,0,1,64,290,7.333333333333333,0.0,0,0,0,1875,0.5043413043022156,430.48773193359375,551.6458740234375,0,,0.0,628,0,5.666666666666667,884,0,0
1559,937.2044179439545,4,,6,581.7135620117188,4.352970600128174,0,0,2,80,316,7.666666666666667,7.333333333333333,0,0,0,1941,0.5034880042076111,444.73040771484375,577.250732421875,0,,0.0,622,0,5.666666666666667,911,0,0
1560,937.8043749332428,1,,11,559.5010375976562,4.3529558181762695,0,0,1,76,295,7.333333333333333,9.666666666666666,0,0,0,1910,0.5042986869812012,431.76226806640625,556.1530151367188,0,,0.0,591,0,5.666666666666667,935,0,0
1561,938.4028027057648,0,,11,525.028564453125,4.484856128692627,0,0,0,66,287,7.333333333333333,0.0,0,0,0,1815,0.5037226676940918,406.2082214355469,522.7758178710938,0,,0.0,613,0,5.333333333333333,838,0,0
1562,939.0026295185089,1,,4,561.912841796875,4.417913913726807,0,0,2,74,295,7.333333333333333,3.0,0,0,0,1947,0.5042346715927124,435.5143127441406,558.10693359375,0,,0.0,620,0,5.666666666666667,951,0,0
1563,939.6010005474091,4,,7,577.5582275390625,4.385186672210693,0,0,1,68,332,7.333333333333333,6.333333333333333,0,0,0,1932,0.5037013292312622,442.1084289550781,573.9302978515625,0,,0.0,611,0,5.666666666666667,909,0,0
1564,940.2007787227631,4,,8,551.279541015625,4.369004726409912,0,0,1,97,269,7.0,6.666666666666667,0,0,0,1894,0.5042346715927124,424.1079406738281,547.5293579101562,0,,0.0,612,0,5.666666666666667,903,0,0
1565,940.7991600036621,1,,8,553.0479736328125,4.360958099365234,0,0,0,74,296,7.0,3.6666666666666665,0,0,0,1869,0.5035093426704407,427.36871337890625,550.5812377929688,0,,0.0,606,0,5.666666666666667,884,0,0
1566,941.3990597724915,3,,8,518.6671752929688,4.356945991516113,0,0,0,62,264,7.0,10.666666666666666,0,0,0,1790,0.5041919946670532,404.3082275390625,516.2130737304688,0,,0.0,567,0,5.666666666666667,886,0,0
1567,941.9974181652069,1,,7,550.975830078125,4.354942798614502,0,0,1,61,284,7.333333333333333,9.0,0,0,0,1865,0.5035306811332703,428.5271301269531,547.9610595703125,0,,0.0,629,0,5.666666666666667,882,0,0
1568,942.5973436832428,0,,4,542.3298950195312,4.353941917419434,0,0,1,75,276,7.0,0.0,0,0,0,1857,0.5041919946670532,421.66656494140625,539.4244384765625,0,,0.0,601,0,5.666666666666667,900,0,0
1569,943.1956255435944,0,,10,566.3256225585938,4.3534417152404785,0,0,2,84,302,7.666666666666667,0.0,0,0,0,1898,0.5034453272819519,433.5430908203125,562.2467651367188,0,,0.0,610,0,5.666666666666667,890,0,0
1570,943.7942781448364,1,,4,540.1509399414062,4.35319185256958,0,0,2,79,293,7.0,8.333333333333334,0,0,0,1819,0.5042133331298828,414.23681640625,536.2493896484375,0,,0.0,569,0,5.666666666666667,871,0,0
1571,944.3926961421967,0,,7,555.44580078125,4.484981536865234,0,0,0,65,316,7.0,0.0,0,0,0,1911,0.5035306811332703,429.7845458984375,553.2199096679688,0,,0.0,635,0,5.333333333333333,888,0,0
1572,944.9926764965057,3,,10,552.0972290039062,4.417975425720215,0,0,0,67,293,6.666666666666667,11.0,0,0,0,1910,0.5042773485183716,428.2322692871094,549.4384765625,0,,0.0,614,0,5.666666666666667,923,0,0
1573,945.5909311771393,2,,13,555.0133666992188,4.385217189788818,0,0,1,66,286,7.0,9.0,0,0,0,1900,0.5035733580589294,429.7976379394531,551.6334838867188,0,,0.0,622,0,5.666666666666667,910,0,0
1574,946.1917247772217,2,,10,543.3938598632812,4.369019985198975,0,0,1,84,289,7.0,9.0,0,0,0,1845,0.5053866505622864,416.4251403808594,539.9085693359375,0,,0.0,586,0,5.666666666666667,873,0,0
1575,946.7903661727905,0,,7,536.7372436523438,4.360966205596924,0,0,2,67,263,7.666666666666667,0.0,0,0,0,1853,0.5035093426704407,418.5779113769531,533.1072387695312,0,,0.0,601,0,5.666666666666667,913,0,0
1576,947.3903949260712,1,,11,549.2955932617188,4.356950283050537,0,0,1,69,283,7.0,10.333333333333334,0,0,0,1867,0.5043413043022156,425.16510009765625,546.0712280273438,0,,0.0,614,0,5.666666666666667,888,0,0
1577,947.9887127876282,0,,6,562.0237426757812,4.354944705963135,0,0,1,60,310,7.666666666666667,0.0,0,0,0,1907,0.5035520195960999,435.975830078125,559.0858154296875,0,,0.0,591,0,5.666666666666667,939,0,0
1578,948.5875656604767,0,,7,563.2499389648438,4.229516506195068,0,0,2,73,265,7.666666666666667,0.0,0,0,0,1873,0.5043200254440308,435.3389587402344,556.3222045898438,1,,10.333333333333334,611,0,6.0,914,0,0
1579,949.185760974884,1,,8,572.9758911132812,4.290341377258301,0,0,0,68,314,7.333333333333333,7.666666666666667,0,0,0,1892,0.5035093426704407,442.01593017578125,570.4656982421875,0,,0.0,607,0,5.666666666666667,894,0,0
1580,949.7856709957123,3,,13,619.0399169921875,4.198814392089844,0,0,0,74,358,7.0,6.666666666666667,0,0,0,1951,0.5041919946670532,469.729248046875,615.7960205078125,0,,0.0,620,0,6.0,883,0,0
1581,950.3840112686157,0,,4,562.18115234375,4.274488925933838,0,0,1,65,295,7.666666666666667,0.0,0,0,0,1867,0.5035520195960999,436.39361572265625,559.2556762695312,0,,0.0,606,0,5.666666666666667,896,0,0
1582,950.9838728904724,2,,5,561.5926513671875,4.313358306884766,0,0,0,78,300,7.333333333333333,7.666666666666667,0,0,0,1893,0.504149317741394,433.9825439453125,559.0181274414062,0,,0.0,587,0,5.666666666666667,921,0,0
1583,951.5824100971222,0,,12,536.593017578125,4.333059310913086,0,0,0,77,265,7.666666666666667,0.0,0,0,0,1838,0.5037226676940918,417.09539794921875,534.1936645507812,0,,0.0,592,0,5.666666666666667,892,0,0
1584,952.1821513175964,0,,6,524.7106323242188,4.342977523803711,0,0,0,67,279,7.333333333333333,0.0,0,0,0,1776,0.5041919946670532,407.2077331542969,522.5798950195312,0,,0.0,575,0,5.666666666666667,849,0,0
1585,952.7806651592255,2,,3,554.6797485351562,4.347953796386719,0,0,1,73,293,7.666666666666667,8.666666666666666,0,0,0,1889,0.5038506388664246,429.68499755859375,551.5068969726562,0,,0.0,591,0,5.666666666666667,926,0,0
1586,953.3807365894318,1,,8,559.8626708984375,4.350445747375488,0,0,0,56,304,6.666666666666667,10.333333333333334,0,0,0,1919,0.5047039985656738,436.50714111328125,557.5675659179688,0,,0.0,592,0,5.666666666666667,958,0,0
1587,953.9787895679474,0,,5,512.1922607421875,4.351693153381348,0,0,0,69,247,7.333333333333333,0.0,0,0,0,1794,0.5037226676940918,402.72332763671875,510.20037841796875,0,,0.0,564,0,5.666666666666667,909,0,0
1588,954.5786020755768,2,,2,516.3349609375,4.3523173332214355,0,0,0,62,279,7.333333333333333,11.0,0,0,0,1760,0.5041066408157349,401.4105224609375,514.1491088867188,0,,0.0,551,0,5.666666666666667,864,0,0
1589,955.1773819923401,2,,10,518.79296875,4.3526291847229,0,0,1,59,271,7.0,8.0,0,0,0,1762,0.5038933157920837,401.744384765625,515.6353759765625,0,,0.0,569,0,5.666666666666667,850,0,0
1590,955.7768204212189,1,,10,545.8906860351562,4.228424072265625,0,0,2,67,270,7.666666666666667,5.0,0,0,0,1816,0.5041066408157349,422.48138427734375,541.8953857421875,0,,0.0,574,0,6.0,892,0,0
1591,956.3751332759857,1,,6,580.0226440429688,4.289779186248779,0,0,0,68,324,8.0,7.666666666666667,0,0,0,1906,0.5033386945724487,446.9637451171875,577.5392456054688,0,,0.0,610,0,5.666666666666667,897,0,0
1592,956.9736838340759,1,,8,579.8445434570312,4.321129322052002,0,0,0,63,335,7.333333333333333,5.666666666666667,0,0,0,1916,0.5040000081062317,446.05224609375,577.32958984375,0,,0.0,603,0,5.666666666666667,906,0,0
1593,957.5724143981934,0,,9,540.7576904296875,4.336977005004883,0,0,1,68,288,7.0,0.0,0,0,0,1824,0.5037226676940918,417.8116455078125,537.7061157226562,0,,0.0,580,0,5.666666666666667,878,0,0
1594,958.172012090683,1,,12,546.7485961914062,4.344944477081299,0,0,0,83,289,7.333333333333333,11.0,0,0,0,1854,0.5040426850318909,420.65045166015625,544.0731811523438,0,,0.0,579,0,5.666666666666667,890,0,0
1595,958.7704610824585,2,,13,548.7718505859375,4.348938941955566,0,0,3,70,284,7.333333333333333,8.333333333333334,0,0,0,1832,0.5034880042076111,420.0015869140625,543.7950439453125,0,,0.0,611,0,5.666666666666667,849,0,0
1596,959.3690483570099,0,,8,528.75341796875,4.3509392738342285,0,0,1,51,266,8.0,0.0,0,0,0,1822,0.50408536195755,414.7479248046875,526.01904296875,0,,0.0,595,0,5.666666666666667,901,0,0
1597,959.967467546463,1,,3,515.7593383789062,4.351940155029297,0,0,1,59,256,6.666666666666667,7.666666666666667,0,0,0,1785,0.5034666657447815,404.47747802734375,513.0160522460938,0,,0.0,572,0,5.666666666666667,893,0,0
1598,960.5663273334503,1,,8,491.2748718261719,4.35244083404541,0,0,0,61,228,7.333333333333333,7.666666666666667,0,0,0,1768,0.5044479966163635,389.0454406738281,489.2303161621094,0,,0.0,518,0,5.666666666666667,952,0,0
1599,961.1643736362457,2,,4,546.532958984375,4.228335380554199,0,0,1,68,267,7.0,8.333333333333334,0,0,0,1844,0.5033813118934631,426.6064758300781,543.3988647460938,0,,0.0,563,0,6.0,939,0,0
