Counter,Time,Bin1 MToF,Bin 14,Bin 2,Bin 5,Bin 9,PM10,Bin 8,Bin 0,Checksum,Bin7 MToF,Bin 3,Bin 10,Bin 12,SFR,Bin 15,Bin5 MToF,PM2.5,Pressure,Bin 1,PM1,Bin3 MToF,Bin 13,Bin 4,Bin 7,Bin 6,Bin 11,Temperature,Sampling Period
122,72.8692831993103,0.0,0,1,0,0,2.0487356185913086,0,2,5,0.0,0,0,0,3.479473114013672,0,0.0,1.9605294466018677,,0,0.9982703924179077,0.0,0,2,0,0,0,,0.5045333504676819
123,73.46765899658203,0.0,0,1,0,0,1.1607117652893066,0,2,3,0.0,0,0,0,3.479473114013672,0,0.0,1.155868649482727,,0,0.8452458381652832,0.0,0,0,0,0,0,,0.5039573311805725
124,74.07016158103943,0.0,0,0,0,0,5.583151340484619,0,2,4,11.0,1,0,0,3.479473114013672,0,0.0,1.7877800464630127,,0,0.5523740649223328,9.0,0,0,1,0,0,,0.5045546889305115
125,74.66832304000854,7.666666666666667,0,0,0,0,2.078015089035034,0,2,6,0.0,2,0,0,3.4703540802001953,0,0.0,2.049603223800659,,2,1.3929747343063354,7.0,0,0,0,0,0,,0.5035520195960999
126,75.26738977432251,7.666666666666667,0,0,0,0,1.060721755027771,0,3,4,0.0,0,0,0,3.4658870697021484,0,0.0,1.0604934692382812,,1,0.9789751768112183,0.0,0,0,0,0,0,,0.5035093426704407
127,75.87390518188477,7.333333333333333,0,0,0,0,2.143427610397339,0,4,7,0.0,0,0,0,3.462491512298584,0,0.0,2.100991725921631,,2,1.6212846040725708,0.0,0,1,0,0,0,,0.5033599734306335
128,76.47284317016602,6.0,0,1,0,0,7.362578868865967,0,3,8,9.666666666666666,1,0,0,3.480203866958618,0,0.0,3.5616159439086914,,2,1.8950814008712769,7.0,0,0,1,0,0,,0.5044053196907043
129,77.07061290740967,0.0,0,0,1,0,1.8008267879486084,0,3,5,0.0,0,0,0,3.480203866958618,0,9.0,1.6009637117385864,,0,0.7474952340126038,0.0,0,1,0,0,0,,0.5035733580589294
130,77.67258548736572,0.0,0,0,0,0,0.2126711905002594,0,1,1,0.0,0,0,0,3.480203866958618,0,0.0,0.21266743540763855,,0,0.2067650854587555,0.0,0,0,0,0,0,,0.5046613216400146
131,78.2708728313446,0.0,0,3,0,0,4.9010701179504395,0,2,7,0.0,1,0,0,3.480203866958618,0,0.0,3.915114164352417,,0,1.8619751930236816,7.0,0,0,0,1,0,,0.503765344619751
132,78.8781898021698,0.0,0,1,0,0,1.1596825122833252,0,2,3,0.0,0,0,0,3.480203866958618,0,0.0,1.1548436880111694,,0,0.8444963693618774,0.0,0,0,0,0,0,,0.5042986869812012
133,79.4850857257843,0.0,0,1,0,0,138.68954467773438,0,2,5,0.0,1,0,0,3.480203866958618,0,0.0,1.7308131456375122,,0,0.9801091551780701,7.0,0,0,0,0,1,,0.5034239888191223
134,80.08989143371582,0.0,0,0,0,0,13.72544002532959,1,1,2,0.0,0,0,0,3.480203866958618,0,0.0,1.2321884632110596,,0,0.20857104659080505,0.0,0,0,0,0,0,,0.5039786696434021
135,80.70086216926575,0.0,0,0,0,0,0.8526671528816223,0,4,4,0.0,0,0,0,3.480203866958618,0,0.0,0.8526521325111389,,0,0.828987717628479,0.0,0,0,0,0,0,,0.5034880042076111
136,81.30088019371033,0.0,0,0,0,0,6.496209621429443,0,4,7,14.333333333333334,0,0,0,3.480203866958618,0,0.0,2.629255533218384,,0,0.9867518544197083,0.0,0,2,1,0,0,,0.5041706562042236
137,81.91211557388306,0.0,0,3,1,0,3.9833695888519287,0,1,7,0.0,1,0,0,3.480203866958618,0,12.333333333333334,3.7551987171173096,,0,1.7599070072174072,9.0,0,1,0,0,0,,0.5038933157920837
138,82.51167845726013,5.0,0,0,0,0,1.0497452020645142,0,3,4,0.0,0,0,0,3.4970903396606445,0,0.0,1.0495191812515259,,1,0.968844473361969,0.0,0,0,0,0,0,,0.5042346715927124
139,83.12126421928406,7.666666666666667,0,0,0,0,1.8887876272201538,0,3,6,0.0,0,0,0,3.482673406600952,0,0.0,1.8881285190582275,,3,1.680222511291504,0.0,0,0,0,0,0,,0.5035093426704407
140,83.72105312347412,5.0,0,0,0,0,1.8582401275634766,0,3,6,0.0,1,0,0,3.5160248279571533,0,0.0,1.8440111875534058,,2,1.4458556175231934,7.666666666666667,0,0,0,0,0,,0.5040426850318909
141,84.31944370269775,9.0,0,0,0,0,1.2587355375289917,0,2,4,0.0,0,0,0,3.484231472015381,0,0.0,1.258296251296997,,2,1.1197423934936523,0.0,0,0,0,0,0,,0.5034666657447815
142,84.93083810806274,6.333333333333333,0,1,0,0,3.0215086936950684,0,5,9,0.0,1,0,0,3.4961185455322266,0,0.0,3.002394199371338,,2,2.29341983795166,9.0,0,0,0,0,0,,0.5044266581535339
143,85.52924418449402,7.666666666666667,0,0,0,0,0.8318004012107849,0,0,2,0.0,0,0,0,3.486375570297241,0,0.0,0.8313692808151245,,2,0.7047982215881348,0.0,0,0,0,0,0,,0.5038080215454102
144,86.12910294532776,6.0,0,1,1,0,3.552969217300415,0,4,9,0.0,0,0,0,3.5035500526428223,0,8.333333333333334,3.3495352268218994,,2,2.0750021934509277,0.0,0,1,0,0,0,,0.5044053196907043
145,86.7275161743164,5.0,0,1,0,0,1.3487728834152222,0,1,3,0.0,0,0,0,3.520275592803955,0,0.0,1.3437750339508057,,1,0.9798614382743835,0.0,0,0,0,0,0,,0.5038506388664246
146,87.33629035949707,6.333333333333333,0,0,0,0,1.4404314756393433,0,3,5,0.0,1,0,0,3.5258328914642334,0,0.0,1.4264706373214722,,1,1.0923384428024292,7.666666666666667,0,0,0,0,0,,0.5045973062515259
147,87.93448090553284,0.0,0,2,0,0,1.660685420036316,0,1,3,0.0,0,0,0,3.5258328914642334,0,0.0,1.651134967803955,,0,1.0554090738296509,0.0,0,0,0,0,0,,0.5038293600082397
148,88.53445219993591,0.0,0,1,1,0,3.067233085632324,0,4,8,0.0,2,0,0,3.5258328914642334,0,11.0,2.8793632984161377,,0,1.5524909496307373,11.0,0,0,0,0,0,,0.504917323589325
149,89.13539028167725,5.666666666666667,0,0,0,0,1.0261319875717163,0,1,3,0.0,0,0,0,3.547577142715454,0,0.0,1.0257047414779663,,2,0.8955557942390442,0.0,0,0,0,0,0,,0.5039573311805725
150,89.73782539367676,7.0,0,2,0,0,16.732826232910156,1,2,9,0.0,0,0,0,3.5460824966430664,0,0.0,4.478450298309326,,4,2.63547945022583,0.0,0,0,0,0,0,,0.5046826601028442
151,90.33618950843811,5.666666666666667,0,0,0,0,0.6158848404884338,0,1,2,0.0,0,0,0,3.5568907260894775,0,0.0,0.6156699061393738,,1,0.5478771328926086,0.0,0,0,0,0,0,,0.5039786696434021
152,90.93586921691895,0.0,0,0,0,0,0.6244955062866211,0,3,3,0.0,0,0,0,3.5568907260894775,0,0.0,0.6244844794273376,,0,0.6071526408195496,0.0,0,0,0,0,0,,0.5044693350791931
153,91.53491258621216,6.333333333333333,0,2,0,0,1.8433151245117188,0,0,3,0.0,0,0,0,3.5619559288024902,0,0.0,1.8336513042449951,,1,1.1876118183135986,0.0,0,0,0,0,0,,0.5036799907684326
154,92.13804221153259,0.0,0,1,1,0,1.830471396446228,0,2,4,0.0,0,0,0,3.5619559288024902,0,9.666666666666666,1.6715983152389526,,0,0.8721081018447876,0.0,0,0,0,0,0,,0.5046186447143555
155,92.74014043807983,6.666666666666667,0,1,0,0,2.7463643550872803,0,2,7,0.0,1,0,0,3.56829571723938,0,0.0,2.7274186611175537,,3,1.9875867366790771,7.666666666666667,0,0,0,0,0,,0.5039359927177429
156,93.3432834148407,5.333333333333333,0,1,0,0,2.135590076446533,0,3,6,0.0,0,0,0,3.59479022026062,0,0.0,2.130481719970703,,2,1.7014927864074707,0.0,0,0,0,0,0,,0.50408536195755
157,93.94174909591675,7.0,0,0,0,0,6.0406036376953125,0,3,6,10.333333333333334,0,0,0,3.592456102371216,0,0.0,2.369432210922241,,2,1.2915732860565186,0.0,0,0,1,0,0,,0.5034239888191223
158,94.54055786132812,0.0,0,0,0,0,0.20596495270729065,0,1,1,0.0,0,0,0,3.592456102371216,0,0.0,0.20596133172512054,,0,0.20024509727954865,0.0,0,0,0,0,0,,0.5048106908798218
159,95.14159750938416,5.666666666666667,0,1,1,0,2.2144510746002197,0,2,5,0.0,0,0,0,3.6027746200561523,0,9.666666666666666,2.0569634437561035,,1,1.2042713165283203,0.0,0,0,0,0,0,,0.5039573311805725
160,95.7425606250763,7.666666666666667,0,0,1,0,3.14357590675354,0,4,9,0.0,0,0,0,3.5760037899017334,0,7.666666666666667,2.98913311958313,,4,2.225019693374634,0.0,0,0,0,0,0,,0.5044693350791931
161,96.3416633605957,4.333333333333333,0,0,0,0,1.4336731433868408,0,5,6,0.0,0,0,0,3.5979321002960205,0,0.0,1.4334460496902466,,1,1.3435053825378418,0.0,0,0,0,0,0,,0.5036799907684326
162,96.94480967521667,0.0,0,2,0,0,1.8293534517288208,0,2,4,0.0,0,0,0,3.5979321002960205,0,0.0,1.820011854171753,,0,1.2318249940872192,0.0,0,0,0,0,0,,0.5049600005149841
163,97.54691052436829,3.6666666666666665,0,1,0,0,1.7181055545806885,0,3,5,0.0,0,0,0,3.625580310821533,0,0.0,1.7132467031478882,,1,1.3486460447311401,0.0,0,0,0,0,0,,0.5039786696434021
164,98.14925336837769,0.0,0,0,0,0,0.40835627913475037,0,2,2,0.0,0,0,0,3.625580310821533,0,0.0,0.40834906697273254,,0,0.397015780210495,0.0,0,0,0,0,0,,0.5045760273933411
165,98.747563123703,0.0,0,0,0,0,1.2450628280639648,0,4,5,0.0,0,0,0,3.625580310821533,0,0.0,1.2049949169158936,,0,0.8690563440322876,0.0,0,1,0,0,0,,0.5039146542549133
166,99.35002326965332,0.0,0,0,2,0,2.392852544784546,0,5,7,0.0,0,0,0,3.625580310821533,0,8.666666666666666,2.089909791946411,,0,1.0859601497650146,0.0,0,0,0,0,0,,0.5045546889305115
167,99.94861388206482,0.0,0,1,0,0,0.7050787210464478,0,0,1,0.0,0,0,0,3.625580310821533,0,0.0,0.7004378437995911,,0,0.41368013620376587,0.0,0,0,0,0,0,,0.5039573311805725
168,100.55101561546326,4.333333333333333,0,0,1,0,1.0787484645843506,0,0,2,0.0,0,0,0,3.6472887992858887,0,9.0,0.9279944896697998,,1,0.38273242115974426,0.0,0,0,0,0,0,,0.5045973062515259
169,101.14936518669128,0.0,0,1,0,0,0.9040941596031189,0,1,2,0.0,0,0,0,3.6472887992858887,0,0.0,0.8994773626327515,,0,0.6087865233421326,0.0,0,0,0,0,0,,0.5039573311805725
170,101.75148248672485,6.0,0,0,0,0,1.398444414138794,0,3,5,0.0,0,0,0,3.660611152648926,0,0.0,1.3980233669281006,,2,1.2607476711273193,0.0,0,0,0,0,0,,0.5042986869812012
171,102.35592985153198,0.0,0,1,1,0,1.784912109375,0,2,4,0.0,0,0,0,3.660611152648926,0,9.666666666666666,1.6299933195114136,,0,0.8504018783569336,0.0,0,0,0,0,0,,0.5035520195960999
172,102.96849942207336,5.0,0,1,0,0,3.258868455886841,0,2,5,0.0,0,0,0,3.6761584281921387,0,0.0,2.3475794792175293,,1,1.1538289785385132,0.0,0,0,0,1,0,,0.5037440061569214
173,103.5667495727539,5.666666666666667,0,0,1,0,1.8742659091949463,0,4,6,0.0,0,0,0,3.685551881790161,0,7.0,1.7247974872589111,,1,1.1619000434875488,0.0,0,0,0,0,0,,0.5037013292312622
174,104.17792558670044,0.0,0,2,0,0,2.792297124862671,0,3,7,0.0,1,0,0,3.685551881790161,0,0.0,2.73063588142395,,0,1.598793864250183,7.666666666666667,0,1,0,0,0,,0.504256010055542
175,104.77619123458862,9.0,0,1,0,0,1.7194881439208984,0,1,4,0.0,0,0,0,3.6648409366607666,0,0.0,1.675027847290039,,1,1.0150963068008423,0.0,0,1,0,0,0,,0.5035093426704407
176,105.37616729736328,0.0,0,0,0,0,0.9913958311080933,0,3,4,0.0,1,0,0,3.6648409366607666,0,0.0,0.9781608581542969,,0,0.716646134853363,9.666666666666666,0,0,0,0,0,,0.5042773485183716
177,105.9845621585846,0.0,0,0,0,0,3.1500165462493896,0,3,6,0.0,2,0,0,3.6648409366607666,0,0.0,2.2138352394104004,,0,0.8643368482589722,9.0,0,0,0,1,0,,0.5035306811332703
178,106.59713673591614,9.333333333333334,0,0,0,0,1.3940343856811523,0,1,4,0.0,1,0,0,3.6196887493133545,0,0.0,1.3802355527877808,,2,1.0052590370178223,7.0,0,0,0,0,0,,0.5045973062515259
179,107.19926714897156,7.0,0,1,0,0,1.1076527833938599,0,0,2,0.0,0,0,0,3.618074893951416,0,0.0,1.102792501449585,,1,0.7543286085128784,0.0,0,0,0,0,0,,0.5037440061569214
180,107.80661177635193,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.618074893951416,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5043626427650452
181,108.40987491607666,5.666666666666667,0,0,0,0,1.402728796005249,0,3,5,0.0,1,0,0,3.6281163692474365,0,0.0,1.389133334159851,,1,1.0637469291687012,7.666666666666667,0,0,0,0,0,,0.5035520195960999
182,109.00963425636292,0.0,0,1,1,0,1.7993738651275635,0,2,4,0.0,0,0,0,3.6281163692474365,0,15.0,1.6431998014450073,,0,0.8572920560836792,0.0,0,0,0,0,0,,0.5039786696434021
183,109.6080846786499,0.0,0,0,0,0,0.4090219736099243,0,2,2,0.0,0,0,0,3.6281163692474365,0,0.0,0.4090147614479065,,0,0.39766302704811096,0.0,0,0,0,0,0,,0.5034026503562927
184,110.2072696685791,0.0,0,0,0,0,1.038614273071289,0,3,4,0.0,0,0,0,3.6281163692474365,0,0.0,0.9986270070075989,,0,0.6689980030059814,0.0,0,1,0,0,0,,0.5045333504676819
185,110.81284523010254,0.0,0,1,0,0,0.909564733505249,0,1,2,0.0,0,0,0,3.6281163692474365,0,0.0,0.9049199819564819,,0,0.612470269203186,0.0,0,0,0,0,0,,0.5035733580589294
186,111.41149163246155,0.0,0,0,0,0,0.8169706463813782,0,4,4,0.0,0,0,0,3.6281163692474365,0,0.0,0.8169562220573425,,0,0.7942824959754944,0.0,0,0,0,0,0,,0.5040640234947205
187,112.00993013381958,0.0,0,0,0,0,0.4089699983596802,0,2,2,0.0,0,0,0,3.6281163692474365,0,0.0,0.40896278619766235,,0,0.39761245250701904,0.0,0,0,0,0,0,,0.5034666657447815
188,112.6102647781372,6.0,0,2,0,0,2.6024866104125977,0,2,6,0.0,0,0,0,3.641918659210205,0,0.0,2.5928432941436768,,2,1.890663981437683,0.0,0,0,0,0,0,,0.5048106908798218
189,113.21253609657288,0.0,0,1,0,0,0.7019453048706055,0,0,1,0.0,0,0,0,3.641918659210205,0,0.0,0.6973251104354858,,0,0.4118417203426361,0.0,0,0,0,0,0,,0.5039359927177429
190,113.81500291824341,0.0,0,0,0,0,0.20324498414993286,0,1,1,0.0,0,0,0,3.641918659210205,0,0.0,0.20324140787124634,,0,0.19760066270828247,0.0,0,0,0,0,0,,0.5046186447143555
191,114.4171769618988,0.0,0,0,0,0,0.20347721874713898,0,1,1,0.0,0,0,0,3.641918659210205,0,0.0,0.20347362756729126,,0,0.19782644510269165,0.0,0,0,0,0,0,,0.5040426850318909
192,115.02088260650635,6.333333333333333,0,0,1,0,1.4851384162902832,0,2,4,0.0,0,0,0,3.645798444747925,0,9.0,1.334328532218933,,1,0.7776205539703369,0.0,0,0,0,0,0,,0.5046399831771851
193,115.61921048164368,0.0,0,0,1,0,1.2927398681640625,0,3,4,0.0,0,0,0,3.645798444747925,0,9.0,1.1419408321380615,,0,0.6393795609474182,0.0,0,0,0,0,0,,0.5040000081062317
194,116.2228307723999,0.0,0,2,1,0,2.4887309074401855,0,2,5,0.0,0,0,0,3.645798444747925,0,8.333333333333334,2.3288955688476562,,0,1.262952446937561,0.0,0,0,0,0,0,,0.5045973062515259
195,116.82501316070557,0.0,0,0,0,0,0.20327790081501007,0,1,1,0.0,0,0,0,3.645798444747925,0,0.0,0.20327430963516235,,0,0.19763265550136566,0.0,0,0,0,0,0,,0.5040000081062317
196,117.4291296005249,0.0,0,0,0,0,0.20332954823970795,0,1,1,0.0,0,0,0,3.645798444747925,0,0.0,0.20332597196102142,,0,0.19768288731575012,0.0,0,0,0,0,0,,0.5038719773292542
197,118.02765679359436,0.0,0,0,0,0,0.20353636145591736,0,1,1,0.0,0,0,0,3.645798444747925,0,0.0,0.20353277027606964,,0,0.1978839486837387,0.0,0,0,0,0,0,,0.5033599734306335
198,118.62695550918579,7.666666666666667,0,0,0,0,0.8047152161598206,0,2,3,0.0,0,0,0,3.637857675552368,0,0.0,0.8045018315315247,,1,0.7326700687408447,0.0,0,0,0,0,0,,0.5047253370285034
199,119.22902250289917,5.666666666666667,0,0,0,0,1.1978201866149902,0,2,4,0.0,0,0,0,3.657238245010376,0,0.0,1.1974021196365356,,2,1.0655535459518433,0.0,0,0,0,0,0,,0.5040426850318909
200,119.83147382736206,0.0,0,0,0,0,2.175881862640381,0,2,3,0.0,0,0,0,3.657238245010376,0,0.0,1.2663811445236206,,0,0.4127780795097351,0.0,0,0,0,1,0,,0.5046826601028442
201,120.42971706390381,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.657238245010376,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5035733580589294
202,121.03072547912598,0.0,0,1,0,0,1.4880728721618652,0,2,4,0.0,1,0,0,3.657238245010376,0,0.0,1.4702329635620117,,0,0.9302030205726624,10.333333333333334,0,0,0,0,0,,0.504746675491333
203,121.63198590278625,17.666666666666668,0,0,1,0,1.2796224355697632,0,1,3,0.0,0,0,0,3.657238245010376,0,10.333333333333334,1.129109501838684,,1,0.5791090130805969,0.0,0,0,0,0,0,,0.5040426850318909
204,122.23560380935669,0.0,0,0,1,0,1.287007451057434,0,3,4,0.0,0,0,0,3.657238245010376,0,10.333333333333334,1.1368770599365234,,0,0.6365443468093872,0.0,0,0,0,0,0,,0.5046613216400146
205,122.83373785018921,10.333333333333334,0,0,0,0,0.4000127613544464,0,0,1,0.0,0,0,0,3.62561297416687,0,0.0,0.3998053967952728,,1,0.3389374017715454,0.0,0,0,0,0,0,,0.5037013292312622
206,123.43437671661377,7.0,0,0,0,0,0.7896946668624878,0,0,2,0.0,1,0,0,3.623896837234497,0,0.0,0.7761046886444092,,1,0.467617005109787,8.333333333333334,0,0,0,0,0,,0.5039359927177429
207,124.0354413986206,0.0,0,0,0,0,0.2047230750322342,0,1,1,0.0,0,0,0,3.623896837234497,0,0.0,0.20471946895122528,,0,0.19903770089149475,0.0,0,0,0,0,0,,0.5034666657447815
208,124.63470840454102,0.0,0,0,0,0,0.2041952908039093,0,1,1,0.0,0,0,0,3.623896837234497,0,0.0,0.2041916847229004,,0,0.1985245645046234,0.0,0,0,0,0,0,,0.5047680139541626
209,125.23680925369263,0.0,0,0,0,0,0.40894362330436707,0,2,2,0.0,0,0,0,3.623896837234497,0,0.0,0.40893641114234924,,0,0.3975868225097656,0.0,0,0,0,0,0,,0.50408536195755
210,125.83917379379272,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.623896837234497,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5045546889305115
211,126.4412214756012,0.0,0,1,0,0,1.337540626525879,0,1,3,0.0,0,0,0,3.623896837234497,0,0.0,1.2928197383880615,,0,0.6868141889572144,0.0,0,1,0,0,0,,0.5038933157920837
212,127.04349780082703,0.0,0,0,0,0,0.6313498020172119,0,1,2,0.0,0,0,0,3.623896837234497,0,0.0,0.5913164615631104,,0,0.2725892961025238,0.0,0,1,0,0,0,,0.5044479966163635
213,127.64257216453552,0.0,0,0,0,0,0.5944628715515137,0,1,2,0.0,1,0,0,3.623896837234497,0,0.0,0.5810708999633789,,0,0.3276680111885071,9.666666666666666,0,0,0,0,0,,0.5037226676940918
214,128.24581384658813,0.0,0,0,0,0,0.4085114598274231,0,2,2,0.0,0,0,0,3.623896837234497,0,0.0,0.4085042476654053,,0,0.3971666693687439,0.0,0,0,0,0,0,,0.5046186447143555
215,128.84412622451782,5.666666666666667,0,0,0,0,0.7874264121055603,0,0,2,0.0,1,0,0,3.6338741779327393,0,0.0,0.7738754153251648,,1,0.46627384424209595,7.666666666666667,0,0,0,0,0,,0.5040000081062317
216,129.44385504722595,6.333333333333333,0,0,0,0,0.39826032519340515,0,0,1,0.0,0,0,0,3.637868642807007,0,0.0,0.3980538845062256,,1,0.33745256066322327,0.0,0,0,0,0,0,,0.5042133331298828
217,130.0421061515808,9.0,0,0,0,0,0.40097424387931824,0,0,1,0.0,0,0,0,3.6184518337249756,0,0.0,0.40076640248298645,,1,0.33975207805633545,0.0,0,0,0,0,0,,0.5034880042076111
218,130.64209008216858,0.0,0,0,0,0,0.4094897210597992,0,2,2,0.0,0,0,0,3.6184518337249756,0,0.0,0.40948250889778137,,0,0.3981177508831024,0.0,0,0,0,0,0,,0.5041706562042236
219,131.240460395813,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.6184518337249756,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5035733580589294
220,131.83932518959045,7.0,0,0,0,0,0.605417013168335,0,1,2,0.0,0,0,0,3.616859197616577,0,0.0,0.605205774307251,,1,0.5385652184486389,0.0,0,0,0,0,0,,0.5041919946670532
221,132.4377086162567,0.0,0,0,0,0,0.801010012626648,0,2,3,0.0,1,0,0,3.616859197616577,0,0.0,0.7875820398330688,,0,0.5278751850128174,11.666666666666666,0,0,0,0,0,,0.5034880042076111
222,133.03760743141174,0.0,0,0,0,0,0.40963536500930786,0,2,2,0.0,0,0,0,3.616859197616577,0,0.0,0.40962812304496765,,0,0.39825937151908875,0.0,0,0,0,0,0,,0.5042133331298828
223,133.63618922233582,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.616859197616577,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5036799907684326
224,134.23591470718384,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.616859197616577,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.504149317741394
225,134.83440732955933,0.0,0,0,0,0,0.428708016872406,0,0,1,0.0,0,0,0,3.616859197616577,0,0.0,0.3885205388069153,,0,0.07423019409179688,0.0,0,1,0,0,0,,0.5034453272819519
226,135.44632816314697,0.0,0,0,0,0,0.8553138971328735,0,0,2,0.0,0,0,0,3.616859197616577,0,0.0,0.7751359939575195,,0,0.14809639751911163,0.0,0,2,0,0,0,,0.5046826601028442
227,136.04420137405396,8.333333333333334,0,0,0,0,0.40226924419403076,0,0,1,0.0,0,0,0,3.6037492752075195,0,0.0,0.40206071734428406,,1,0.340849369764328,0.0,0,0,0,0,0,,0.5039146542549133
228,136.6483874320984,0.0,0,0,0,0,0.2054150104522705,0,1,1,0.0,0,0,0,3.6037492752075195,0,0.0,0.2054113894701004,,0,0.1997104287147522,0.0,0,0,0,0,0,,0.5045760273933411
229,137.25064420700073,0.0,0,1,0,0,0.9149784445762634,0,1,2,0.0,0,0,0,3.6037492752075195,0,0.0,0.9103060364723206,,0,0.6161156296730042,0.0,0,0,0,0,0,,0.5039786696434021
230,137.85314083099365,0.0,0,0,0,0,0.20542369782924652,0,1,1,0.0,0,0,0,3.6037492752075195,0,0.0,0.20542007684707642,,0,0.1997188776731491,0.0,0,0,0,0,0,,0.5045546889305115
231,138.45149040222168,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.6037492752075195,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5039786696434021
232,139.0524332523346,7.666666666666667,0,0,1,0,1.093422293663025,0,0,2,0.0,0,0,0,3.5966689586639404,0,13.666666666666666,0.9406176209449768,,1,0.38793858885765076,0.0,0,0,0,0,0,,0.5048320293426514
233,139.652667760849,8.333333333333334,0,0,0,0,0.40425989031791687,0,0,1,0.0,0,0,0,3.584031343460083,0,0.0,0.404050350189209,,1,0.3425360918045044,0.0,0,0,0,0,0,,0.5041919946670532
234,140.25165605545044,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.584031343460083,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038506388664246
235,140.8502552509308,9.0,0,0,0,0,0.40700504183769226,0,0,1,0.0,0,0,0,3.5660440921783447,0,0.0,0.4067940413951874,,1,0.34486207365989685,0.0,0,0,0,0,0,,0.5033173561096191
236,141.44977712631226,0.0,0,0,0,0,1.8166695833206177,0,0,1,0.0,0,0,0,3.5660440921783447,0,0.0,0.8837994933128357,,0,0.01977773942053318,0.0,0,0,0,1,0,,0.5046186447143555
237,142.04751682281494,9.666666666666666,0,0,0,0,0.619198203086853,0,1,2,0.0,0,0,0,3.542956590652466,0,0.0,0.6189821362495422,,1,0.5508245825767517,0.0,0,0,0,0,0,,0.5032533407211304
238,142.64606022834778,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5038933157920837
239,143.24453735351562,0.0,0,0,1,0,0.9131442308425903,0,1,2,0.0,0,0,0,3.542956590652466,0,7.0,0.7577648758888245,,0,0.251540869474411,0.0,0,0,0,0,0,,0.5033173561096191
240,143.84300255775452,0.0,0,0,0,0,0.4184809625148773,0,2,2,0.0,0,0,0,3.542956590652466,0,0.0,0.41847357153892517,,0,0.40685930848121643,0.0,0,0,0,0,0,,0.5038506388664246
241,144.44181513786316,0.0,0,0,0,0,4.8872294425964355,0,1,2,12.333333333333334,0,0,0,3.542956590652466,0,0.0,1.1650407314300537,,0,0.20835117995738983,0.0,0,0,1,0,0,,0.5034026503562927
242,145.04045414924622,0.0,0,0,0,0,5.069930553436279,0,0,2,9.666666666666666,1,0,0,3.542956590652466,0,0.0,1.3391022682189941,,0,0.13631169497966766,13.0,0,0,1,0,0,,0.50408536195755
243,145.63889741897583,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034880042076111
244,146.23884439468384,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5041066408157349
245,146.8382797241211,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5032960176467896
246,147.43708157539368,0.0,0,0,0,0,0.20914305746555328,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.2091393619775772,,0,0.20333492755889893,0.0,0,0,0,0,0,,0.50408536195755
247,148.0355725288391,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5035520195960999
248,148.64414763450623,0.0,0,0,0,0,0.3984125256538391,0,0,1,0.0,1,0,0,3.542956590652466,0,0.0,0.38472992181777954,,0,0.13156093657016754,13.0,0,0,0,0,0,,0.504149317741394
249,149.2427670955658,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,3.542956590652466,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,,0.5034453272819519
250,149.85248184204102,0.0,0,0,1,0,0.9119459390640259,0,1,2,0.0,0,0,0,3.542956590652466,0,9.666666666666666,0.7567705512046814,,0,0.2512107789516449,0.0,0,0,0,0,0,,0.5039786696434021
251,150.45104837417603,0.0,0,0,0,0,0.2094089388847351,0,1,1,0.0,0,0,0,3.542956590652466,0,0.0,0.20940524339675903,,0,0.2035934329032898,0.0,0,0,0,0,0,,0.5034453272819519
